,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,1.6199158945667198,2.0,0.0,-1.145453514,1.0,1.145453514,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,5.4460141045,0.061007653508302055,2.0,2.0,5.48915303,3.0,5.4028751790000005,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,7.859972332999999,0.8395416032331424,3.0,4.0,8.730266307,5.0,7.794651525,6.0,7.054999167,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,8.016553281,0.952978779059714,2.0,7.0,7.342695524,8.0,8.690411038,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.40598953600511956,2.0,9.0,0.287077954,10.0,-0.287077954,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,1.4763802445,0.4764504873431831,2.0,11.0,1.8132816150000002,12.0,1.139478874,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.29723179948482514,2.0,13.0,-0.210174621,14.0,0.210174621,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.8594400870000001,2.07678483927484,4.0,15.0,-2.207003657,16.0,1.480559103,17.0,1.7988770760000001,18.0,2.365327826,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-9.53947825225,0.6580694329476878,4.0,19.0,-10.25862211,20.0,-8.672691176,21.0,-9.712746209,22.0,-9.513853514000001,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,2.3344580086666666,0.6432736900843015,3.0,23.0,3.054128118,24.0,2.133862524,25.0,1.815383384,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.1692668960113164,2.0,26.0,-0.11968977,27.0,0.11968977,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-3.5768022305000002,0.3645674534013425,2.0,28.0,-3.834590349,29.0,-3.319014112,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,2.9257635580000003,2.7528951012654117,2.0,30.0,0.9791727640000001,31.0,4.872354352,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,1.697780831610047,2.0,32.0,1.200512339,33.0,-1.200512339,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-12.50425415,0.21429531441592006,2.0,34.0,-12.65578382,35.0,-12.35272448,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-2.1884644455,2.414310098448365,2.0,36.0,-3.895639488,37.0,-0.481289403,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.6036691049253639,3.0,38.0,0.08129874000000001,39.0,0.558899856,40.0,-0.6401985960000001,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-18.30245718333333,1.634789992598515,3.0,41.0,-19.54472173,42.0,-16.45042182,43.0,-18.912228,,,,,,,,,,
