,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,29.109020913043466,4.992155385163067,2.0,0.0,32.63900783862921,1.0,25.57903398745772
1,RichMedia__BHIN_Growth_Mid,16.823067354860076,7.28908486358438,2.0,2.0,11.66890601917534,3.0,21.977228690544813
2,RichMedia__BHIN_Growth_Stat,28.194731719444924,1.5647945825234941,2.0,4.0,29.30120857991126,5.0,27.08825485897859
3,RichMedia__LBv2_Growth_Late,5.393273557018144,1.8089381367768953,2.0,6.0,4.114161133756243,7.0,6.672385980280045
4,RichMedia__LBv2_Growth_Mid,3.552713678800501e-15,0.2772254226048626,2.0,8.0,0.1960279762412083,9.0,-0.1960279762412012
5,RichMedia__LBv2_Growth_Stat,-10.7537150993167,1.915449448283865,2.0,10.0,-12.108142393218252,11.0,-9.399287805415147
6,RichMedia__MHB_Rich_Mid,6.790262330724053,2.4624503856108735,2.0,12.0,5.049046964723176,13.0,8.53147769672493
7,RichMedia__NBO_Rich_Mid,-1.6799799063597232,1.2056262265490205,2.0,14.0,-0.827473425990562,15.0,-2.5324863867288845
8,Carbon__M9Na_Arabinose_Mid,-1.765961651648008,0.9328453493962823,2.0,16.0,-1.1063403792915625,17.0,-2.4255829240044533
9,Carbon__M9Na_Galactose_Mid,-9.311535615764496,2.319091168998616,2.0,18.0,-7.671690523975737,19.0,-10.951380707553255
10,Carbon__M9Na_GlcNAcGrowth_Late,0.15125219367629206,3.3121321151968366,2.0,20.0,2.493283272517718,21.0,-2.190778885165134
11,Carbon__M9Na_GlcNAcGrowth_Mid,3.034414656702447,0.9151767484111012,2.0,22.0,2.3872869719167027,23.0,3.681542341488192
12,Carbon__M9Na_GlcNAcGrowth_Stat,0.599490823302482,0.5658974829301953,2.0,24.0,0.1993408756661425,25.0,0.9996407709388216
13,Carbon__M9Na_GlcNAc_Mid,-5.4233552077848,0.7779244407385999,2.0,26.0,-5.9734308550818165,27.0,-4.873279560487783
14,Carbon__M9Na_Gluconate_Mid,8.753415041157425,6.607239444011787,2.0,28.0,4.081391225373457,29.0,13.425438856941394
15,Carbon__M9Na_Glucosamine_Mid,-4.279690249213838,0.3283608980811812,2.0,30.0,-4.047504031504129,31.0,-4.511876466923545
16,Carbon__M9Na_Glycerol_Mid,-5.3123651672512775,0.2383344751937667,2.0,32.0,-5.480893090851327,33.0,-5.1438372436512285
17,Carbon__M9Na_Maltose_Mid,-5.6902066185049405,0.8150897116136772,2.0,34.0,-5.113851156147522,35.0,-6.266562080862359
18,Carbon__M9Na_Mannitol_Mid,-7.749443303857836,1.834579381892275,2.0,36.0,-6.452199782296783,37.0,-9.046686825418888
19,Carbon__M9Na_Trehalose_Mid,-5.098378492219886,0.6937342505825256,2.0,38.0,-5.588922685148157,39.0,-4.607834299291614
20,Carbon__M9Na_ethanol_Mid,-5.536324494501144,0.4628344821140736,2.0,40.0,-5.209051093631318,41.0,-5.863597895370969
21,Carbon__M9Na_fructose_Mid,2.3701240988496552,2.0671959318531643,2.0,42.0,3.831852360304272,43.0,0.9083958373950388
22,Carbon__M9Na_fumarate_Mid,0.2518318331931918,3.0240386946533713,2.0,44.0,2.390150100753106,45.0,-1.8864864343667225
23,Carbon__M9Na_glucoseGrowth_Late,1.1184586415574633,0.4047342980670546,2.0,46.0,0.8322682748154716,47.0,1.404649008299455
24,Carbon__M9Na_glucoseGrowth_Mid,9.270362255620057e-15,0.7280906104892139,2.0,48.0,-0.5148378079951671,49.0,0.5148378079951856
25,Carbon__M9Na_glucoseGrowth_Stat,-0.9642096497288275,2.090664786736482,2.0,50.0,-2.442532897618121,51.0,0.5141135981604662
26,Carbon__M9Na_ribose_Mid,7.960222426977822,2.2077920419768664,2.0,52.0,6.399077702646285,53.0,9.52136715130936
27,Carbon__M9Na_succinate_Mid,-2.7585596692281604,0.8857367042623246,2.0,54.0,-2.132249239298447,55.0,-3.3848700991578737
28,Carbon__M9Na_sucrose_Mid,14.689111492176501,0.6120147637649732,2.0,56.0,14.256351702532005,57.0,15.121871281820995
29,TF__LBv2_HapROver_Late,0.048314320136527256,1.3365055578398155,2.0,58.0,-0.8967378229055158,59.0,0.9933664631785704
30,TF__LBv2_HapROver_Mid,-14.838817736356342,1.1405732508264312,2.0,60.0,-15.645324816455696,61.0,-14.032310656256987
31,TF__LBv2_HapROver_Stat,14.273968054504156,0.8291489037357045,2.0,62.0,13.687671242059247,63.0,14.860264866949064
32,TF__LBv2_LuxOOver_Late,-11.106995495654477,0.5225793794192867,2.0,64.0,-11.476514918550112,65.0,-10.737476072758842
33,TF__LBv2_LuxOOver_Mid,15.505027112102383,1.6237211412870642,2.0,66.0,16.653171341862425,67.0,14.356882882342338
34,TF__LBv2_LuxOOver_Stat,18.148559823406877,0.47747772377225883,2.0,68.0,17.810932087061996,69.0,18.48618755975176
35,TF__LBv2_QstROver_Late,-10.010675385015695,1.3828940083637355,2.0,70.0,-9.03282165403945,71.0,-10.988529115991938
36,TF__LBv2_QstROver_Mid,16.335650498440167,2.6372018473640972,2.0,72.0,18.20043380806901,73.0,14.470867188811324
37,TF__LBv2_QstROver_Stat,13.35509956712187,0.5652444433628206,2.0,74.0,12.955411388192005,75.0,13.754787746051736
