k,name,in_iM,gene_weight,regulator,function,category
66,CcpA-2,False,0.029622085155757674,CcpA,,Carbon Metabolism
0,S-box,False,0.0259885647022583,S-box,,AA/Nucleotide Metabolism
4,Rex,False,-0.02227249170194624,Rex,,Misc. Metabolism
2,WalR,False,0.02146405750229084,WalR,,Cellular Processes
39,Thi-box,False,-0.020095896239095426,Thi-box,,Misc. Metabolism
44,AcoR,False,0.016943505227574932,AcoR,,Carbon Metabolism
49,CcpA-1,False,-0.0166435684278125,CcpA,,Carbon Metabolism
31,SigD,False,0.016499492219920676,SigD,,Lifestyles
65,AbrB,False,0.016431700839818826,AbrB,,Lifestyles
11,EAR riboswitch,False,0.016221979240513957,EAR riboswitch,,Lifestyles
71,yxi-operon,False,0.015930675185153276,,,Other
69,putative-cssRS,False,0.014208328208108122,,,Lifestyles
27,TnrA-1,False,-0.014022675569386387,TnrA,,AA/Nucleotide Metabolism
10,SigM,False,0.013863826592850868,SigM,,Stress Response
24,PhoP,False,-0.013532875975857882,PhoP,,Misc. Metabolism
21,CymR-2,False,-0.0133150673895861,CymR,,Misc. Metabolism
41,SPbeta-2,False,0.012987973593085941,,,Prophages
19,carbon metabolism/skin element,False,-0.0124948779135353,,,Carbon Metabolism
12,SigB-1,False,0.01135874435821748,SigB,,Stress Response
67,KipR,False,0.011201717632754658,KipR,,Misc. Metabolism
25,SigB-2,False,-0.010916331422244272,SigB,,Stress Response
59,GlpP,False,0.010532502017607729,GlpP,,Carbon Metabolism
62,SG_5,False,-0.010288508327935531,,,Single Gene
50,CcpN,False,-0.010228408355307727,CcpN,,Cellular Processes
42,SigB-3,False,-0.009268737311618966,SigB,,Stress Response
17,SG_1,False,0.008904551219420109,,,Single Gene
70,uncharacterized-6,False,0.008614559352223286,,,Uncharacterized
6,ybc-operon,False,0.008084854638671202,,,Prophages
64,FapR,False,0.007830912284938287,FapR,,Misc. Metabolism
28,YlxR-1,False,-0.007683607464325138,YlxR,,AA/Nucleotide Metabolism
52,ykzB-related,False,-0.007400729048264549,,,Lifestyles
14,SigV,False,0.0073049359554634595,SigV,,Stress Response
26,YonO-1,False,-0.0071651986496366095,YonO,,Prophages
63,MntR,False,-0.0066693594386350846,MntR,,Homeostasis
47,Xre/Xpf,False,-0.006659846745320215,Xre/Xpf,,Prophages
5,Fnr,False,0.006638399198419769,Fnr,,Misc. Metabolism
29,MtlR,False,-0.006445082182223716,MtlR,,Carbon Metabolism
22,stringent response,False,-0.00643234457394807,stringent response,,Cellular Processes
35,ComA,False,-0.00636151188671884,ComA,,Cellular Processes
68,uncharacterized-5,False,-0.006055645510469762,,,Uncharacterized
33,SwrA,False,-0.005449172309765464,SwrA,,Lifestyles
45,LnrK,False,-0.0054232537391703676,LnrK,,Cellular Processes
54,G-box,False,-0.005390260936741933,G-box,,AA/Nucleotide Metabolism
61,early-biofilm,False,0.005322710073185654,,,Lifestyles
23,SG_3,False,-0.005231405610852068,,,Single Gene
48,Fur,False,-0.005003163722524321,Fur,,Homeostasis
16,ManR,False,-0.004963845258373775,ManR,,Carbon Metabolism
53,SG_4,False,0.004886591477439248,,,Single Gene
37,SigI,False,-0.0046698278047571104,SigI,,Stress Response
34,YlxR-2,False,0.00466692953831535,YlxR,,AA/Nucleotide Metabolism
51,uncharacterized-4,False,-0.004600252628266112,,,Uncharacterized
43,FruR,False,-0.004099259627867307,FruR,,Carbon Metabolism
18,CymR-1,False,-0.0038086990155152046,CymR,,AA/Nucleotide Metabolism
30,ImmR,False,0.0038042879731319647,ImmR,,Cellular Processes
20,SG_2,False,0.0037655019430748093,,,Single Gene
32,TnrA-2,False,0.003754364361043988,TnrA,,AA/Nucleotide Metabolism
55,ResD,False,0.003688986324218404,ResD,,Misc. Metabolism
58,Rok,False,-0.003587855292537328,Rok,,Cellular Processes
36,SigK,False,-0.0034639934168707,SigK,,Lifestyles
1,uncharacterized-1,False,-0.0031612561324750282,,,Uncharacterized
15,CodY,False,0.003143321571225818,CodY,,AA/Nucleotide Metabolism
56,SigW,False,-0.003141349501600769,SigW,,Stress Response
57,SigE,False,0.0025442505314720964,SigE,,Lifestyles
13,PyrR,False,-0.001912590615147368,PyrR,,AA/Nucleotide Metabolism
46,DegU,False,0.0017390248417522428,DegU,,Other
9,uncharacterized-3,False,0.0017363810383347648,,,Uncharacterized
60,YonO-2,False,0.0011612734619413784,YonO,,Prophages
3,uncharacterized-2,False,0.0009311719420741556,,,Uncharacterized
7,YvaF,False,0.0008333561621424548,,,Other
40,ComK/LevR/NusA,False,-0.0004065857828543658,ComK/LevR/NusA,,Cellular Processes
38,Zur,False,0.00022175707171536783,Zur,,Homeostasis
8,SPbeta-1,False,0.0001315968546490679,,,Prophages
