,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,-1.3877787807814457e-17,0.3448865626932401,4.0,0.0,0.44219879360000003,1.0,-0.2856705259,2.0,0.10536899450000001,3.0,-0.26189726220000004
1,2AA__del_ridA,0.46367431275,0.5823918696062836,4.0,4.0,0.16115882680000002,5.0,0.6862688399,6.0,1.1644234296,7.0,-0.1571538453
2,GC_MS__WT,0.0,0.07101959014819005,3.0,8.0,-0.0649341101,9.0,0.0758427763,10.0,-0.0109086662,,
3,GC_MS__del_slyA,0.15818259345000002,0.24933681919179168,2.0,11.0,0.33449034910000003,12.0,-0.0181251622,,,,
4,Rho__WT,0.0,0.49139292847108407,3.0,13.0,0.052441451400000005,14.0,0.46306899500000004,15.0,-0.5155104464,,
5,Rho__rho_Y80C,0.8187503603666667,0.12114853051627943,3.0,16.0,0.6852860084,17.0,0.9217787691,18.0,0.8491863036,,
6,Rho__rho_K130Q,0.7769566923000001,0.11519366165675916,3.0,19.0,0.9007397003000001,20.0,0.6728999789,21.0,0.7572303977,,
7,flagella__WT,0.0,0.14234162672164577,2.0,22.0,0.10065072950000001,23.0,-0.10065072950000001,,,,
8,flagella__del_rfaL,0.02033435425,0.15886223995971643,2.0,24.0,-0.0919982129,25.0,0.1326669214,,,,
9,flagella__del_rfaG,0.4896946391,0.021680602007910187,2.0,26.0,0.4743641384,27.0,0.5050251398,,,,
10,flagella__del_rfaD,0.51599558815,0.1149973149932889,2.0,28.0,0.43468020690000003,29.0,0.5973109694000001,,,,
11,nusG__WT_OD08,0.0,0.31065022164177064,2.0,30.0,0.2196628783,31.0,-0.2196628783,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,1.0954774231666666,0.6211203395022665,3.0,32.0,1.703537505,33.0,0.46207270380000004,45.0,1.1208220607000001,,
13,omv__spi2_ind_highOD_intracellularRNAs,1.0915785520999999,0.14294595066428295,3.0,34.0,1.0264065831,36.0,1.2554961994,37.0,0.9928328738000001,,
14,omv__spi1_ind_highOD_intracellularRNAs,0.8415427027666667,0.20323548689600515,3.0,35.0,0.8935575692000001,41.0,1.0137157514,42.0,0.6173547877000001,,
15,omv__controlPCN_highOD_intracellularRNAs,1.8460647783333333,0.4754705929960713,3.0,38.0,2.187586054,39.0,2.0475872297,40.0,1.3030210513,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.6141020374703527,3.0,43.0,-0.4647087777,44.0,0.6962030995,46.0,-0.2314943218,,
17,sv5015__STM1625,-0.01723449116666666,0.2079206232046965,3.0,47.0,-0.048345154,48.0,0.20448844330000002,49.0,-0.2078467628,,
18,sv5015__STM0581,0.7284570742333333,0.3077991446688852,3.0,50.0,1.0632955585,51.0,0.6642497769,52.0,0.4578258873,,
19,sv5015__WT,0.0,0.6485643063119448,3.0,53.0,0.3047051692,54.0,0.4401014046,55.0,-0.7448065738,,
20,tomato__tomato_root,2.2496617000000003,0.30110064066926556,3.0,56.0,2.5075774984,57.0,2.3226225382,58.0,1.9187850634,,
21,tomato__LB,0.0,0.879600488424552,2.0,59.0,-0.6219714701,60.0,0.6219714701,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.17584526053333335,0.37501028798898367,3.0,61.0,-0.24642085500000002,62.0,0.3039047855,63.0,0.47005185110000003,,
23,AcrB_efflux_virulence__WT,0.0,0.2910736576931595,3.0,64.0,-0.3028580135,65.0,0.0252083985,66.0,0.277649615,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.5272547232,0.1368233238552904,3.0,67.0,0.36942112730000004,74.0,0.6122574849,75.0,0.6000855574,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,3.634134153866667,0.120450806269154,3.0,68.0,3.7707130205,69.0,3.5430838633,71.0,3.5886055778,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,-0.05606603790000001,0.36798144703262164,3.0,70.0,0.2294200713,106.0,-0.47135928320000003,107.0,0.07374109820000001,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,3.3581744939,0.5706420449148056,3.0,72.0,3.8003283918,79.0,3.5601900778,110.0,2.7140050121,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,0.5875635460333333,0.37981084310384405,3.0,73.0,0.5098845756,76.0,0.2525972532,109.0,1.0002088093,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,2.934844413866667,0.5641589118386022,3.0,77.0,3.3445915182,78.0,3.1685546743,86.0,2.2913870491,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,2.5053397552999996,0.3712985182512841,2.0,80.0,2.2427920552,95.0,2.7678874554,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,4.9609525614,0.45406978428523176,2.0,81.0,5.282028385,82.0,4.6398767378,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,0.9695076365333333,0.1970454494815186,3.0,83.0,1.0300219219,84.0,0.7493020137,85.0,1.129198974,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,0.9398205017333335,0.23409295951122636,3.0,87.0,1.1967516588,100.0,0.8840824908,101.0,0.7386273556,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,0.0,0.36276396580817644,3.0,88.0,0.1452248211,89.0,-0.4128770258,90.0,0.2676522047,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,2.2716410809666665,0.3091763894161835,3.0,91.0,2.5901254353,92.0,2.2520979618,93.0,1.9726998458,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,-0.09837801676666665,0.5141394884219929,3.0,94.0,0.40431553330000003,119.0,-0.0762036599,120.0,-0.6232459237,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,2.09004980825,0.5163584849763654,2.0,96.0,2.4551703945,97.0,1.724929222,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,2.8191758372,0.5481677876763029,3.0,98.0,2.9054527251,99.0,3.3190890919,105.0,2.2329856946,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,3.282611605533333,0.0972946511228864,3.0,102.0,3.3286365251,103.0,3.3483545919,104.0,3.1708436996,,
40,Chlortetracycline_florfenicol_MDR__530_Florfenicol_16,4.225146227333333,0.09869711652817342,3.0,108.0,4.3257210066,111.0,4.1284405639,112.0,4.2212771115,,
41,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_0,0.7182810723333333,0.19638637600122366,3.0,113.0,0.6371042443,114.0,0.5754973221,115.0,0.9422416506,,
42,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_16,2.5330218422333335,0.2280724544428459,3.0,116.0,2.2762367241,117.0,2.610787365,118.0,2.7120414376,,
43,OPG__del_opgGH,0.5462511809666667,0.22462198884874032,3.0,121.0,0.8042237532000001,122.0,0.4405597839,123.0,0.3939700058,,
44,OPG__del_opgGH_pBK16,0.41282305300000005,0.1784300154287338,3.0,124.0,0.2357246138,125.0,0.5925554812,126.0,0.41018906400000005,,
45,OPG__WT,-3.333333146541643e-11,0.12454311226824721,3.0,127.0,0.0214618305,128.0,-0.1338793184,129.0,0.11241748780000001,,
46,PinT__pinT+_1h,0.0,0.0010597030320408072,2.0,130.0,-0.0007493232,131.0,0.0007493232,,,,
47,cold_shock_protein__WT_RNAseq,9.25185853854297e-18,0.3022993853703274,3.0,132.0,-0.3447075938,133.0,0.12473631610000001,134.0,0.2199712777,,
48,cold_shock_protein__DeltaCspCE_RNAseq,-0.41265293826666666,0.3485926115636906,3.0,135.0,-0.1801197586,136.0,-0.813459594,137.0,-0.2443794622,,
49,dephostatin__LB_DMSO,-3.700743415417188e-17,0.5138477399992443,3.0,138.0,-0.5103502333000001,139.0,-0.0069250158,140.0,0.5172752491,,
