,A,whiB4
R2,,0.1735395315682282
xmin,,-2.8338575925000002
xmid,,0.5495156429226308
xmax,,2.9839660519
ystart,,-1.2440408952786877
yend,,-39.22498853936793
AX:AX_10_MIC:1,-0.18707118590000002,0.23128037340000002
AX:AX_10_MIC:2,0.7787672423,0.3081656839
AX:AX_30_MIC:1,-0.1322227981,0.1287653623
AX:AX_30_MIC:2,0.8200211217000001,0.3142531538
AX:QZ_10_MIC:1,0.0975703242,0.2309327669
AX:QZ_10_MIC:2,1.0359890275,0.2738506978
AX:QZ_30_MIC:1,1.1129303158,0.0797832341
AX:QZ_30_MIC:2,0.7078700029,0.10801114090000001
AX:wt:1,0.4501028386,0.1309597076
AX:wt:2,-0.4501028386,-0.1309597076
ITM_04:00h_clinic_ctrl:1,-1.5438073094,-0.0549835069
ITM_04:00h_clinic_ctrl:2,-1.4338251049,-0.17211430590000001
ITM_04:00h_h37rv_control:1,0.6173804269000001,-0.0978090488
ITM_04:00h_h37rv_control:2,0.2210862215,-0.0269096698
ITM_04:00h_h37rv_control:3,-0.8384666484000001,0.1247187186
ITM_04:06h_clinic_delam:1,6.3831784905,-0.7631591471
ITM_04:06h_clinic_delam:2,6.6193549145,-0.8938424622000001
ITM_04:06h_clinic_delam:3,6.0027455033,-0.6334991198000001
ITM_04:06h_clinic_DMSO:1,-2.3331153638,-0.438156111
ITM_04:06h_clinic_DMSO:2,-2.3095654268,-0.278265505
ITM_04:06h_clinic_DMSO:3,-2.3295471846,-0.4577993011
ITM_04:06h_h37rv_delam:1,6.8037043078,-0.24567028130000002
ITM_04:06h_h37rv_delam:2,7.8069858167,-0.38611053160000003
ITM_04:06h_h37rv_delam:3,6.9484264237,-0.3013259803
ITM_04:06h_h37rv_DMSO:1,-1.9632307687,-0.6180494082
ITM_04:06h_h37rv_DMSO:2,-2.4517122931,-0.33819380330000004
ITM_04:06h_h37rv_DMSO:3,-1.6864935134999999,-0.1647550437
ITM_04:24h_clinic_delam:1,7.5545866134,-0.3908796975
ITM_04:24h_clinic_delam:2,6.9976015832,-0.28630188300000003
ITM_04:24h_clinic_delam:3,8.380101462,-0.6136113873
ITM_04:24h_clinic_DMSO:1,-0.1368449899,-0.0752368971
ITM_04:24h_clinic_DMSO:2,0.34735806950000003,-0.28406142830000003
ITM_04:24h_clinic_DMSO:3,0.3811155835,-0.14462835470000002
ITM_04:24h_h37rv_delam:1,8.6796920193,-0.1907200533
ITM_04:24h_h37rv_delam:2,9.0639106528,-0.1783513531
ITM_04:24h_h37rv_delam:3,8.9898379853,-0.115649445
ITM_04:24h_h37rv_DMSO:1,-0.7037684097,-0.2928373435
ITM_04:24h_h37rv_DMSO:2,-0.7330040559000001,-0.3320693128
JSF:DMSO:1,-0.027167367300000002,-0.1376215524
JSF:DMSO:2,-0.25464552360000003,0.0470967378
JSF:DMSO:3,0.31914081710000003,0.0002360691
JSF:DMSO:4,-0.0373279261,0.0902887455
JSF:JSF_2019:1,0.8525602338,-1.0699971448
JSF:JSF_2019:2,2.0515493382,-1.0190079243
JSF:JSF_2019:3,0.8608006001,-1.0173068858
JSF:JSF_2019:4,0.9705208994000001,-1.1500019702
JSF:JSF_2026:1,-1.2523732137999999,-0.6177867091
JSF:JSF_2026:2,-0.7122871682,-0.7793247583
JSF:JSF_2026:3,-0.4128530165,-0.6563166691
JSF:JSF_2026:4,-0.9670762761,-0.7396799819000001
MTS1338:over_expression:1,0.5746239474,-0.3036202349
MTS1338:over_expression:2,-0.5746239474,0.3036202349
PAS:control:1,-0.4807034136,-0.0943206229
PAS:control:2,0.48312452510000004,-0.0118882721
PAS:control:3,-0.0024211115000000003,0.1062088949
PAS:treated:1,2.9072380524,0.37153676680000003
PAS:treated:2,3.0402445695,0.47095769940000004
PAS:treated:3,3.2762167192,0.6000113337
THP-1:24h_THP_B_enriched:1,-1.0673338901,0.3344215904
THP-1:24h_THP_B_enriched:2,1.0673338901,-0.3344215904
aminoimidazoles:02h_treated:1,-0.9168701010000001,0.2136984945
aminoimidazoles:02h_treated:2,-0.7875361531,0.1369555071
aminoimidazoles:24h_treated:1,1.0051915807,0.2017862812
aminoimidazoles:24h_treated:2,1.1750848421,-0.313406801
aminoimidazoles:untreated:1,0.1718873539,0.0684377461
aminoimidazoles:untreated:2,0.4327867361,0.1199553715
aminoimidazoles:untreated:3,-0.60467409,-0.18839311760000002
antibiotic:ctrl_24h:1,-0.4570800252,0.2625269966
antibiotic:ctrl_24h:2,-0.7895926245,-0.2915219892
antibiotic:ctrl_24h:3,0.299572626,0.1754643928
antibiotic:ctrl_4h:1,0.2886153274,0.1844539721
antibiotic:ctrl_4h:2,0.4835009236,-0.1508071286
antibiotic:ctrl_4h:3,-0.772116251,-0.0336468435
antibiotic:izd_4h:1,1.2028393064,1.3301565606999999
antibiotic:izd_4h:2,1.6550227937000002,1.4224593388
base:wt_glu_24:1,-0.1634610268,-0.3156512469
base:wt_glu_24:2,-0.7056283192,0.035263295300000004
base:wt_glu_24:3,-2.268635559,0.1368631256
base:wt_glu_6:1,-0.9235322265,0.1435426319
base:wt_glu_6:2,0.42220861060000003,-0.0907105445
base:wt_glu_6:3,0.5013236158000001,-0.052832087400000005
base:wt_llac_24:1,1.8376211188,0.2312223119
base:wt_llac_24:2,0.9496188448,0.4890258012
base:wt_llac_24:3,1.5879299602999999,0.1008003563
base:wt_llac_6:1,-3.4264866007,0.5156355441
base:wt_llac_6:2,-2.6631690283,0.0934298564
base:wt_llac_6:3,-2.6036724203,-0.0213224012
base:wt_pyr_24:1,0.9992953330000001,0.0287214116
base:wt_pyr_24:2,1.2358578593,-0.6527443582
base:wt_pyr_24:3,1.9578796099,-0.3599912286
base:wt_pyr_6:1,-2.3069939562,-0.3562272288
base:wt_pyr_6:2,-3.185420191,0.35444489960000003
base:wt_pyr_6:3,-2.5592614058,0.17656186610000002
biofilm:biofilm:1,-4.0604776632,0.2229174304
biofilm:biofilm:2,-4.0821252836,0.3038375457
biofilm:planktonic:1,-0.1030367829,0.025424137700000002
biofilm:planktonic:2,0.1030367829,-0.025424137700000002
btz043:0_days_.006:1,-0.1161973899,0.1218697775
btz043:0_days_.006:2,-0.1466582977,0.25885207920000003
btz043:0_days_.006:3,-0.1363366727,0.1916022127
btz043:0_days_control:1,-0.0228985032,-0.0333145381
btz043:0_days_control:2,0.057162258,0.0341165381
btz043:0_days_control:3,-0.034263754800000004,-0.000802
btz043:1_days_.006:1,2.0233421665,-0.18779066290000002
btz043:1_days_.006:2,2.1385240446,-0.26227963730000003
btz043:1_days_.006:3,2.3671402099,-0.1795792009
btz043:1_days_.006:4,1.7669332208,-0.0649672062
btz043:1_days_control:1,3.0222452279,0.0129176264
btz043:1_days_control:2,3.0660531023,0.0406213722
btz043:1_days_control:3,2.9464754246,0.045493569000000005
btz043:1_days_control:4,3.2891834064,-0.0223102757
clarithromycin:1_days_control:1,0.0253870224,-0.0769830463
clarithromycin:1_days_control:2,0.1588865635,0.0538248528
clarithromycin:1_days_control:3,-0.1842735859,0.0231581935
cnpB:del:1,0.2604945179,0.11127277390000001
cnpB:del:2,-0.5018263884,0.256080686
cnpB:del:3,-1.3228923154,-0.09737164520000001
cnpB:wt:1,1.4603713636,-0.1083070264
cnpB:wt:2,-0.4349949729,0.1481063719
cnpB:wt:3,-1.0253763906,-0.0397993455
csoR:ko:1,0.5526376671000001,0.2966122858
csoR:ko:2,-0.1770508327,0.1194533747
csoR:wt:1,-1.111118876,-0.1665335362
csoR:wt:2,1.111118876,0.1665335362
dap:0_days_25:1,-0.1129694091,0.1854338778
dap:0_days_25:2,-0.1615244557,0.1717509632
dap:0_days_25:3,0.050858561600000005,0.0650451508
dap:0_days_25:4,-0.003051526,0.0189393448
dap:0_days_control:1,-0.034652625900000004,0.0272742646
dap:0_days_control:2,0.1279517077,-0.0715417067
dap:0_days_control:3,-0.2730097936,0.0908714042
dap:0_days_control:4,0.1797107118,-0.0466039621
dap:1_days_25:1,-0.5759393414,0.28739369670000003
dap:1_days_25:2,-0.7003175076,0.2974874265
dap:1_days_25:3,-0.6074276493,0.2851937748
dap:1_days_25:4,-0.1404906911,0.0572041297
dap:1_days_control:1,0.0673887525,-0.056758668500000005
dap:1_days_control:2,0.0307244931,0.0092934622
dap:1_days_control:3,0.2486237832,0.05207615
dap:1_days_control:4,-0.0028570938,-0.0064268647
degradosome:mutant_rnj:1,0.3144973098,-0.6225413434
degradosome:mutant_rnj:2,0.3347617104,-0.7724139044
degradosome:mutant_rnj:3,-0.5508635940000001,-0.41645212200000004
degradosome:PNPase_ko:1,6.9020557564,0.5072878209
degradosome:PNPase_ko:2,6.4116097396,0.4572301662
degradosome:PNPase_ko:3,6.5437244961,0.3378645111
degradosome:Rnase_E_ko:1,2.242705934,-2.4702638193
degradosome:Rnase_E_ko:2,1.0234831012,-2.4250774222
degradosome:Rnase_E_ko:3,2.1102951465,-2.8338575925000002
degradosome:wt_cas9_ctrl:1,3.2963696766,-0.062160549600000004
degradosome:wt_cas9_ctrl:2,4.0405907552,0.3353559468
