,BSU__misc_RNA_12
LBexp_1,10.3883
LBexp_2,11.1397
LBexp_3,10.6828
LBtran_1,12.0072
LBtran_2,11.4254
LBtran_3,11.2732
LBstat_1,11.4533
LBstat_2,10.7074
LBstat_3,10.1596
LBGexp_1,10.5925
LBGexp_2,10.7308
LBGexp_3,10.711500000000001
LBGtran_2,10.9757
LBGtran_3,11.541
LBGstat_1,8.7501
LBGstat_2,8.6187
LBGstat_3,10.0239
S0_1,12.1716
S0_2,11.6658
S0_3,12.6479
S1_1,13.9303
S1_2,13.7794
S1_3,13.6292
S2_1,13.6105
S2_2,13.1513
S2_3,13.9695
S3_1,13.818200000000001
S3_2,15.146
S4_1,14.743
S4_2,14.8053
S4_3,14.8035
S5_1,14.2744
S5_2,15.3761
S5_3,15.0583
S6_1,13.8639
S6_2,13.0506
S6_3,14.7278
S6/t_1,14.4145
S6/t_2,13.2949
S6_4,14.5089
S6_5,14.7527
S6_6,15.1527
S7_4,15.4917
S7_5,14.5904
S7_6,14.7784
S8_4,14.7234
S8_5,13.952
G135_1,9.9873
G135_3,8.9325
G150_1,9.7552
G150_2,10.054
G150_3,10.1915
G180_1,10.0201
G180_2,9.8008
G180_3,9.617
C30_1,11.5161
C30_2,12.0612
C90_1,12.5002
C90_2,12.6176
BI_1,12.2204
BI_2,11.9759
BC_2,14.5424
BC/t_1,14.653
BC/t_2,14.7987
BC_1,14.1706
Sw_1,13.8113
Sw_2,13.5392
BT_1,13.3932
BT_2,12.6613
B36_1,16.2965
B36_2,16.2681
B60_1,16.3142
B60_2,16.2911
M9exp_1,14.5489
M9exp_2,14.3308
M9exp_3,14.1548
M9tran_1,13.3013
M9tran_2,13.5291
M9tran_3,13.6303
M9stat_1,13.3032
M9stat_2,13.1309
M9stat_3,12.9028
M+G_1,12.9035
M+G_2,13.5551
M+G_3,13.5126
Glu_1,14.2393
Glu_2,14.0491
Glu_3,14.3999
Fru_1,14.2668
Fru_2,13.7975
Fru_3,13.5696
Mal_1,12.2577
Mal_2,13.0488
Mal_3,13.2848
G+S_2,13.3257
G+S_3,13.6585
Pyr_1,12.889
Pyr_2,13.3401
Pyr_3,13.0288
Gly_1,12.5181
Gly_2,12.9842
Gly_3,11.5656
Glucon_1,13.141
Glucon_2,13.5323
Glucon_3,12.2344
aero_1,12.3656
aero_2,11.6372
aero_3,12.3993
nit_1,11.9652
nit_2,12.5779
nit_3,11.904
ferm_1,12.0028
ferm_2,11.708
ferm_3,11.7804
T-5.40H_1,13.9496
T-4.40H_1,13.6652
T-3.40H_1,13.7825
T-2.40H_1,13.5039
T-1.40H_1,13.5731
T-1.10H_1,13.8423
T-0.40H_1,14.0725
T0.0H_1,13.900500000000001
T0.30H_1,13.2997
T1.0H_1,12.7861
T1.30H_1,13.4315
T2.0H_1,13.3761
T2.30H_1,13.698
T3.0H_1,13.8385
T3.30H_1,14.1419
T4.0H_1,13.7271
T5.0H_1,13.4162
HPh_1,12.8476
HPh_2,12.7405
HPh_3,13.2175
LPh_1,12.3741
LPh_2,12.5904
LPh_3,12.2979
LPhT_1,12.799
LPhT_2,12.3602
LPhT_3,12.5345
SMMPr_1,13.3848
SMMPr_2,12.979800000000001
SMMPr_3,13.3688
HiTm_1,12.1106
HiTm_2,13.07
HiTm_3,14.1561
LoTm_1,13.6278
LoTm_2,13.7628
LoTm_3,13.7675
HiOs_1,14.3386
HiOs_2,14.0994
HiOs_3,14.2473
BMM_1,15.2651
BMM_2,15.2049
BMM_3,14.8202
Heat_1,13.7827
Heat_2,13.7575
Heat_3,13.425
Cold_1,12.0646
Cold_2,12.1896
Cold_3,11.1289
Etha_1,11.4227
Etha_2,10.4085
Etha_3,11.6336
SMM_1,14.0017
SMM_2,14.1001
SMM_3,13.8849
Salt_1,11.4046
Salt_2,11.3759
Salt_3,11.199
Mt0_1,11.3084
Mt0_3,10.4539
M0t45_1,12.2547
M0t45_2,11.0713
M0t45_3,11.6618
M0t90_1,11.0094
M0t90_2,11.7912
M0t90_3,12.3124
M40t45_1,11.1415
M40t45_2,11.8051
M40t45_3,11.5932
M40t90_1,11.405
M40t90_2,11.6046
M40t90_3,12.1055
dia0_1,10.2218
dia0_2,10.5014
dia0_3,11.2684
dia5_1,10.6238
dia5_2,10.9384
dia5_3,10.7897
dia15_1,10.5516
dia15_2,10.7326
dia15_3,10.7367
Diami_1,10.8273
Diami_2,10.7288
Diami_3,10.8072
Paraq_1,10.237
Paraq_2,10.4509
Paraq_3,9.6548
H2O2_1,10.0333
H2O2_2,10.113
H2O2_3,9.832
Oxctl_1,10.0779
Oxctl_2,10.3155
Oxctl_3,10.4705
GM-0.1_1,14.2278
GM-0.2_1,14.2265
GM+5_1,13.5659
GM+15_1,14.2345
GM+25_1,14.9989
GM+45_1,14.6713
GM+60_1,14.4442
GM+90_1,14.1605
GM+120_1,13.1925
GM+150_1,13.7074
GM-0.1_2,14.5752
GM-0.2_2,14.5708
GM+5_2,14.1097
GM+10_2,14.531600000000001
GM+15_2,14.4709
GM+25_2,14.9322
GM+45_2,13.8513
GM+60_2,13.7797
GM+90_2,14.4722
GM+150_2,12.8596
GM-0.1_3,14.5484
GM-0.2_3,14.6497
GM+5_3,14.304
GM+10_3,13.5433
GM+15_3,14.7068
GM+25_3,14.2938
GM+45_3,13.4942
GM+60_3,13.4246
GM+90_3,14.1597
GM+120_3,14.017
GM+150_3,13.6653
MG-0.1_1,14.074
MG+5_1,15.6916
MG+10_1,15.8316
MG+15_1,14.4289
MG+25_1,14.4621
MG+45_1,13.818
MG+120_1,13.5018
MG+150_1,13.6699
MG-0.1_2,13.3168
MG-0.2_2,13.9694
MG+5_2,15.3392
MG+10_2,15.4947
MG+15_2,15.268
MG+25_2,13.8918
MG+45_2,13.2474
MG+60_2,14.1088
MG+90_2,13.7211
MG+120_2,13.7931
MG-0.1_3,14.7127
MG-0.2_3,14.6031
MG+5_3,15.3265
MG+10_3,14.7714
MG+15_3,14.9108
MG+25_3,14.3958
MG+45_3,14.1066
MG+60_3,13.8045
MG+90_3,14.3553
MG+120_3,13.705
MG+150_3,14.2699
