locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_00375,0.1686740563,rplX,50S ribosomal protein L24,"Translation, ribosomal structure and biogenesis","Rgg,CovR,Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.53%22)
SP5448_00385,0.1683433115,rpsN_1,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis","Rgg,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.55%22)
SP5448_00380,0.16659222340000002,rplE,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",Irr_EE_M6,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.54%22)
SP5448_00345,0.15963310190000002,rplV,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis","Rgg,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.47%22)
SP5448_00370,0.1590390244,rplN,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.52%22)
SP5448_00355,0.1555704951,rplP,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",CovR,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.49%22)
SP5448_00365,0.1544294819,rpsQ,30S ribosomal protein S17,"Translation, ribosomal structure and biogenesis","CovR,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.51%22)
SP5448_00350,0.1515437338,rpsC,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis","Rgg,CovR,Srv_M1",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.48%22)
SP5448_00360,0.15089314040000001,rpmC,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",Irr_EE_M6,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.50%22)
SP5448_00340,0.1428305213,rpsS,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis","Rgg,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.46%22)
SP5448_00400,0.14017620990000002,rplR,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis","Rgg,Srv_M1,Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.58%22)
SP5448_00330,0.1389951954,rplW,50S ribosomal protein L23,"Translation, ribosomal structure and biogenesis","Rgg,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.44%22)
SP5448_00395,0.1376793947,rplF,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis","Rgg,CovR,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.57%22)
SP5448_00410,0.13026830080000001,rpmD,50S ribosomal protein L30,"Translation, ribosomal structure and biogenesis",Irr_EE_M6,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.60%22)
SP5448_00325,0.126993759,rplD,50S ribosomal protein L4,"Translation, ribosomal structure and biogenesis","Rgg,Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.43%22)
SP5448_00405,0.1268966863,rpsE,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis","Rgg,CovR,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.59%22)
SP5448_00390,0.1257152185,rpsH,30S ribosomal protein S8,"Translation, ribosomal structure and biogenesis",Irr_EE_M6,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.56%22)
SP5448_00335,0.1244114774,rplB,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.45%22)
SP5448_00415,0.11099388110000001,rplO,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis","Rgg,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.61%22)
SP5448_00320,0.10865247300000001,rplC,50S ribosomal protein L3,"Translation, ribosomal structure and biogenesis","Rgg,CovR,Nra_exponetional_M49,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.42%22)
SP5448_03760,0.1014064648,SP5448_03760,hypothetical protein,Function unknown,"FasX_60min_M1,Phage_2",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.700%22)
SP5448_00420,0.0931847445,secY,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.62%22)
