,BSU_misc_RNA_31
M9exp_1,14.4416
M9exp_2,13.9435
M9exp_3,13.6976
M9tran_1,12.1988
M9tran_2,12.3088
M9tran_3,12.7785
M9stat_1,10.6851
M9stat_2,9.8908
M9stat_3,9.5318
MG-0.1_1,13.6828
MG-0.1_2,12.8399
MG-0.1_3,14.473
MG-0.2_2,13.8047
MG-0.2_3,14.0898
MG+5_1,15.4521
MG+5_2,14.8551
MG+5_3,14.9831
MG+10_1,15.8087
MG+10_2,15.197
MG+10_3,14.1241
MG+15_1,14.0099
MG+15_2,14.7453
MG+15_3,14.6807
MG+25_1,13.9551
MG+25_2,13.6052
MG+25_3,14.0016
MG+45_1,13.7857
MG+45_2,12.2642
MG+45_3,13.5887
MG+60_2,13.3912
MG+60_3,13.1493
MG+90_2,12.8038
MG+90_3,13.8721
MG+120_1,11.5324
MG+120_2,12.9847
MG+120_3,12.5465
MG+150_1,13.1428
MG+150_3,13.7164
GM-0.1_1,13.4939
GM-0.1_2,13.8122
GM-0.1_3,13.8869
GM-0.2_1,13.1585
GM-0.2_2,14.1809
GM-0.2_3,13.8186
GM+5_1,12.9894
GM+5_2,13.3065
GM+5_3,13.1322
GM+10_2,13.8146
GM+10_3,12.5888
GM+15_1,13.9818
GM+15_2,14.1695
GM+15_3,14.074000000000002
GM+25_1,14.6261
GM+25_2,15.0516
GM+25_3,13.5867
GM+45_1,14.2396
GM+45_2,13.0745
GM+45_3,12.6418
GM+60_1,14.2402
GM+60_2,13.1581
GM+60_3,12.6487
GM+90_1,13.856
GM+90_2,13.8815
GM+90_3,14.0857
GM+120_1,12.6573
GM+120_3,13.0381
GM+150_1,12.9803
GM+150_2,12.054
GM+150_3,13.4393
BT_1,11.3192
BT_2,11.2596
B36_1,11.0157
B36_2,11.187
B60_1,11.2486
B60_2,12.1358
S0_1,10.2133
S0_2,10.0352
S0_3,10.6797
S1_1,12.8887
S1_2,12.8618
S1_3,12.9488
S2_1,12.3109
S2_2,12.2447
S2_3,12.2781
S3_1,12.194
S3_2,13.9311
S4_1,12.4545
S4_2,11.9599
S4_3,12.3011
S5_1,11.6781
S5_2,11.9042
S5_3,12.2158
S6_1,9.3686
S6_2,7.5118
S6_3,10.7913
S6/t_1,9.93
S6/t_2,8.7603
S6_4,10.0677
S6_5,11.2047
S6_6,11.5769
S7_4,11.1964
S7_5,10.384
S7_6,10.6303
S8_4,10.2259
S8_5,9.8206
G135_1,8.4048
G135_3,7.6975
G150_1,8.0002
G150_2,7.902
G150_3,8.0072
G180_1,7.6349
G180_2,7.8541
G180_3,7.5126
T-5.40H_1,13.2798
T-4.40H_1,13.0281
T-3.40H_1,13.2568
T-2.40H_1,12.6613
T-1.40H_1,12.7837
T-1.10H_1,12.8489
T-0.40H_1,12.5455
T0.0H_1,12.4599
T0.30H_1,9.6727
T1.0H_1,10.9613
T1.30H_1,10.87
T2.0H_1,10.2133
T2.30H_1,10.91
T3.0H_1,11.0075
T3.30H_1,10.6573
T4.0H_1,10.674
T5.0H_1,10.7212
LBexp_1,8.6034
LBexp_2,10.4025
LBexp_3,9.6481
LBtran_1,11.5217
LBtran_2,10.5872
LBtran_3,9.8474
LBstat_1,11.3788
LBstat_2,10.8178
LBstat_3,10.3132
LBGexp_1,8.8548
LBGexp_2,8.3438
LBGexp_3,8.535
LBGtran_2,8.0853
LBGtran_3,9.7861
LBGstat_1,7.4877
LBGstat_2,7.5955
LBGstat_3,8.1568
Mt0_1,9.5749
Mt0_3,8.4201
M0t45_1,10.2438
M0t45_2,9.4287
M0t45_3,9.8609
M0t90_1,10.3932
M0t90_2,11.1546
M0t90_3,11.4564
M40t45_1,9.6725
