,A,GbuR
R2,,0.001042788846639997
xmin,,-2.299790533
xmid,,
xmax,,4.433088136
ystart,,0.07049871711435113
yend,,1.452539371162664
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.0717945729,-0.002288646
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.0717945729,0.002288646
AB569_EDTA_NaNO2:NaNO2:1,2.5449172621000002,1.9361362080000002
AB569_EDTA_NaNO2:NaNO2:2,2.7653947013,2.152300776
AB569_EDTA_NaNO2:EDTA:1,0.679944105,-0.982332964
AB569_EDTA_NaNO2:EDTA:2,1.0632491652,-0.9855821790000001
AB569_EDTA_NaNO2:EDTA:3,0.6402854313,-0.382227788
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.5265390011999997,1.5581929410000002
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.9116509374,1.784702126
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.2431993029,-0.024534457000000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.2431993029,0.024534457000000003
Anthranilate_metabolism_GntR_AntP:antP:1,0.2987344924,-0.654422281
Anthranilate_metabolism_GntR_AntP:antP:2,0.6479275901,-0.20393656500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.16343865600000002,-0.090416982
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.16343865600000002,0.090416982
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.58809692,-0.18916522500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.4461286639,0.17924303600000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.5084078024,-0.194354025
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.27878826570000004,-0.177033145
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.8467212357,-2.145197153
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.8652473619,-1.846409371
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.8628376498,-1.750183875
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-3.3883964292,-2.069266997
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.0454752464,0.023819673000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.5104780989000001,0.24183226200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.3062583393,0.648953385
Catabolise_Nucleic_Acids:L_asp:1,1.9884971905,0.26377083700000004
Catabolise_Nucleic_Acids:L_asp:2,-0.3613724145,0.037590085
Catabolise_Nucleic_Acids:DNA_1:1,-0.0952871675,0.23491373200000001
Catabolise_Nucleic_Acids:DNA_1:2,0.5151875076,-0.11092674300000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.4199003401,-0.123986989
Catabolite_repression:del_hfq_crc_wt:1,-0.0829274144,-0.062056516000000006
Catabolite_repression:del_hfq_crc_wt:2,0.0829274144,0.062056516000000006
Catabolite_repression:delHfq:1,3.3825245504,0.12287491900000001
Catabolite_repression:delHfq:2,3.4304631019,0.24717761700000002
Catabolite_repression:deldcrc:1,4.1481459111,0.6167614810000001
Catabolite_repression:deldcrc:2,4.8360294633,0.6815546020000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.1398437345,-0.09862981200000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.7336001090000001,-0.16736625
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.8734438434,0.26599606200000003
