,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.57695785995,0.0527413859437462,2.0,0.0,6.5396640683000005,5.0,6.6142516516
1,U01-Set001__USA300 LAC CA-MHB Control,6.99323438185,0.095713710928399,2.0,1.0,6.9255545678,6.0,7.0609141959
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.00636899875,0.12173060425974283,2.0,2.0,6.920292463,7.0,7.0924455345
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.0672171911,0.0041569230817831565,2.0,3.0,7.0642778026,8.0,7.0701565796
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.0450352943,0.002833728162863318,2.0,4.0,7.0470390427,9.0,7.0430315459
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.43166760125,0.010533303523835169,2.0,10.0,7.4391157716,29.0,7.4242194309
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.14072803825,0.15021905980276098,2.0,11.0,7.0345071224,30.0,7.2469489541
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.19788327845,0.044765994178252805,2.0,12.0,7.2295376165,31.0,7.1662289404
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.9597229117,0.0048936190290715335,2.0,13.0,6.9562626005,14.0,6.9631832229
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.1295775706,0.14139408411870816,2.0,15.0,7.2295582863,18.0,7.0295968549
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.1895051063,0.07443480772688889,2.0,16.0,7.136871749,19.0,7.2421384636
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.21936773705,0.058348991902985724,2.0,17.0,7.2606267049,20.0,7.1781087692
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,7.1031922405,0.08360813086927978,2.0,21.0,7.0440723642,24.0,7.1623121168
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,7.10091366975,0.023584636145075357,2.0,22.0,7.1175905259,25.0,7.0842368136
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,7.1167165401000005,0.030521500393172606,2.0,23.0,7.1382985,26.0,7.0951345802
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,6.6569857141,0.13677220834696738,2.0,27.0,6.7536982701,28.0,6.5602731581
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,7.21871239185,0.06264800087995917,2.0,32.0,7.2630112181,33.0,7.1744135656
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.2497471593,0.03573129896675981,2.0,34.0,7.2750130031,38.0,7.2244813155
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.11066495375,0.05384099200139884,2.0,35.0,7.1487362843,39.0,7.0725936232
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.974851855100001,0.07421940687930495,2.0,36.0,7.027332901,40.0,6.9223708092
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.059469824900001,0.07535172001969999,2.0,37.0,7.0061881127,41.0,7.1127515371
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.2214501595,0.028500275964237355,2.0,42.0,7.2012974211,45.0,7.2416028979
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,7.27106021905,0.006883853442661261,2.0,43.0,7.2759278385,46.0,7.2661925996
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,7.3264243766,0.04598164119631343,2.0,44.0,7.3589383069,47.0,7.2939104463
24,U01-Set003__USA300 TCH1516 CA-MHB Control,6.515890145849999,0.20019810871061833,2.0,48.0,6.3743287056,52.0,6.6574515861
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,6.57164458305,0.01386785038823291,2.0,49.0,6.561838532,53.0,6.5814506341
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,6.6495871201500005,0.11271937926582098,2.0,50.0,6.7292917576,54.0,6.5698824827
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,6.58127467015,0.03831671788599647,2.0,51.0,6.6083686812,55.0,6.5541806591
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,7.37910252115,0.022494069033406523,2.0,56.0,7.3631968124,57.0,7.3950082299
