k,name,in_iM,gene_weight,regulator,function,category
167,UC-2,True,0.0638251702724319,,Unknown,Unknown
196,Glyoxylate,False,-0.0269572019973732,Crp+ArcA+ppGpp+Cra+IclR+IHF,Glyxoylate cycle; alternate to TCA cycle,Energy Metabolism
99,yjjZ,False,-0.0265699485400065,,Unknown,Unknown
73,trxC Del,False,0.022879267303974,,Unknown,Unknown
7,Sialic Acid,False,-0.0191211687491508,Crp+NanR,N-acetyl-neuraminic acid (or sialic acid) transport and metabolism,Carbon Metabolism
21,Nucleoside,False,0.0175919328521398,Crp+CytR,Transport and utilization of ribonucleosides and deoxyribonucleosides,Nucleotide Metabolism
192,crp KO-2,False,0.016456903503184,,crp KO and associated glycerol-3-phosphate (GlpR) regulatory changes,Carbon Metabolism
79,Isc System,False,0.0163923426524548,ryhB/IscR,Iron-sulfur cluster biogenesis and insertion,Cofactor Metabolism
200,UC-8,False,-0.0142911816591341,,Unknown,Unknown
109,Flagella,False,-0.013856830740856,,Flagellar biosynthesis,Extracellular Structures
90,Leu/Val/Ile,False,0.0132145731245823,Lrp+IHF+Ile-tRNA+Leu-tRNA+Val-tRNA+ppGpp,Branched-chain amino acid biosynthesis,Amino Acid Metabolism
176,Suf System,False,0.012706833896758,NsrR+IHF+IscR+OxyR+Fur+ppGpp,Iron-sulfur cluster biosynthesis and insertion,Metal Homeostasis
199,Ile/Val,False,-0.0123623274036843,,Isoleucine and valine biosynthesis,Amino Acid Metabolism
169,NrdR,False,-0.0121407324352869,NrdR,Ribonucleoside reduction,Nucleotide Metabolism
187,entC/ubiC KO-2,False,0.0120763456126701,,entC/ubiC KO and compensatory sad up-regulation,Energy Metabolism
10,Nucleotide Stress,False,-0.012071123116319,,DNA repair; stringent response signaling via ppGpp; ribosomal biogenesis and stability,DNA Damage
177,PlaR,False,-0.0119992176147194,PlaR+RpoE+Crp+IHF,Plant-derived sugars transport and catabolism,Carbon Metabolism
54,Fur-1,False,-0.0118996477933037,Fur,"Iron sensing and uptake, enterobactin biosynthesis, iron-sulfur cluster activation, iron sequestration",Metal Homeostasis
168,ydfB,False,-0.0117100372644155,,Unknown,Unknown
162,Propionate,False,0.0116847266701114,PrpR+RpoN+Cra+Crp,Propionate catabolism; 2-methylcitric acid cycle,Carbon Metabolism
198,Acetate,False,0.0114314565649523,,Acetate uptake and catabolism; aldehyde catabolism; acetate/ethanol detoxification at stationary phase,Carbon Metabolism
95,Ribose,False,0.0112573667386976,dsrA+Crp+RbsR,Ribose transport and catabolism,Carbon Metabolism
91,NDH-1,False,0.0110465084049808,NarL+ArcA+IHF+Fnr+Fis+ryhB,"NADH:ubiquinone oxidoreductase I: electron transfer from NADH to quinone pool, proton electrochemical gradient generation for aerobic and anaerobic respiration",Energy Metabolism
28,ldrA,False,-0.0104885397359591,,Unknown,Unknown
36,cydB/appC KO,False,-0.0100830734537966,,cydB/appC KO and compensatory regulatory changes,Energy Metabolism
6,Glutamine,False,-0.0100629241607383,NtrC,Glutamine transport and synthesis,Nitrogen Metabolism
49,BasR,False,0.0099649087493876,BasR,Lipid A modification and polymixin resistance in the presence of excess iron,Extracellular Structures
130,ldrD,False,-0.0098152231302797,,Unknown,Unknown
83,yafF,False,0.0097828927847763,,Unknown,Unknown
151,IS5,False,0.0097817703280027,,IS5 transcripts,Unknown
102,Thr/Ser-1,False,0.0097728321731632,TdcA+TdcR+IHF+Fnr+Crp,Threonine/serine transport and catabolism during anaerobiosis,Amino Acid Metabolism
59,Magnesium,False,-0.0097319708928158,PhoP,Magnesium sensing and transport; magnesium-limitation response,Metal Homeostasis
34,Acid Shock RNA,False,0.0091362424772103,,Very low pH-responsive acid shock polypeptide,Acid Stress
179,Maltose,False,-0.0090139663598347,MalT,Maltose transport and catabolism,Carbon Metabolism
18,Methionine,False,-0.0090073259381331,MetJ,Methionine transport and biosynthesis,Amino Acid Metabolism
140,ytiC,False,0.0087239406018409,,Unknown,Unknown
71,ymgI,False,0.0086745712658679,,Unknown,Unknown
126,Thiamine-1,False,-0.0085323148821351,Thiamine diphosphate,Thiamine uptake and biosynthesis,Cofactor Metabolism
183,DhaR,False,0.0084062358127677,DhaR,Dihydroxyacetone transport and catabolism; phosphotransferase activity for DhaM phosphorylation,Carbon Metabolism
92,Crp-1,False,-0.008372056579596,Crp,Miscellaneous carbon source metabolism,Carbon Metabolism
150,Nickel/Cobalt,False,-0.0083207983050182,RcnR,Nickel and cobalt resistance via efflux,Metal Homeostasis
154,sdh KO,False,0.0082938230310029,,sdh KO,Carbon Metabolism
133,malE OE,False,0.0082884617865432,,Accounts for malE plasmid overexpression,Carbon Metabolism
66,nquinone ALE 3,False,-0.008283662117602,,ubiC KO and associated adaptive regulatory changes,Energy Metabolism
137,Phosphate-2,False,-0.0081042157745162,PhoB,"Inorganic phosphate sensing, transport, and production",Phosphate Metabolism
56,Sulfate,False,0.0080437113599112,Cbl+CysB,Cysteine transport and biosynthesis; aliphatic sulfonate utilization and homeostatic response to sulfate starvation,Amino Acid Metabolism
19,Sorbitol,False,0.0079545251620709,SrlR+GutM+Crp+H-NS,Sorbitol transport and catabolism,Carbon Metabolism
170,Purine,False,-0.0077642484168654,PurR+ppGpp,Purine transport and biosynthesis,Nucleotide Metabolism
135,Cysteine-1,False,-0.0077375261684934,CysB,"Cysteine biosynthesis, sulfate assimilation",Amino Acid Metabolism
8,yqhI,False,-0.0077106460726101,,Unknown,Unknown
117,Fnr-3,False,0.0076522547484912,Fnr,Anaerobic growth,Energy Metabolism
58,Fur-2,False,0.0075916284399147,Fur,"Iron sensing and uptake, enterobactin biosynthesis, iron-sulfur cluster activation, iron sequestration",Metal Homeostasis
42,Biotin,False,-0.0075835836480085,BirA,Biotin biosynthesis,Cofactor Metabolism
142,UC-5,False,-0.007531739664359,,Unknown,Unknown
88,Nitrogen,False,-0.0074027914909163,Nac,Nitrogen metabolism under nitrogen limitation,Nitrogen Metabolism
107,ypjJ,False,0.0073852173257477,,Unknown,Unknown
195,Phage Shock,False,-0.0072274386162119,RpoN+IHF+PspF,Phage shock response; response to filamentous phage infection and/or extracytoplasmic shock,Phage Shock
175,Hot TALE 16,False,0.007195631612215,,Regulatory changes under high temperature,Unknown
