,name,x,y,cog,color,link
meta,start,0.132,,,,
PP_0001,parB,147,0.0006779276226857,"Replication, recombination and repair",#1e90ff,
PP_0002,parA,1029,0.0015092313739604,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839,0.000924046167001,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0004,trmF,2486,0.0037710783118814,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0005,trmE,5012,-0.0032194595892283,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0006,oxaA,6471,-0.0019555616612151,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PP_0007,yidD,8156,0.0055857280739383,Function unknown,#0000ff,
PP_0008,rnpA,8394,0.0036427387067773,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0009,rpmH,8812,0.0128905910990032,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0010,dnaA,9542,0.0042826187961875,Nucleotide transport and metabolism,#87ceeb,
PP_0011,dnaN,11103,0.0050457009924247,"Replication, recombination and repair",#1e90ff,
PP_0012,recF,12222,-0.0023310203160683,"Replication, recombination and repair",#1e90ff,
PP_0013,gyrB,13330,0.0018216711802594,"Replication, recombination and repair",#1e90ff,
PP_5421,PP_5421,16589,-0.0012319313028968,"Replication, recombination and repair",#1e90ff,
PP_0014,PP_0014,17208,0.0061983447951808,"Replication, recombination and repair",#1e90ff,
PP_0015,PP_0015,19163,0.0020519978526769,Function unknown,#0000ff,
PP_0016,PP_0016,20198,-0.0026798278118121,Function unknown,#0000ff,
PP_0017,PP_0017,22171,0.009931627797931,No COG annotation,#00bfbf,
PP_0018,PP_0018,23176,0.0045781785687633,No COG annotation,#00bfbf,
PP_0019,PP_0019,24000,0.0020731928248097,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695,-0.0008389806540688,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881,0.0043315707341578,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989,-0.0644262641658273,No COG annotation,#00bfbf,
PP_0023,PP_0023,27599,0.0201712278440785,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850,0.0091083899006624,Function unknown,#0000ff,
PP_0025,PP_0025,29990,-0.0104358357041748,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431,0.0140979489377661,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404,-1.978287373491371e-05,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877,0.0091856399235279,Function unknown,#0000ff,
PP_5422,PP_5422,32402,0.0198383611987213,No COG annotation,#00bfbf,
PP_0029,czcR-I,32893,-0.0070942268688243,Transcription,#000000,
PP_0030,czrSA,33564,-0.0030773843452095,Signal transduction mechanisms,#f4a460,
PP_0031,PP_0031,35040,-0.021476493524842,No COG annotation,#00bfbf,
PP_0032,PP_0032,35894,0.0043330001071775,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198,0.0077057719890622,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646,-0.0086048293154447,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595,0.0271005307667079,Function unknown,#0000ff,
PP_0036,PP_0036,39272,0.0119204589848731,Transcription,#000000,
PP_0037,oprP,40469,0.0170546639432483,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057,-0.0036695150794577,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210,0.0091288446846806,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527,0.0007316911492606,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727,-0.0143908758970536,Function unknown,#0000ff,
PP_0043,czcA-I,46213,0.0056700258845626,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399,-0.0018091023119128,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718,0.0060521266096498,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394,-0.006622408318658,Function unknown,#0000ff,
PP_0047,czcR-II,54227,0.0110892443778019,Transcription,#000000,
PP_0048,PP_0048,55019,0.0034535632268999,No COG annotation,#00bfbf,
PP_5423,PP_5423,55444,0.0086793930451193,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161,0.0017636730648558,No COG annotation,#00bfbf,
PP_5424,PP_5424,57640,-0.0120972165110646,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777,0.0042490844826071,Function unknown,#0000ff,
PP_0051,PP_0051,59316,0.0117197884733147,Transcription,#000000,
PP_0052,PP_0052,60831,0.0132752662343708,Function unknown,#0000ff,
PP_0053,PP_0053,61756,0.0172422788864791,Function unknown,#0000ff,
PP_0054,PP_0054,62982,-0.0101957939872762,Function unknown,#0000ff,
PP_0055,PP_0055,63828,-0.002123892155958,Transcription,#000000,
PP_0056,betA-I,64943,0.0020637559981004,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693,0.0088019728080718,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487,0.0039305255968971,Lipid transport and metabolism,#87cefa,
PP_0059,gmhB,69319,0.0008825543924907,Amino acid transport and metabolism,#ff0000,
PP_0060,glyS,69850,0.0044416523237642,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0061,glyQ,71901,0.0026935292353776,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0062,tag,72932,0.0154847978487512,"Replication, recombination and repair",#1e90ff,
PP_0063,PP_0063,73525,0.0038069373593473,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510,-0.0086616327857146,Cell motility,#da70d6,
PP_0065,trkA,74836,0.0009827941001982,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233,0.0123318429780796,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0067,fmt,77540,0.0011711446349481,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0068,def-I,78533,0.0012696119194868,"Translation, ribosomal structure and biogenesis",#daa520,
PP_0069,PP_0069,79246,-0.0145555229891048,"Replication, recombination and repair",#1e90ff,
PP_0070,tsaC,80386,0.0177964924952823,"Translation, ribosomal structure and biogenesis",#daa520,
PP_5425,PP_5425,81077,0.0129679195848899,No COG annotation,#00bfbf,
PP_0071,PP_0071,81691,-0.0068209820170013,No COG annotation,#00bfbf,
PP_0072,qor-I,82151,0.0029218418494608,Energy production and conversion,#708090,
PP_0073,hemF,83261,-0.0028466600785874,Coenzyme transport and metabolism,#d3d3d3,
PP_0074,aroE,84198,-0.0001278760982738,Amino acid transport and metabolism,#ff0000,
PP_0075,PP_0075,85152,-0.0114478445710707,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862,0.0021824449492138,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800,0.0246480942241397,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426,0.0170094374303549,Transcription,#000000,
PP_0080,PP_0080,90447,-0.002104970593955,Function unknown,#0000ff,
PP_0081,PP_0081,91078,8.686093215791186e-05,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PP_0082,trpA,91570,-0.0018011690568393,Amino acid transport and metabolism,#ff0000,
PP_0083,trpB,92376,0.0017788495703433,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704,-0.0148374725356527,Transcription,#000000,
PP_0085,PP_0085,94597,-0.010373895215147,Function unknown,#0000ff,
PP_0086,PP_0086,95071,-0.0001105823353917,Function unknown,#0000ff,
PP_0087,PP_0087,95345,0.0033212058367963,Function unknown,#0000ff,
PP_0088,PP_0088,95680,-0.0019245545502378,Energy production and conversion,#708090,
PP_0089,osmC,96837,-0.0015298868424757,"Post-translational modification, protein turnover, and chaperones",#add8e6,
PP_0090,PP_0090,97275,-0.0008767795126522,Function unknown,#0000ff,
PP_0091,PP_0091,97607,0.0032226303920987,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076,-5.125914461635888e-05,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575,-0.0029969599919484,Function unknown,#0000ff,
PP_0094,PP_0094,99758,-0.0080523795403284,Function unknown,#0000ff,
PP_0095,yrdA,100530,0.0189926320213906,Function unknown,#0000ff,
PP_0096,prlC,101181,0.0015806682174716,Amino acid transport and metabolism,#ff0000,
PP_0097,PP_0097,103229,0.0090882398609087,Function unknown,#0000ff,
PP_0098,PP_0098,103529,-0.0137417762483151,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842,0.0058373461387489,"Replication, recombination and repair",#1e90ff,
PP_0100,cynT,105207,-0.0052305550789603,Inorganic ion transport and metabolism,#8b4513,
PP_0101,PP_0101,106134,-0.0122295456813763,Inorganic ion transport and metabolism,#8b4513,
PP_5426,PP_5426,107799,0.0010818381910013,No COG annotation,#00bfbf,
PP_0103,PP_0103,108810,-0.0068126355668015,Energy production and conversion,#708090,
PP_0104,ctaD,109981,0.007845727073019,Energy production and conversion,#708090,
PP_0105,PP_0105,111580,0.0001859706367316,"Post-translational modification, protein turnover, and chaperones",#add8e6,
PP_0106,PP_0106,112163,0.008636446989497,Energy production and conversion,#708090,
PP_5427,PP_5427,113082,-0.0207151160292759,Function unknown,#0000ff,
PP_0107,PP_0107,113337,0.0177651690069212,Function unknown,#0000ff,
PP_0108,PP_0108,114043,0.0013248730297432,Function unknown,#0000ff,
PP_0109,PP_0109,114634,0.0035444742200621,"Post-translational modification, protein turnover, and chaperones",#add8e6,
PP_0110,PP_0110,115698,-0.0049574910266959,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588,0.0030812473966883,Function unknown,#0000ff,
PP_0112,metQ,117314,0.002380856320412,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149,0.0039933261014693,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820,-0.0031431546518861,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055,0.0119728826513617,Energy production and conversion,#708090,
PP_0116,PP_0116,122251,-0.0022363909691834,No COG annotation,#00bfbf,
PP_0117,znuB,123085,-0.0128394885551142,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860,-0.0331023245294055,Inorganic ion transport and metabolism,#8b4513,
PP_0119,zur,124630,-0.0250274790782889,Transcription,#000000,
PP_0120,PP_0120,125182,-0.0070327615313056,Inorganic ion transport and metabolism,#8b4513,
PP_0121,thrB,126140,-0.0023882444438978,Nucleotide transport and metabolism,#87ceeb,
PP_0122,PP_0122,127160,0.0012251778457722,Function unknown,#0000ff,
PP_0123,polA,127523,0.0011445615546783,"Replication, recombination and repair",#1e90ff,
PP_0124,engB,130641,-0.0157721929144071,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0125,PP_0125,131475,-0.0079630494911393,Energy production and conversion,#708090,
PP_0126,cc,131809,-0.0154666910483939,Energy production and conversion,#708090,
PP_0127,dsbA,132578,-0.0020844537256903,"Post-translational modification, protein turnover, and chaperones",#add8e6,
PP_0128,PP_0128,133223,-0.0025254896216589,"Replication, recombination and repair",#1e90ff,
PP_0129,PP_0129,134105,0.0116520182320444,Signal transduction mechanisms,#f4a460,
PP_0130,amiD,136116,-0.0046131810431238,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100,0.0007285151092076,Signal transduction mechanisms,#f4a460,
PP_0132,kinB,138722,0.0046101286808992,Signal transduction mechanisms,#f4a460,
