,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,1.0150624984752377,2.0,0.0,0.717757576,1.0,-0.717757576,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-5.6556582085,0.6981437424084933,2.0,2.0,-5.161996034,3.0,-6.149320383,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-5.587874981,0.418205859728529,3.0,4.0,-5.925054863,5.0,-5.718665127,6.0,-5.119904953,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-6.4647247685,0.02145189935040131,2.0,7.0,-6.479893552,8.0,-6.449555985,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.4182995664440775,2.0,9.0,-0.29578246,10.0,0.29578246,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.26236723200000006,0.42187553554418566,2.0,11.0,-0.03594382,12.0,0.5606782840000001,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.07365856951986885,2.0,13.0,0.052084474000000006,14.0,-0.052084474000000006,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.20477949150000002,0.42616955880955887,4.0,15.0,-0.8064318960000001,16.0,-0.17034316900000002,17.0,-0.023208112000000003,18.0,0.180865211,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-2.733781726,0.7264217791094452,4.0,19.0,-2.8670059930000003,20.0,-1.847380624,21.0,-3.608352328,22.0,-2.6123879590000003,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.03388768700000001,0.24151492541418204,3.0,23.0,0.21145771900000002,24.0,-0.241126011,25.0,0.131331353,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.5155253346436655,2.0,26.0,-0.36453146000000003,27.0,0.36453146000000003,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-2.131368686,1.4256010815063274,2.0,28.0,-3.139420878,29.0,-1.123316494,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-1.0418148875000002,0.08348900063005531,2.0,30.0,-1.100850526,31.0,-0.982779249,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.7772489143404299,2.0,32.0,-0.549597978,33.0,0.549597978,,,,,,,,,,,,
14,Catabolite_repression__delHfq,8.563162771,0.29576018157974104,2.0,34.0,8.354028741,35.0,8.772296801,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,13.76213283,0.2389872710829197,2.0,36.0,13.93112235,37.0,13.59314331,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,2.3129646346357427e-18,0.17858619173881282,3.0,38.0,-0.145083434,39.0,0.19945162900000002,40.0,-0.054368195,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-4.4537340746666665,1.367461152194508,3.0,41.0,-3.752853944,42.0,-6.029541548,43.0,-3.578806732,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.17168492543132974,2.0,44.0,0.12139957500000001,45.0,-0.12139957500000001,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.334513705,0.036109237924652135,2.0,46.0,0.30898061800000004,47.0,0.360046792,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.11201893,,1.0,48.0,-0.11201893,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-1.089335411,0.1219020030544149,2.0,49.0,-1.175533144,50.0,-1.003137678,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.056009465000000036,0.985892131921281,2.0,51.0,0.7531404770000001,52.0,-0.641121547,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.14452523333333336,0.6954855458037652,3.0,53.0,0.341696025,54.0,-0.9411625650000001,55.0,0.16589084,,,,,,,,,,
