,BSU__misc_RNA_11
LBexp_1,10.2414
LBexp_2,10.5954
LBexp_3,10.0025
LBtran_1,10.8997
LBtran_2,10.3623
LBtran_3,10.1951
LBstat_1,11.1789
LBstat_2,10.5643
LBstat_3,10.17
LBGexp_1,8.9083
LBGexp_2,10.9302
LBGexp_3,10.0867
LBGtran_2,10.1888
LBGtran_3,10.728
LBGstat_1,9.9562
LBGstat_2,9.6095
LBGstat_3,9.4067
S0_1,13.5021
S0_2,14.0067
S0_3,13.7967
S1_1,13.8964
S1_2,13.7418
S1_3,14.1248
S2_1,14.1753
S2_2,14.6066
S2_3,13.975200000000001
S3_1,14.4469
S3_2,14.8425
S4_1,14.786
S4_2,14.7514
S4_3,14.8977
S5_1,14.2634
S5_2,14.4204
S5_3,15.1583
S6_1,14.0287
S6_2,10.9303
S6_3,14.1688
S6/t_1,14.4365
S6/t_2,11.2103
S6_4,14.0035
S6_5,14.6289
S6_6,14.4325
S7_4,14.3951
S7_5,14.0465
S7_6,14.224
S8_4,14.0719
S8_5,12.0037
G135_1,8.4272
G135_3,7.8184000000000005
G150_1,8.4204
G150_2,8.4387
G150_3,8.132
G180_1,8.4372
G180_2,8.7299
G180_3,8.5326
C30_1,11.6474
C30_2,12.4215
C90_1,11.482
C90_2,11.6343
BI_1,12.0137
BI_2,11.7508
BC_2,13.6136
BC/t_1,13.9735
BC/t_2,14.049
BC_1,13.1287
Sw_1,14.2949
Sw_2,13.7613
BT_1,13.1661
BT_2,12.5697
B36_1,15.29
B36_2,15.0471
B60_1,15.3581
B60_2,15.9574
M9exp_1,15.2517
M9exp_2,14.9505
M9exp_3,14.7974
M9tran_1,13.9632
M9tran_2,13.6848
M9tran_3,14.2823
M9stat_1,13.0368
M9stat_2,13.2966
M9stat_3,13.4753
M+G_1,14.5131
M+G_2,14.2823
M+G_3,14.688
Glu_1,14.8783
Glu_2,14.7606
Glu_3,14.9993
Fru_1,14.878
Fru_2,14.2886
Fru_3,14.4471
Mal_1,13.9265
Mal_2,13.8193
Mal_3,14.4924
G+S_2,13.8544
G+S_3,14.1607
Pyr_1,13.8645
Pyr_2,14.3414
Pyr_3,14.1346
Gly_1,14.2681
Gly_2,15.1263
Gly_3,13.4338
Glucon_1,13.7853
Glucon_2,14.5365
Glucon_3,12.4645
aero_1,11.5334
aero_2,10.2858
aero_3,11.1616
nit_1,11.5274
nit_2,11.4741
nit_3,11.1177
ferm_1,11.0271
ferm_2,10.4786
ferm_3,11.5741
T-5.40H_1,15.1359
T-4.40H_1,14.994
T-3.40H_1,14.8026
T-2.40H_1,14.3307
T-1.40H_1,14.3397
T-1.10H_1,14.1681
T-0.40H_1,14.2378
T0.0H_1,13.794
T0.30H_1,13.9997
T1.0H_1,13.5605
T1.30H_1,12.792300000000001
T2.0H_1,11.405100000000001
T2.30H_1,12.004
T3.0H_1,11.3655
T3.30H_1,11.8626
T4.0H_1,11.663499999999999
T5.0H_1,11.0954
HPh_1,15.1054
HPh_2,14.7022
HPh_3,15.0513
LPh_1,14.9823
LPh_2,15.199
LPh_3,14.9068
LPhT_1,14.5208
LPhT_2,14.6296
LPhT_3,14.8581
SMMPr_1,13.9506
SMMPr_2,14.2448
SMMPr_3,14.2796
HiTm_1,14.5676
HiTm_2,14.5407
HiTm_3,14.615
LoTm_1,14.6964
LoTm_2,14.4328
LoTm_3,14.3572
HiOs_1,15.5632
HiOs_2,15.2443
HiOs_3,15.7742
BMM_1,15.2908
BMM_2,15.2467
BMM_3,14.0862
Heat_1,14.5922
Heat_2,14.2429
Heat_3,12.9757
Cold_1,14.5595
Cold_2,14.0089
Cold_3,12.4764
Etha_1,12.8132
Etha_2,12.1733
Etha_3,12.7943
SMM_1,14.8584
SMM_2,14.8236
SMM_3,14.8968
Salt_1,13.5272
Salt_2,13.1588
Salt_3,13.4993
Mt0_1,10.7798
Mt0_3,9.6534
M0t45_1,10.618
M0t45_2,10.3623
M0t45_3,10.0099
M0t90_1,10.2357
M0t90_2,11.3629
M0t90_3,10.8117
M40t45_1,9.3312
M40t45_2,10.7438
M40t45_3,9.956900000000001
M40t90_1,10.5192
M40t90_2,11.1907
M40t90_3,11.4329
dia0_1,10.2774
dia0_2,10.4091
dia0_3,10.6431
dia5_1,10.3012
dia5_2,10.4984
dia5_3,10.3418
dia15_1,9.7445
dia15_2,10.6299
dia15_3,10.5593
Diami_1,10.6114
Diami_2,10.2341
Diami_3,9.9735
Paraq_1,9.7238
Paraq_2,9.9719
Paraq_3,7.7822
H2O2_1,8.1241
H2O2_2,8.7332
H2O2_3,8.3613
Oxctl_1,9.0042
Oxctl_2,9.2221
Oxctl_3,9.8795
GM-0.1_1,14.0651
GM-0.2_1,14.1017
GM+5_1,14.2331
GM+15_1,14.4082
GM+25_1,15.8026
GM+45_1,15.1445
GM+60_1,15.0579
GM+90_1,15.0392
GM+120_1,12.9685
GM+150_1,14.1574
GM-0.1_2,15.4264
GM-0.2_2,15.193
GM+5_2,14.7188
GM+10_2,14.7089
GM+15_2,14.7693
GM+25_2,15.766
GM+45_2,14.4511
GM+60_2,14.229800000000001
GM+90_2,14.9709
GM+150_2,14.4835
GM-0.1_3,15.3265
GM-0.2_3,15.4668
GM+5_3,14.9979
GM+10_3,13.9602
GM+15_3,14.5373
GM+25_3,14.5703
GM+45_3,13.4822
GM+60_3,14.2105
GM+90_3,15.1827
GM+120_3,14.0756
GM+150_3,13.1969
MG-0.1_1,14.3958
MG+5_1,14.7766
MG+10_1,15.4338
MG+15_1,14.7973
MG+25_1,15.0844
MG+45_1,14.5016
MG+120_1,13.7936
MG+150_1,14.3151
MG-0.1_2,14.0241
MG-0.2_2,14.6747
MG+5_2,14.5001
MG+10_2,14.9106
MG+15_2,15.9667
MG+25_2,14.4469
MG+45_2,13.9772
MG+60_2,14.4532
MG+90_2,14.1382
MG+120_2,15.1799
MG-0.1_3,15.4262
MG-0.2_3,14.9958
MG+5_3,14.8551
MG+10_3,14.0116
MG+15_3,15.4709
MG+25_3,15.3167
MG+45_3,15.1993
MG+60_3,14.781600000000001
MG+90_3,15.3671
MG+120_3,14.6654
MG+150_3,15.0381
