,A,MexZ
R2,,0.17548526958105704
xmin,,-6.678396288
xmid,,
xmax,,2.981847523
ystart,,-5.079080546849874
yend,,2.370878908565992
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.271420624,-0.25002989999999997
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.271420624,0.25002989999999997
AB569_EDTA_NaNO2:NaNO2:1,-0.596466838,1.7284488150000001
AB569_EDTA_NaNO2:NaNO2:2,-0.647594862,1.82737849
AB569_EDTA_NaNO2:EDTA:1,0.486086707,-0.35405885
AB569_EDTA_NaNO2:EDTA:2,-0.471652173,-0.7496115360000001
AB569_EDTA_NaNO2:EDTA:3,0.19985638300000003,-0.457766549
AB569_EDTA_NaNO2:NaNO2_EDTA:1,0.057238277000000004,1.666497459
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.39688877300000003,1.582642115
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.097272251,-0.01991875
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.097272251,0.019918751000000002
Anthranilate_metabolism_GntR_AntP:antP:1,-0.037230113,-0.290302253
Anthranilate_metabolism_GntR_AntP:antP:2,-0.664061741,-0.09913211400000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.237640326,0.013981155
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.237640326,-0.013981155
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.9956382770000001,-0.15159688600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.570192763,0.47538496500000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.98697288,0.40812112300000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.160628926,0.45946979200000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.634302049,-1.5892156750000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.658655792,-1.3518428820000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.621447748,-1.301998618
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,1.791101881,-1.479279298
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.010036559,0.6805584530000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.593618573,0.402826638
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.6189642360000001,0.483889294
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.016406781000000002,0.14324266900000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.016406781000000002,-0.14324266800000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.84753859,0.34104782
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.835961673,-0.07925372700000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.5695745130000001,-0.31398317800000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.23347434800000003,-0.32440897
Catabolite_repression:del_hfq_crc_wt:1,-0.341092808,-0.15979549999999998
Catabolite_repression:del_hfq_crc_wt:2,0.341092808,0.159795499
Catabolite_repression:delHfq:1,0.004971288,-0.657662846
Catabolite_repression:delHfq:2,0.015339639,-0.602960276
Catabolite_repression:deldcrc:1,-0.11801694300000001,-0.084076308
Catabolite_repression:deldcrc:2,-0.5051185,-0.271105498
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.203395382,-0.06059397800000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.300632642,0.018657416
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.504028024,0.041936563
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.454598493,1.071778388
Diallyl_disulphide_treatment:PAO1_DDS:2,-2.7357671960000003,1.505210219
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.868295465,1.501268062
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.189344127,-0.137980559
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.189344127,0.137980559
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.744862604,0.10871375700000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.273332927,0.311804413
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.010420156,-0.879291986
HapZ_SagS_mutant:delHapZp:1,-0.40260095300000004,-0.552739027
HapZ_SagS_mutant:delHapZp:2,-0.9144401430000001,-0.853569106
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.13448088600000002,1.685264525
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.144901041,-0.8059725400000001
HapZ_SagS_mutants:delHApZ:1,0.6386606330000001,-0.776338594
HapZ_SagS_mutants:delHApZ:2,-0.304023229,-0.41277482400000004
HapZ_SagS_mutants:delHApZ:3,0.20189720100000003,-0.26965885700000003
HapZ_SagS_mutants:delSagS:1,-0.275336933,-0.789057411
HapZ_SagS_mutants:delSagS:2,-0.171600629,-1.160199363
HapZ_SagS_mutants:delSagS:3,-0.26470818,0.816823311
HapZ_SagS_mutants:delHapZp:1,-0.25839802700000003,-0.44044426200000003
yhjH_knockout:PA_delyhjH_wt:1,-0.147052607,-0.303393839
yhjH_knockout:PA_delyhjH_wt:2,0.147052607,0.303393839
yhjH_knockout:PA_delyhjH:1,0.9049954440000001,1.516819618
yhjH_knockout:PA_delyhjH:2,0.723524818,1.260564481
yhjH_knockout:PA_delwspF:1,-1.491820468,-0.19168099100000002
yhjH_knockout:PA_delwspF:2,-0.09709914700000001,0.626125506
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,3.232768075,-0.308543106
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,2.061387719,-0.79107866
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,3.02546221,-0.46062199800000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,2.689932793,-0.610358442
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.403322161,0.14072257400000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.187433492,-0.058265558
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.18722766700000001,-0.045272626
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.028661002,-0.037184389000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,2.779175984,0.49475809200000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,2.986243715,0.571502112
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.391662177,0.128327299
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.193058257,-0.07065515700000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.19860392000000002,-0.057672141
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.650013676,-0.393302553
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,2.361262421,0.772572083
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,2.009375674,0.726869265
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.650013676,0.393302552
Lung_infection_transcriptome:PA01_LS1:1,-0.050263958000000004,-1.750665691
Lung_infection_transcriptome:PA01_LS1:2,-0.07276205100000001,-1.682680913
Lung_infection_transcriptome:PA01_CS1:1,0.12084910300000001,-0.10073132700000001
Lung_infection_transcriptome:PA01_CS1:2,-0.12084910300000001,0.10073132700000001
Testosterone_treatment:Testosterone_Control:1,-0.366584203,-0.17072878200000002
Testosterone_treatment:Testosterone_Control:2,0.366584203,0.17072878300000002
Testosterone_treatment:Testosterone_2.5:1,-1.011296474,-0.43072779
Testosterone_treatment:Testosterone_2.5:2,0.271782517,0.353871419
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,0.9536871910000001,0.07001660200000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,0.7448290240000001,-0.312642753
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-0.014010148,0.414615214
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,0.114570634,-0.711581365
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-0.9663122350000001,-0.15828772100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-1.097744633,-0.155535378
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.992575147,0.181649536
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.213090594,0.18903513400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.1668319010000001,0.23763768400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.546255542,-0.47064165500000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.3042883889999999,0.079798914
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.521953711,-0.21747961000000002
Dispersed_cells:PAO1_dispersed_wt:1,-0.42617549800000004,-0.305761532
Dispersed_cells:PAO1_dispersed_wt:2,0.42617549800000004,0.305761532
Dispersed_cells:PyhjH_dispersed:1,-0.389116983,0.139631205
Dispersed_cells:PyhjH_dispersed:2,-0.3664648,0.44932873500000003
Dispersed_cells:PA01_Planktonic:1,1.095762635,0.418577423
Dispersed_cells:PA01_Planktonic:2,0.799812073,0.23377634700000002
Dispersed_cells:PAO1_Biofilm:1,-1.034295221,0.642158911
Dispersed_cells:PAO1_Biofilm:2,0.5935720050000001,0.5811438870000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.477983059,-0.11486783900000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.9706939210000001,-0.31047039600000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.8182851830000001,-0.181593936
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.043599723,0.06603328600000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.103990468,0.12761228900000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.147590191,-0.19364557500000001
gcsR_mutant:PAO1_rep_wt:1,0.47254585200000004,0.24102255600000003
gcsR_mutant:PAO1_rep_wt:2,-0.47254585200000004,-0.24102255600000003
gcsR_mutant:GcsR_rep:1,-1.239431274,0.21995493700000002
gcsR_mutant:GcsR_rep:2,0.328550065,0.49371086300000006
ampC_mutation:PA_Cef_taz_wt:1,0.695669878,0.10577117500000001
ampC_mutation:PA_mutS_Cef_taz:1,-0.19547498,-0.404088092
ampC_mutation:PA_mutS:1,0.819532082,-0.07979109100000001
ampC_mutation:PA_mutS:2,-1.4649321020000001,0.15892377
ampC_mutation:PA_mutS:3,1.023849773,-0.150898273
ampC_mutation:PA_Cef_taz_wt:2,-0.695669878,-0.10577117500000001
ampC_mutation:PA_mutS_Cef_taz:2,-0.30736803900000004,0.005091291
ampC_mutation:PA_mutS:4,0.5497085770000001,-0.026378136
ampC_mutation:PA_mutS:5,-1.340538215,0.047980148
ampC_mutation:PA_mutS:6,-0.18729631600000002,-0.21231823100000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.239290605,1.334858566
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.862587435,1.589393871
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-1.474269037,0.664121249
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.250944589,0.275402743
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.8135668690000001,-1.3042559040000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,1.275135484,-0.8319081690000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.013175685,-0.7880883660000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.8418677590000001,-0.473292939
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,1.092031276,-0.34147334500000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,0.07331372500000001,-1.847852261
n-alkanes_treatment:PA_alkane:1,1.863603034,0.30715974900000004
n-alkanes_treatment:PA_alkane:2,2.140105384,0.172228562
