,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.3587588759569178,2.0,0.0,-0.253680834,1.0,0.253680834,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,3.295957813,0.2834480255777995,2.0,2.0,3.496385834,3.0,3.095529792,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-0.8493829000000002,1.186873018154514,3.0,4.0,0.412002702,5.0,-1.944131014,6.0,-1.016020388,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,2.7987554575,0.06416171320528007,2.0,7.0,2.753386275,8.0,2.84412464,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.201712917758557,2.0,9.0,0.142632572,10.0,-0.142632572,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.344574318,1.3239618794619057,2.0,11.0,1.280756741,12.0,-0.591608105,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.38550344622997657,2.0,13.0,-0.27259210100000003,14.0,0.27259210100000003,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.10523281474999997,0.9944604349264583,4.0,15.0,1.383699886,16.0,0.354770721,17.0,-0.8853837130000001,18.0,-0.43215563500000004,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-0.16780723250000001,0.2292837094284664,4.0,19.0,-0.11085006900000001,20.0,0.011865596,21.0,-0.5031357510000001,22.0,-0.069108706,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.06807025200000001,0.3889541698486931,3.0,23.0,-0.3680811,24.0,0.19333243300000003,25.0,0.378959423,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.444869475685329,2.0,26.0,-0.31457022300000004,27.0,0.31457022300000004,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,3.2569648884999998,0.6554364543390371,2.0,28.0,3.72042845,29.0,2.793501327,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,1.3011712735,0.4701205678471638,2.0,30.0,1.633596715,31.0,0.9687458320000001,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.11170633927093038,2.0,32.0,-0.07898831,33.0,0.07898831,,,,,,,,,,,,
14,Catabolite_repression__delHfq,0.9151642045000001,0.057099723230271515,2.0,34.0,0.874788603,35.0,0.9555398060000001,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,3.1214421994999997,0.044851820607321985,2.0,36.0,3.089727173,37.0,3.153157226,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-3.33333360913457e-10,0.4905581724507852,3.0,38.0,0.29020996,39.0,0.276179905,40.0,-0.5663898660000001,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-2.2445734733333333,0.35922453772454144,3.0,41.0,-2.6042322440000003,42.0,-1.885784749,43.0,-2.243703427,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,1.4295666749281504,2.0,44.0,1.01085629,45.0,-1.01085629,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.47842343,0.21362139922704185,2.0,46.0,-0.62947657,47.0,-0.32737029,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.021639809000000003,,1.0,48.0,-0.021639809000000003,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-0.839018268,0.18510967576970286,2.0,49.0,-0.9699105750000001,50.0,-0.708125961,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.010819904500000033,0.7542454218937796,2.0,51.0,0.5441519570000001,52.0,-0.522512148,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.096649415,0.12726589589839085,3.0,53.0,-0.074475488,54.0,0.018072389,55.0,-0.233545146,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,-1.107001342,0.5769957514663235,3.0,56.0,-1.145724409,57.0,-1.6636601990000002,58.0,-0.511619418,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,0.180472398,,1.0,59.0,0.180472398,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.4143979053747685,2.0,60.0,0.29302356900000004,61.0,-0.29302356900000004,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,4.0717415125,0.24341632420944226,2.0,62.0,3.8996201790000002,63.0,4.243862846,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,1.0759301225,0.28899291300402485,2.0,64.0,1.280278971,65.0,0.8715812740000001,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,2.31028439575,0.3111358260044056,4.0,66.0,1.9869025790000001,67.0,2.588564618,68.0,2.101120122,69.0,2.564550264,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,0.0,0.4485312943576533,4.0,70.0,-0.6717016920000001,71.0,0.22399711600000002,72.0,0.255184391,73.0,0.192520185,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,1.72276322,0.045560388978225515,2.0,74.0,1.7549792800000001,75.0,1.69054716,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,0.0,0.5360522300879609,3.0,76.0,-0.618927541,77.0,0.302498311,78.0,0.31642923,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,0.6881067286379698,2.0,79.0,0.486564934,82.0,-0.486564934,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,-0.857791382,0.10816186470685622,2.0,80.0,-0.7813093940000001,81.0,-0.93427337,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,2.674958909,1.1477092167581655,2.0,83.0,3.486511879,84.0,1.8634059390000002,,,,,,,,,,,,
36,Lung_infection_transcriptome__PA01_CS1,0.0,2.381091352531964,2.0,85.0,-1.683685842,86.0,1.683685842,,,,,,,,,,,,
37,Testosterone_treatment__Testosterone_Control,0.0,1.467239572019166,2.0,87.0,1.037495051,88.0,-1.037495051,,,,,,,,,,,,
