,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.8575422102196296,2.0,0.0,0.606373912,1.0,-0.606373912,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,5.702485049,0.10017522654942884,2.0,2.0,5.631650467,3.0,5.773319631,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,2.1523762630000003,0.04509317307554349,3.0,4.0,2.100349403,5.0,2.180205908,6.0,2.176573478,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,6.342671323,0.5568161407521948,2.0,7.0,5.948942854,8.0,6.736399792,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.4496725734498574,2.0,9.0,-0.317966526,10.0,0.317966526,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,2.785605411,0.8364704875372402,2.0,11.0,2.194131457,12.0,3.377079365,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.4461361896015737,2.0,13.0,-0.31546592500000004,14.0,0.31546592500000004,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.6514923400000001,2.2678436667854127,4.0,15.0,3.655389496,16.0,0.975200064,17.0,-1.630647693,18.0,-0.393972507,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-2.401388398,0.16064016632473493,4.0,19.0,-2.476574964,20.0,-2.346598049,21.0,-2.576329135,22.0,-2.206051444,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,1.216654818,1.3667570719174558,3.0,23.0,-0.23408593300000002,24.0,1.403937516,25.0,2.480112871,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.3103281100370456,2.0,26.0,0.21943511100000002,27.0,-0.21943511100000002,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,1.4376989525,0.2006280964551707,2.0,28.0,1.295833465,29.0,1.57956444,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,2.5254777985,0.4832645062837378,2.0,30.0,2.183758189,31.0,2.867197408,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.6985903772144418,2.0,32.0,-0.493977993,33.0,0.493977993,,,,,,,,,,,,
14,Catabolite_repression__delHfq,7.2812274395,0.41493746956811395,2.0,34.0,6.987822341,35.0,7.574632538,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,10.661941035,0.7435504070795961,2.0,36.0,11.18771057,37.0,10.1361715,,,,,,,,,,,,
