,A,kdpE
R2,,0.11728750826894041
xmin,,-3.8360581389
xmid,,-0.009021235128853404
xmax,,3.9308560995
ystart,,0.3461642380305292
yend,,8.24620143863467
2AA:WT:1.0,0.0497615646,0.1113109027
2AA:WT:2.0,0.09250444000000001,-0.1087036963
2AA:WT:3.0,-1.2217208009,0.2268763306
2AA:WT:4.0,1.0794547963,-0.2294835369
2AA:del_ridA:1.0,-0.6590804194000001,0.33636373080000004
2AA:del_ridA:2.0,-0.7117194047000001,0.08714218900000001
2AA:del_ridA:3.0,-0.44114052460000003,0.10332497560000001
2AA:del_ridA:4.0,-0.2969488759,0.2685532389
GC_MS:WT:1.0,-0.05686662,0.15981373340000002
GC_MS:WT:2.0,0.1411979627,-0.0459699322
GC_MS:WT:3.0,-0.0843313428,-0.11384380120000001
GC_MS:del_slyA:1.0,0.3720806452,-0.056076570400000005
GC_MS:del_slyA:2.0,0.9843196058,0.0401229769
Rho:WT:1.0,0.1206719376,0.2057000522
Rho:WT:2.0,0.2403322303,-0.2290080761
Rho:WT:3.0,-0.361004168,0.0233080238
Rho:rho_Y80C:1.0,1.9422825764,0.474979378
Rho:rho_Y80C:2.0,1.1259127043000001,0.1741228862
Rho:rho_Y80C:3.0,0.9353289751,0.2165786861
Rho:rho_K130Q:1.0,0.5008728855,0.0034561986
Rho:rho_K130Q:2.0,0.4078666738,0.121258324
Rho:rho_K130Q:3.0,0.5577701045,0.3867119176
flagella:WT:1.0,-1.3684028664,0.1633294801
flagella:WT:2.0,1.3684028664,-0.1633294801
flagella:del_rfaL:1.0,0.0326182308,-0.0215217241
flagella:del_rfaL:2.0,1.3859706702,-0.34608432650000004
flagella:del_rfaG:1.0,1.4960304303,0.31036811870000003
flagella:del_rfaG:2.0,1.7181427172000001,0.4645234419
flagella:del_rfaD:1.0,0.488603673,0.7120782112
flagella:del_rfaD:2.0,1.5198646756,0.4853658166
nusG:WT_OD08:1.0,-0.5214138745,-0.0799278105
nusG:WT_OD08:2.0,0.5214138745,0.0799278105
omv:spi2_ind_lowOD_intracellularRNAs:1.0,9.7964036446,2.4802661089
omv:spi2_ind_lowOD_intracellularRNAs:2.0,12.1533301078,2.0257070205
omv:spi2_ind_highOD_intracellularRNAs:1.0,12.0940729393,1.2102494078000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,0.7553957461,0.23781689890000002
omv:spi2_ind_highOD_intracellularRNAs:2.0,11.9154168166,1.8967991703
omv:spi2_ind_highOD_intracellularRNAs:3.0,10.7899771286,1.3123813546
omv:controlPCN_highOD_intracellularRNAs:1.0,4.6260846542,0.9830319457000001
omv:controlPCN_highOD_intracellularRNAs:2.0,4.1947878118,1.038322691
omv:controlPCN_highOD_intracellularRNAs:3.0,4.6486793388,0.7885155166000001
omv:spi1_ind_highOD_intracellularRNAs:2.0,0.48533512300000003,-0.09563040610000001
omv:spi1_ind_highOD_intracellularRNAs:3.0,0.5675422309,-0.023971514500000003
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.1149951686,0.1655647473
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.1138899015,-0.1728600395
