,name,x,y,cog,color,link
meta,start,0.13454006460108633,,,,
STM0002,thrA,337,-0.032819312,Amino acid transport and metabolism,#ff0000,
STM0003,thrB,2801,-0.0492371271,Nucleotide transport and metabolism,#00bfbf,
STM0004,thrC,3734,-0.0318694067,Amino acid transport and metabolism,#ff0000,
STM0005,yaaA,5114,-0.0103279183,Function unknown,#708090,
STM0006,yaaJ,5966,0.0082449904,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
STM0007,talB,7665,0.0055714171,Nucleotide transport and metabolism,#00bfbf,
STM0008,mog,8729,0.0015607232,Coenzyme transport and metabolism,#008000,
STM0009,yaaH,9376,0.0107695472,Function unknown,#708090,
STM0010,htgA,10092,-0.0028828799,Function unknown,#708090,
STM0011,yaaI,10841,-0.0308314358,Function unknown,#708090,
STM0012,dnaK,11593,-0.0052902128,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
STM0013,dnaJ,13595,-0.0185261988,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
STM0014,STM0014,15014,-0.009505648200000001,Transcription,#f4a460,
STM0015,STM0015,16088,0.0129819969,Function unknown,#708090,
STM0016,STM0016,16493,-0.0178062959,Function unknown,#708090,
STM0017,STM0017,17043,-0.028886443100000003,Transcription,#f4a460,
STM0018,STM0018,17867,0.0018173515,Carbohydrate transport and metabolism,#ffc0cb,
STM0019,STM0019,20058,0.0043051782,Function unknown,#708090,
STM0020,STM0020,23335,-0.0299177844,Signal transduction mechanisms,#00ff00,
STM0021,bcfA,24469,-0.0371745285,Cell motility,#da70d6,
STM0022,bcfB,25112,-0.0031758430000000002,Cell wall/membrane/envelope biogenesis,#c71585,
STM0023,bcfC,25803,0.0032445983,Cell motility,#da70d6,
STM0024,bcfD,28425,0.0024036529,Cell motility,#da70d6,
STM0025,bcfE,29433,0.0026277083,Cell motility,#da70d6,
STM0026,bcfF,29994,0.0459447345,Cell motility,#da70d6,
STM0027,bcfG,30478,0.0015061874000000001,Cell motility,#da70d6,
