,A,lldR
R2,,0.7684460229348774
xmin,,-6.4042699782
xmid,,
xmax,,6.0550017448
ystart,,-8.701290019004208
yend,,8.607532120116607
2AA:WT:1.0,0.0423135119,-0.1290968481
2AA:WT:2.0,0.4168022427,0.0935157597
2AA:WT:3.0,-0.036664146,0.5831708827000001
2AA:WT:4.0,-0.4224516085,-0.5475897943
2AA:del_ridA:1.0,0.9627054136000001,1.0143608359
2AA:del_ridA:2.0,1.0930354358,0.8126944894
2AA:del_ridA:3.0,0.4610315749,0.6521858476
2AA:del_ridA:4.0,0.7337796483,0.8500097803000001
GC_MS:WT:1.0,-0.2875294183,0.1512570294
GC_MS:WT:2.0,-0.2211841095,-0.2177171607
GC_MS:WT:3.0,0.5087135278,0.0664601313
GC_MS:del_slyA:1.0,-0.3811453846,-0.1097796509
GC_MS:del_slyA:2.0,0.6976166993,0.7181698086
Rho:WT:1.0,0.4278675609,0.2554581736
Rho:WT:2.0,-0.7879096804,-0.28749140430000003
Rho:WT:3.0,0.36004211950000004,0.0320332307
Rho:rho_Y80C:1.0,-1.8916594293000002,0.017432173500000002
Rho:rho_Y80C:2.0,-1.6262256892,0.6067750030000001
Rho:rho_Y80C:3.0,-1.2743218363,0.5282910527
Rho:rho_K130Q:1.0,-1.6421011579,-0.3446142549
Rho:rho_K130Q:2.0,-1.3811776067000001,-0.3691077245
Rho:rho_K130Q:3.0,-1.9983432108999999,-0.719412656
flagella:WT:1.0,0.7840317378,0.4584755585
flagella:WT:2.0,-0.7840317378,-0.4584755585
flagella:del_rfaL:1.0,0.9933632911,-0.0641693237
flagella:del_rfaL:2.0,1.1649318765,-1.1161872417
flagella:del_rfaG:1.0,-2.1195142107,-1.1592093312
flagella:del_rfaG:2.0,-2.3984573346999998,-1.1469610969
flagella:del_rfaD:1.0,-3.5491716712,0.0130633675
flagella:del_rfaD:2.0,-4.5098830096,-0.4906807147
nusG:WT_OD08:1.0,-0.763891164,-0.5689132563
nusG:WT_OD08:2.0,0.763891164,0.5689132563
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-2.6198648634,-0.9206988749
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-0.033118368700000005,0.15513994720000002
omv:spi2_ind_highOD_intracellularRNAs:1.0,-2.1319101439,-0.9036250519000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,-1.2731531868000001,0.8462083819
omv:spi2_ind_highOD_intracellularRNAs:2.0,-2.4608057882,-0.26471570240000003
omv:spi2_ind_highOD_intracellularRNAs:3.0,0.11367679080000001,-0.1907842539
omv:controlPCN_highOD_intracellularRNAs:1.0,4.4694878696,4.5671830542
omv:controlPCN_highOD_intracellularRNAs:2.0,3.5440245557,3.9688829661
omv:controlPCN_highOD_intracellularRNAs:3.0,4.1698164556,4.3539518527
omv:spi1_ind_highOD_intracellularRNAs:2.0,-1.0480166841,0.9386739225
