,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.85089584315,0.2191790266668547,2.0,0.0,3.6959128671,5.0,4.0058788192,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.37739636525,0.2413048516713137,2.0,1.0,5.5480246622,6.0,5.2067680683,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.157391979,0.3510500610437681,2.0,2.0,4.4056218577,7.0,3.9091621003,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.2039128101500003,0.5123807164485624,2.0,3.0,3.5662206893,8.0,2.841604931,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.3838213965,0.11235425188072225,2.0,4.0,3.4632678499000003,9.0,3.3043749431,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,3.7621716535000003,0.14257375658430185,2.0,10.0,3.8629865236,29.0,3.6613567834,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,3.3665733170000003,0.21280792435266044,2.0,11.0,3.2160953906,30.0,3.5170512434,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.68278773875,0.8375436798332137,2.0,12.0,1.0905549232,31.0,2.2750205543,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.10689620485,0.7866876811965481,2.0,13.0,2.5506240108,14.0,3.6631683989,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.508720704,0.4019393484292145,2.0,15.0,3.7929347429,18.0,3.2245066651,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,2.59791289585,0.23915632991983146,2.0,16.0,2.4288038332,19.0,2.7670219585,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.8271202264,0.10879939896899933,2.0,17.0,2.9040530192,20.0,2.7501874336,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,2.29761062405,0.060265823046544105,2.0,21.0,2.2549962519,24.0,2.3402249962,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,2.7317496369,0.356657405373498,2.0,22.0,2.9839445068,25.0,2.479554767,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.99365864365,0.7420700351218503,2.0,23.0,2.5183813976,26.0,1.4689358897,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,2.5809690884,0.2108666738420988,2.0,27.0,2.4318638334,28.0,2.7300743434,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.79318784255,0.6304752799879971,2.0,32.0,2.2390011884,33.0,1.3473744967,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,4.6988931671,0.03456143463790704,2.0,34.0,4.6744545423,38.0,4.7233317919,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.0557433844999995,0.02976362447646776,2.0,35.0,5.0767894452,39.0,5.0346973238,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.009728955450001,0.07643747180489938,2.0,36.0,5.0637784101,40.0,4.9556795008000005,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.7889637518,0.509773614665566,2.0,37.0,5.428499372,41.0,6.1494281316,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,3.51505186185,0.13456242279325234,2.0,42.0,3.6102018635,45.0,3.4199018602,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,3.04928998785,0.12040315128520743,2.0,43.0,3.1344278726,46.0,2.9641521031,,
