,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-0.123064953,0.06616449487514839,2.0,0.0,-0.07627959000000001,5.0,-0.169850316,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.21430962484295718,2.0,1.0,-0.151539789,6.0,0.151539789,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-1.072082122,0.4731894020851254,2.0,2.0,-0.7374866870000001,7.0,-1.406677557,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-3.0909810735,0.7004390859735441,2.0,3.0,-2.595695846,8.0,-3.586266301,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-1.768920305,0.4445894981695314,2.0,4.0,-2.083292554,9.0,-1.4545480560000001,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,2.064772874261012,2.0,10.0,1.460014901,29.0,-1.460014901,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-0.8768739845000001,1.9010110767773436,2.0,11.0,0.46734383900000004,30.0,-2.221091808,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.0828198075,2.0141269768480266,2.0,12.0,2.5070226509999998,31.0,-0.34138303600000003,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-14.30423265,0.1009963585417234,2.0,13.0,-14.37564786,14.0,-14.23281744,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-13.605368035,0.38196254396936075,2.0,15.0,-13.33527973,18.0,-13.87545634,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-13.246841,0.6509878737516439,2.0,16.0,-13.70715894,19.0,-12.78652306,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-15.712939325,1.4528730205020763,2.0,17.0,-16.74027569,20.0,-14.68560296,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-8.63912937,0.8653342045076124,2.0,21.0,-8.027245686,24.0,-9.251013054,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-6.164316989,0.10414107877233397,2.0,22.0,-6.237955852,25.0,-6.090678126,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-7.6305137714999995,1.360056383402558,2.0,23.0,-8.592218863,26.0,-6.66880868,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.03759789050000001,0.14323188264444103,2.0,27.0,0.13887812600000002,28.0,-0.063682345,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-0.24263219450000004,0.39261979503878885,2.0,32.0,0.034991925,33.0,-0.520256314,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-2.676415103,0.18801751098597613,2.0,34.0,-2.543466646,38.0,-2.80936356,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-2.1416455325,0.05330781503289744,2.0,35.0,-2.103951215,39.0,-2.17933985,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-1.6035887765,0.11874675612515179,2.0,36.0,-1.6875554130000001,40.0,-1.51962214,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,1.7609003584999998,0.469118608851931,2.0,37.0,2.092617308,41.0,1.429183409,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-12.110461405,0.37972976945495074,2.0,42.0,-12.3789709,45.0,-11.84195191,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-14.75524392,0.07253707836591688,2.0,43.0,-14.80653538,46.0,-14.70395246,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-15.4641946,0.3211739387068411,2.0,44.0,-15.69129887,47.0,-15.237090330000001,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-1.5424920385,0.397186945412571,2.0,48.0,-1.823345621,52.0,-1.261638456,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-2.4588086235000004,0.6566887659043625,2.0,49.0,-1.9944595440000001,53.0,-2.923157703,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-1.3057184295000002,0.8442274807466617,2.0,50.0,-0.7087594530000001,54.0,-1.902677406,,
