,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.5360904282,0.023815853486430668,2.0,0.0,4.5192500767,5.0,4.5529307797000005
1,U01-Set001__USA300 LAC CA-MHB Control,4.5028657030999995,0.2131446964022801,2.0,1.0,4.6535817633,6.0,4.3521496429
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.5750158026,0.16740687184665914,2.0,2.0,4.6933903369,7.0,4.4566412683
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.4202991011999995,0.1789635136685457,2.0,3.0,4.5468454153,8.0,4.2937527871
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.9216599383999995,0.04600555880034499,2.0,4.0,4.954190781,9.0,4.8891290957999995
5,U01-Set000__USA300 TCH1516 CA-MHB Control,4.1084724291,0.18856185889811752,2.0,10.0,4.2418057982,29.0,3.97513906
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,3.996687418,0.10771557496901685,2.0,11.0,3.9205210045000003,30.0,4.0728538315
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,4.111610602500001,0.21685091570285342,2.0,12.0,4.2649473555,31.0,3.9582738495000003
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.455533578600001,0.08759554702058393,2.0,13.0,5.3935941733,14.0,5.5174729839
9,U01-Set001__USA300 LAC RPMI+10%LB Control,4.5235825082000005,0.2657937554843177,2.0,15.0,4.7115270751,18.0,4.3356379413
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.5916521944,0.054244004329355985,2.0,16.0,4.6300084977000004,19.0,4.5532958911
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,4.78740326295,0.18491915991893723,2.0,17.0,4.9181608549,20.0,4.656645671
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,4.7238813675,0.36046377178322725,2.0,21.0,4.4689949901,24.0,4.9787677449
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,4.50162199055,0.22991351614136218,2.0,22.0,4.3390485842,25.0,4.6641953969
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,4.5297104438,0.175571182603675,2.0,23.0,4.40556287,26.0,4.6538580176
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,4.6878618314,0.13999188034074975,2.0,27.0,4.5888726235,28.0,4.7868510393
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.49544957895,0.1483477850035296,2.0,32.0,4.6003473037,33.0,4.3905518542
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.35953260465,0.06945935332084273,2.0,34.0,5.3104174249,38.0,5.4086477844
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.6082343235,0.05564970432608306,2.0,35.0,5.5688840402,39.0,5.6475846068
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.5762505267,0.05257122557589065,2.0,36.0,5.6134239968,40.0,5.5390770566
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.3088150397,0.22964781786919336,2.0,37.0,5.1464295104,41.0,5.471200569
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,5.29180859905,0.14537894117986108,2.0,42.0,5.1890101639,45.0,5.3946070342
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,5.27104743,0.026733868211925547,2.0,43.0,5.2899511295,46.0,5.2521437305
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.5369775997,0.06705393507956091,2.0,44.0,5.5843918919,47.0,5.4895633075
24,U01-Set003__USA300 TCH1516 CA-MHB Control,3.56039432085,0.2357326330123607,2.0,48.0,3.3937061775,52.0,3.7270824642
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,3.77687647505,0.4841682144180707,2.0,49.0,4.1192351027,53.0,3.4345178474
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,3.3628247016,0.3785684230758056,2.0,50.0,3.6305130007,54.0,3.0951364025
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,3.620801288,0.4270681155019663,2.0,51.0,3.3188185275,55.0,3.9227840485
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,4.43070080615,0.22047194072781987,2.0,56.0,4.5865980105,57.0,4.2748036018
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,4.371302675000001,0.0021586724107477188,2.0,58.0,4.3728290869,59.0,4.3697762631
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,4.9594473275999995,0.018152503188360362,2.0,60.0,4.9466115695,61.0,4.9722830857
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,4.7409541405999995,0.04214506690204998,2.0,62.0,4.711153078,63.0,4.7707552032
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,2.1276648904,0.10462581319875977,2.0,64.0,2.0536832684,65.0,2.2016465124
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,3.58017599195,0.5537132752326216,2.0,66.0,3.9717104037,67.0,3.1886415802
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,3.6505101279,0.6765086089222487,2.0,68.0,4.1288739528,69.0,3.172146303
