,A,GntR,PtxS
R2,,0.291783229335423,0.28697253398477307
xmin,,-2.020458672,-4.925316434
xmid,,,-0.8167079975595233
xmax,,3.151398216,3.891942164
ystart,,-3.7857228147769435,-1.7862380780307712
yend,,6.771170251716808,7.966330556551877
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.606373912,-0.170343729,0.428522033
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.606373912,0.170343729,-0.428522033
AB569_EDTA_NaNO2:NaNO2:1,5.631650467,2.9460733450000003,1.555971073
AB569_EDTA_NaNO2:NaNO2:2,5.773319631,3.151398216,1.701404785
AB569_EDTA_NaNO2:EDTA:1,2.100349403,0.8503656570000001,1.9694590170000001
AB569_EDTA_NaNO2:EDTA:2,2.180205908,0.9665333650000001,1.993683533
AB569_EDTA_NaNO2:EDTA:3,2.176573478,0.8206670060000001,1.8009398120000002
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.948942854,2.608773647,1.401822065
AB569_EDTA_NaNO2:NaNO2_EDTA:2,6.736399792,2.840466472,1.8789377420000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.317966526,-0.18987611100000001,-0.10939225600000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.317966526,0.18987611100000001,0.10939225600000001
Anthranilate_metabolism_GntR_AntP:antP:1,2.194131457,-0.59110783,0.19938993700000002
Anthranilate_metabolism_GntR_AntP:antP:2,3.377079365,-0.330586146,0.47434432400000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.31546592500000004,0.01491374,-0.033291691000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.31546592500000004,-0.01491374,0.033291691000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.655389496,-0.249491813,1.032572257
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.975200064,-0.186460072,0.34511324400000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.630647693,-0.035906247,-0.214197729
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.393972507,0.08848776400000001,0.0030140590000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.476574964,-0.315661393,-1.817037795
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.346598049,0.061452627,-1.73070951
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-2.576329135,-0.09361035200000001,-1.619363681
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-2.206051444,0.728897804,-1.716072569
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.23408593300000002,-0.017828518,0.017465446000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.403937516,-0.08787544200000001,0.42130198100000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.480112871,0.13651553300000002,0.89314557
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.21943511100000002,0.123027624,-0.012972896000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.21943511100000002,-0.123027624,0.012972896000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.295833465,-0.602460848,-0.117491391
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.57956444,-0.630297479,-0.148590673
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.183758189,-0.327444057,0.6090484620000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.867197408,-0.28647289400000003,0.64899957
Catabolite_repression:del_hfq_crc_wt:1,-0.493977993,-0.043646963000000004,-0.179236842
Catabolite_repression:del_hfq_crc_wt:2,0.493977993,0.043646962000000004,0.179236842
Catabolite_repression:delHfq:1,6.987822341,0.045923887000000004,1.352245686
Catabolite_repression:delHfq:2,7.574632538,0.22137169999999998,1.39149572
Catabolite_repression:deldcrc:1,11.18771057,1.984349404,1.890219912
Catabolite_repression:deldcrc:2,10.1361715,1.744418188,1.450488497
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.31236502,-0.043719499,0.038031641000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.112590561,0.137981815,0.356401419
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.8002255410000001,-0.094262315,-0.39443305900000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.16929739300000002,2.30702857,0.509540234
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.42693936600000004,2.071220063,0.7259676850000001
Diallyl_disulphide_treatment:PAO1_DDS:3,-0.09962860200000001,2.24522974,1.019071307
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.45510789500000004,0.153348318,-0.0038837570000000003
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.45510789500000004,-0.153348318,0.0038837570000000003
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.16598005,0.253735152,-0.069566401
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.650115831,0.13514225800000002,-0.236451088
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.913803231,-0.175457796,0.027680811000000003
HapZ_SagS_mutant:delHapZp:1,-0.41112874200000005,-0.02703156,0.424995636
HapZ_SagS_mutant:delHapZp:2,-0.349453432,0.20112090500000002,0.5597741580000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,2.139562154,0.289226829,0.11441873500000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-1.225758922,-0.113769033,-0.14209954700000002
HapZ_SagS_mutants:delHApZ:1,0.7164476120000001,-0.743401434,0.036663729
HapZ_SagS_mutants:delHApZ:2,0.889591675,-0.65746846,0.18320081600000002
HapZ_SagS_mutants:delHApZ:3,1.539549834,-0.5703443220000001,0.7136371020000001
HapZ_SagS_mutants:delSagS:1,0.18414845900000001,0.02920541,0.061044954000000005
HapZ_SagS_mutants:delSagS:2,-0.1019298,-0.144268489,-0.337339221
HapZ_SagS_mutants:delSagS:3,3.247141641,0.35468966,0.33862088900000004
HapZ_SagS_mutants:delHapZp:1,-0.7256199560000001,0.23742311900000002,-0.41847266
yhjH_knockout:PA_delyhjH_wt:1,-0.416527482,-0.12703179,-0.16478602
yhjH_knockout:PA_delyhjH_wt:2,0.416527482,0.12703179,0.16478602
yhjH_knockout:PA_delyhjH:1,9.920001188,0.8127188230000001,3.891942164
yhjH_knockout:PA_delyhjH:2,9.817554023,0.7245694330000001,3.866911664
yhjH_knockout:PA_delwspF:1,2.739669052,0.963003051,2.663577269
yhjH_knockout:PA_delwspF:2,3.524409454,0.164832725,1.743611913
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-2.300413966,-1.175868862,-0.669155728
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-2.181039143,-0.817756554,-0.521814758
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-2.342325802,-0.705825715,-0.57640364
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-1.904823665,-0.921087549,-0.160975738
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.6413020220000001,-0.157894991,-0.15199052200000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.42513140600000004,-0.0044024450000000005,0.008801775000000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.261162628,0.138001372,-0.06379428100000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.8052708,0.024296065000000002,0.206983029
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,11.05580599,0.9995967630000001,1.184749904
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,11.45444936,1.021079106,1.178317721
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.37340215200000004,-0.149796767,-0.08299664600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.158099511,0.0037013930000000003,0.07780123
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.531501663,0.146095374,0.005195417
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.022940977,-0.18601399,0.132159407
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-0.47001107900000005,-1.344644765,-0.038995781
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-0.100812596,-1.411748402,-0.039621015
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.022940977,0.18601399100000002,-0.132159407
