k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,UC-1,,Unknown,Uncharacterized,4,0.007451748638670819,,,0
1,LiuR/TyrR/Purine,LiuR,Branched-chain amino acid degradation,Amino acid,48,0.028751998786064048,0.4583333333333333,0.6285714285714286,1
2,MetR/TPP,TPP,Methionine biosynthesis,Amino acid,12,0.00951406063963467,0.75,0.5625,2
3,TRAP,,"Tripartite ATP-Independent Periplasmic (TRAP) Transporters, TTT transporters",Carbon source utilization,18,0.02698648681047544,,,3
4,Cysteine,,Sulfate assimilation and Cysteine biosynthesis ,Amino acid,10,0.012356596679665932,,,4
5,CytochromeO,,Cytochrome O,Energy metabolism,4,0.014719507711270063,,,5
6,Ttr/Vi,,biosynthesis of Vi antigen capsular polysaccharides and tetrathionate reductase ,Structural components,18,0.017063756717607848,,,6
7,NarP,NarP,Nitrate and nitrite respiration,Energy metabolism,8,0.017227988288248897,0.875,0.21875,7
8,GalR,GalR,D-galactose utilization ,Carbon source utilization,28,0.009749059282871175,0.10714285714285714,0.6,8
9,Flagellar-1,,flagellar assembly protein (Class2),Structural components,25,0.01804490511460266,,,9
10,FruR,FruR,Fructose utilization,Carbon source utilization,5,0.005314487301661952,0.8,1.0,10
11,Chaperone,,Chaperone protiens,Translation,21,0.012059169085445909,,,11
12,UC-2,,Unknown,Uncharacterized,5,0.017444900800203444,,,12
13,Null-1,,Unknown,Uncharacterized,0,0.0030748768648702907,,,13
14,UC-3,,Unknown,Uncharacterized,6,0.010733461389557997,,,14
15,Zur,Zur,Zinc homeostasis,Element homeostasis,18,0.019247775382233878,0.5555555555555556,1.0,15
16,UC-4,,Unknown,Uncharacterized,31,0.014255238677389426,,,16
17,Flagellar-2,,flagellar assembly protein (Class3),Structural components,61,0.03424003649910223,,,17
18,Fur,Fur,Ion homeostasis,Element homeostasis,74,0.07878635414212354,0.40540540540540543,0.5660377358490566,18
19,UC-5,,Unknown,Uncharacterized,10,0.015609748559126113,,,19
20,TfoX,TfoX,Competence TfoX regulation,Competence,126,0.05188909816133813,0.1349206349206349,0.24285714285714285,20
21,NorR2,NorR2,Nitrosative stress response,Stress response,10,0.00314409478759492,0.2,0.6666666666666666,21
22,UC-6,,Unknown,Uncharacterized,3,0.0039813049936102685,,,22
23,GlpR,,Glycerol utilization,Carbon source utilization,5,0.005021316526805153,,,23
24,Phage-1,,Phage,Phage,26,0.017366089349600267,,,24
25,PhrR,PhrR,Light-dependent DNA repair,Stress response,18,0.01896098527207779,0.4444444444444444,0.6666666666666666,25
26,Null-2,,Unknown,Uncharacterized,0,0.0026448744166963634,,,26
27,Maltose,,Maltose utilization,Carbon source utilization,11,0.006546214209241841,,,27
28,FNR,,Fumarate and nitrate reduction,Energy metabolism,59,0.066942189626232,,,28
29,Ribosomal proteins,,Translation machinery,Translation,74,0.017905147955668888,,,29
30,GntR,GntR,Gluconate utilization,Carbon source utilization,8,0.005373938355182961,0.5,0.8,30
31,Null-3,,Unknown,Uncharacterized,0,0.004271181683694669,,,31
32,CueR,CueR,Copper resistance,Element homeostasis,7,0.0037944740665477594,1.0,0.875,32
33,TreR,TreR,,Uncharacterized,3,0.003576213643650794,0.6666666666666666,1.0,33
34,Phage-2,,Phage,Phage,32,0.008816792137983032,,,34
35,ArgR,ArgR,Arginine biosynthesis; Arginine degradation,Amino acid,15,0.00901115748580239,0.6666666666666666,0.625,35
36,Null-4,,Unknown,Uncharacterized,0,0.002809437977471907,,,36
37,Arabinose,,"Arabinose transporter, Arabinose utilization",Carbon source utilization,15,0.008409424550051225,,,37
38,UC-7,,Unknown,Uncharacterized,48,0.005903318734405971,,,38
39,AhpCF,,Alleviation of oxidative stress,Stress response,2,0.022255270968151275,,,39
40,QstR,QstR,Competence QstR regulation,Competence,10,0.013681982987983399,0.6,0.1276595744680851,40
41,Biofilm,,Biofilm formation,Structural components,35,0.022902758016684288,,,41
42,UC-8,,Unknown,Uncharacterized,1,0.00545357112129552,,,42
43,MetJ,MetJ,Methionine metabolism; Methionine biosynthesis,Amino acid,7,0.0035184017348909302,0.5714285714285714,0.23529411764705882,43
44,UC-9,,Unknown,Uncharacterized,2,0.00166066079387861,,,44
