sample,BSU_misc_RNA_47
LBexp_1,16.4545
LBexp_2,16.1695
LBexp_3,16.2253
LBtran_1,15.0114
LBtran_2,15.5673
LBtran_3,15.6951
LBstat_1,14.5608
LBstat_2,14.432
LBstat_3,14.0928
LBGexp_1,16.3823
LBGexp_2,16.4151
LBGexp_3,16.4381
LBGtran_2,15.6224
LBGtran_3,15.8667
LBGstat_1,16.4603
LBGstat_2,16.4352
LBGstat_3,14.9407
S0_1,16.2522
S0_2,16.3781
S0_3,16.3625
S1_1,15.1866
S1_2,14.7202
S1_3,15.3155
S2_1,14.8883
S2_2,14.7375
S2_3,15.0269
S3_1,14.8351
S3_2,15.1658
S4_1,15.6138
S4_2,15.4629
S4_3,15.7959
S5_1,14.5857
S5_2,15.4856
S5_3,15.3159
S6_1,14.728
S6_2,12.8852
S6_3,15.1385
S6/t_1,14.8471
S6/t_2,12.3332
S6_4,14.5313
S6_5,15.2477
S6_6,15.4087
S7_4,15.363
S7_5,15.0139
S7_6,14.9242
S8_4,14.6525
S8_5,13.8175
G135_1,16.4323
G135_3,15.5287
G150_1,16.4459
G150_2,16.4664
G150_3,16.4505
G180_1,16.3708
G180_2,16.4552
G180_3,16.1828
C30_1,15.6938
C30_2,16.2319
C90_1,14.3414
C90_2,14.5273
BI_1,15.1839
BI_2,15.4738
BC_2,15.9118
BC/t_1,15.3691
BC/t_2,15.8517
BC_1,15.3869
Sw_1,14.9972
Sw_2,15.0616
BT_1,15.6591
BT_2,15.0486
B36_1,15.9825
B36_2,15.7976
B60_1,15.8027
B60_2,16.0076
M9exp_1,16.3834
M9exp_2,16.2313
M9exp_3,16.1348
M9tran_1,15.6007
M9tran_2,15.6006
M9tran_3,16.0373
M9stat_1,15.1756
M9stat_2,14.9243
M9stat_3,14.5784
M+G_1,15.9522
M+G_2,15.7679
M+G_3,15.7926
Glu_1,16.0334
Glu_2,16.1243
Glu_3,16.1915
Fru_1,16.1181
Fru_2,16.0174
Fru_3,15.847
Mal_1,15.3478
Mal_2,15.211
Mal_3,15.6885
G+S_2,15.7779
G+S_3,15.6301
Pyr_1,15.2032
Pyr_2,15.7007
Pyr_3,15.6176
Gly_1,14.7677
Gly_2,15.6158
Gly_3,13.708
Glucon_1,15.2574
Glucon_2,15.5183
Glucon_3,14.4185
aero_1,16.4135
aero_2,16.0016
aero_3,16.4381
nit_1,15.852
nit_2,15.905
nit_3,15.4842
ferm_1,15.6969
ferm_2,15.9293
ferm_3,15.6723
T-5.40H_1,16.0482
T-4.40H_1,15.9898
T-3.40H_1,16.0318
T-2.40H_1,15.8111
T-1.40H_1,15.8938
T-1.10H_1,15.3241
T-0.40H_1,15.7187
T0.0H_1,15.38
T0.30H_1,14.6223
T1.0H_1,14.8193
T1.30H_1,14.7307
T2.0H_1,14.7112
T2.30H_1,15.4107
T3.0H_1,15.0503
T3.30H_1,15.151
T4.0H_1,15.0035
T5.0H_1,14.6789
HPh_1,16.4289
HPh_2,16.3533
HPh_3,16.4301
LPh_1,16.4276
LPh_2,16.3463
LPh_3,16.4333
LPhT_1,16.320999999999998
LPhT_2,16.0391
LPhT_3,16.3926
SMMPr_1,15.8027
SMMPr_2,15.9177
SMMPr_3,15.8314
HiTm_1,14.8914
HiTm_2,15.8536
HiTm_3,15.9787
LoTm_1,15.7698
LoTm_2,15.9235
LoTm_3,15.7261
HiOs_1,15.6961
HiOs_2,15.61
HiOs_3,15.7763
BMM_1,16.2129
BMM_2,16.3336
BMM_3,16.2422
Heat_1,16.3004
Heat_2,15.9574
Heat_3,15.9393
Cold_1,16.3766
Cold_2,16.1805
Cold_3,15.7888
Etha_1,14.8345
Etha_2,14.2601
Etha_3,14.9667
SMM_1,16.0398
SMM_2,15.8784
SMM_3,15.9226
Salt_1,16.1729
Salt_2,16.2629
Salt_3,16.0814
Mt0_1,16.3049
Mt0_3,16.134
M0t45_1,15.6204
M0t45_2,15.9566
M0t45_3,15.8624
M0t90_1,13.1484
M0t90_2,14.2337
M0t90_3,13.5459
M40t45_1,15.5572
M40t45_2,15.1632
M40t45_3,16.0066
M40t90_1,13.4481
M40t90_2,14.475
M40t90_3,13.9049
dia0_1,16.3429
dia0_2,16.3624
dia0_3,16.2175
dia5_1,16.0901
dia5_2,15.838
dia5_3,16.0661
dia15_1,15.2895
dia15_2,16.0782
dia15_3,15.4102
Diami_1,15.4019
Diami_2,16.0498
Diami_3,15.834
Paraq_1,15.9786
Paraq_2,16.1835
Paraq_3,15.3727
H2O2_1,15.7354
H2O2_2,15.983
H2O2_3,15.787
Oxctl_1,15.8456
Oxctl_2,16.2264
Oxctl_3,16.4054
