,BSU__misc_RNA_63
LBexp_1,2.5070666667
LBexp_2,2.1988666667
LBexp_3,1.6994666667
LBtran_1,1.7193666667
LBtran_2,1.6722666667000001
LBtran_3,1.1478666667
LBstat_1,-0.7109333333000001
LBstat_2,-1.0137333333
LBstat_3,-1.3621333333
LBGexp_1,2.9101666667
LBGexp_2,1.2373666667
LBGexp_3,1.9935666667
LBGtran_2,-0.7303333333
LBGtran_3,1.7160666667000002
LBGstat_1,-0.6387333333
LBGstat_2,-0.5982333333000001
LBGstat_3,-0.3869333333
S0_1,-2.1981333333
S0_2,-1.4140333333
S0_3,-1.9079333333
S1_1,0.8659666667
S1_2,0.7636666667
S1_3,1.0689666667
S2_1,0.0093666667
S2_2,-0.7130333333000001
S2_3,-1.9656333333
S3_1,-1.3844333333
S3_2,-1.3315333333
S4_1,-1.9467333333
S4_2,-2.7502333333
S4_3,-3.2456333333
S5_1,-2.9937333333
S5_2,-2.5930333333
S5_3,-2.2418333333
S6_1,-3.9999333333
S6_2,-4.5547333333
S6_3,-3.6081333333
S6/t_1,-2.7461333333
S6/t_2,-4.6547333333
S6_4,-2.9963333333
S6_5,-3.0369333333
S6_6,-2.7175333333
S7_4,-1.8668333333
S7_5,-1.7530333332999999
S7_6,-1.7622333333
S8_4,-2.1451333333
S8_5,-2.1570333333
G135_1,2.0064666667
G135_3,0.25376666670000003
G150_1,1.1006666667
G150_2,2.1838666667
G150_3,1.5027666667
G180_1,1.9007666667
G180_2,1.7134666667
G180_3,1.9726666667
C30_1,-0.6664333333
C30_2,-0.6413333333
C90_1,1.4674666667
C90_2,1.6480666667000001
BI_1,-0.4330333333
BI_2,-0.31973333330000003
BC_2,-1.5415333332999999
BC/t_1,-1.8497333333000001
BC/t_2,-1.2315333333
BC_1,-1.5582333333
Sw_1,-2.3468333333
Sw_2,-2.2063333333
BT_1,-2.7676333333
BT_2,-3.5651333333
B36_1,-3.4703333333
B36_2,-3.6047333333
B60_1,-3.0244333333
B60_2,-2.2220333333
M9exp_1,0.1116666667
M9exp_2,-0.0263333333
M9exp_3,-0.08533333330000001
M9tran_1,-0.6809333333
M9tran_2,-1.0427333333
M9tran_3,-0.6148333333
M9stat_1,-2.5904333333
M9stat_2,-2.7071333333
M9stat_3,-3.1474333333
M+G_1,-0.8365333333
M+G_2,-0.09013333330000001
M+G_3,-0.2632333333
Glu_1,-0.0334333333
Glu_2,-0.3310333333
Glu_3,-0.3522333333
Fru_1,0.0474666667
Fru_2,-0.3102333333
Fru_3,-0.6219333333
Mal_1,-1.9304333332999999
Mal_2,-0.9026333333000001
Mal_3,-1.4670333333
G+S_2,-1.7989333333
G+S_3,-1.4101333333000001
Pyr_1,-1.9770333333
Pyr_2,-1.7203333333000002
