k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
0,pseudogene,,,Genomic,2,0.0036843304547441447,,,5
1,heat-stress,,,Stress Response,38,0.010054583065812417,,,3
2,SoxL2N,,Cytochrome Oxidase bc1 complex (SoxL2N---CbsAB---OdsN),Other Functional,5,0.06049688823009003,,,4
3,fatty-acid-related,,,Misc Metabolism,17,0.027020548525947152,,,2
4,Riboflavin,,,Vitamin B,6,0.004309553891627793,,,1
5,niacin-transport,,,Vitamin B,4,0.02414298704764206,,,1
6,cold-stress,,,Stress Response,38,0.022212228588095462,,,3
7,carbon-fixation,,,Misc Metabolism,17,0.010803032767119691,,,2
8,Fe-S-lipoylation,,,Other Functional,40,0.01790395286967228,,,4
9,HMG-CoA,,,Misc Metabolism,5,0.007149924781625017,,,2
10,Purine,,,Amino Acid & Nucleotide Biosynthesis,13,0.02803441575018173,,,0
11,XylR-SoxM,XylR,,Misc Metabolism,47,0.05504952086606785,0.212765957446809,0.37037037037037,2
12,YtrA,YtrA,,Other Functional,37,0.004154623622157905,0.243243243243243,0.5625,4
13,LysM,LysM,Lysine biosynthesis,Amino Acid & Nucleotide Biosynthesis,10,0.00850126588834521,0.4,0.571428571428571,0
14,Phenylacetate,,,Misc Metabolism,4,0.01930450982214338,,,2
15,single_gene_1,,,Uncharacterized,1,0.0015739509148143815,,,6
16,single_gene_2,,,Uncharacterized,1,0.0030662287691821666,,,6
17,translation-1,,,Other Functional,122,0.00972366012956627,,,4
18,UV-tfb3,tfb3,tfb3-dependent UV stress response,Stress Response,16,0.022703666296184144,0.9375,0.9375,3
19,Arginine,,Arginine biosynthesis,Amino Acid & Nucleotide Biosynthesis,8,0.012572728405221056,,,0
20,Pyroglutamate,,,Amino Acid & Nucleotide Biosynthesis,6,0.014827626347996392,,,0
21,translation-2,,,Other Functional,146,0.01085591441370204,,,4
22,unchar-1,,Unknown Function,Uncharacterized,12,0.001396042961167021,,,6
23,sulfur-assimilation,,,Amino Acid & Nucleotide Biosynthesis,10,0.010319568970216575,,,0
24,FadR-KO,,Accounts for fadR knock-out,Genomic,1,0.003003702878432435,,,5
25,Cobalamin,,,Vitamin B,24,0.007911730914017423,,,1
26,4-HPA,,4-hydoxyphenylacetate,Misc Metabolism,7,0.013587916854454707,,,2
27,ArnRAB,ArnR and ArnR1 and ArnA and ArnB,Archaellum formation operon,Other Functional,8,0.02830967707220744,0.875,0.875,4
28,single_gene_3,,,Uncharacterized,1,0.0023702707038076865,,,6
29,FadR,FadR,Fatty acid degradation,Misc Metabolism,25,0.008083142148032407,0.76,0.791666666666667,2
30,SoxLABCD,,SoxLABCD terminal oxidase gene cluster,Other Functional,8,0.008376006221880505,,,4
31,TCA-BCAA,,,Amino Acid & Nucleotide Biosynthesis,18,0.019146883593509467,,,0
32,UV-related,,,Stress Response,74,0.009130595205633751,,,3
33,DARC,,Unknown Function,Uncharacterized,33,0.12183593789375624,,,6
34,Replication,,Replication and Cell Division,Other Functional,39,0.022448219208940245,,,4
35,translation-related,,,Other Functional,33,0.0048427767463805615,,,4
36,Quinolinate,,,Other Functional,4,0.005268152918195046,,,4
37,aromatic-degradation,,,Misc Metabolism,10,0.0059760466276892465,,,2
38,Ammonium-Uptake,,,Other Functional,3,0.03973785371396066,,,4
39,carotenoid,,,Other Functional,28,0.007767883801972575,,,4
40,single_gene_4,,,Uncharacterized,1,0.004496038831438787,,,6
41,Thiamin,,,Vitamin B,14,0.003983508914705336,,,1
42,unchar-3,,Unknown Function,Uncharacterized,6,0.008359819349267217,,,6
43,single_gene_5,,,Uncharacterized,1,0.0025810890852081547,,,6
44,Gly-Ser-Thr,,,Amino Acid & Nucleotide Biosynthesis,14,0.0034050272487800015,,,0
