,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.18789118875,0.30764490616956686,2.0,0.0,4.4054289881,5.0,3.9703533894
1,U01-Set001__USA300 LAC CA-MHB Control,4.15075463815,0.04993344723798535,2.0,1.0,4.1860629173,6.0,4.115446359
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.78939375515,0.3356273989506396,2.0,2.0,3.5520693454,7.0,4.0267181649
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.02851077545,0.8025251098536571,2.0,3.0,3.5959817227,8.0,2.4610398282
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.4747285768000005,0.3286506343639362,2.0,4.0,4.707119669,9.0,4.2423374846
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,2.7222903349000003,0.2585490535011122,2.0,13.0,2.9051121239,14.0,2.5394685459
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.3230738441999996,0.6861623223098436,2.0,15.0,2.8378838131,18.0,3.8082638752999998
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,2.4895253606,0.08273208934842124,2.0,16.0,2.4310249392,19.0,2.548025782
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,3.1921117043000002,0.3508976124986997,2.0,17.0,3.4402337856000003,20.0,2.943989623
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
