sample,new_2516201_2516406
LBexp_1,10.9876
LBexp_2,10.3995
LBexp_3,10.0707
LBtran_1,8.5831
LBtran_2,8.5906
LBtran_3,8.8835
LBstat_1,8.5857
LBstat_2,8.118
LBstat_3,8.0374
LBGexp_1,10.890999999999998
LBGexp_2,11.6057
LBGexp_3,10.6507
LBGtran_2,9.8356
LBGtran_3,11.0325
LBGstat_1,9.3773
LBGstat_2,8.9562
LBGstat_3,10.7044
S0_1,8.1101
S0_2,8.3245
S0_3,8.3811
S1_1,9.1448
S1_2,9.3393
S1_3,9.3755
S2_1,8.7307
S2_2,8.0305
S2_3,8.2694
S3_1,8.2431
S3_2,8.0102
S4_1,8.4362
S4_2,7.8205
S4_3,7.4865
S5_1,7.8547
S5_2,8.3869
S5_3,8.3974
S6_1,7.367000000000001
S6_2,7.4103
S6_3,7.6335
S6/t_1,8.3186
S6/t_2,7.515
S6_4,8.1679
S6_5,8.4378
S6_6,8.3712
S7_4,8.7064
S7_5,8.9754
S7_6,9.1463
S8_4,8.9993
S8_5,9.3182
G135_1,10.4243
G135_3,8.6939
G150_1,10.0837
G150_2,10.7004
G150_3,10.3621
G180_1,10.2946
G180_2,10.7352
G180_3,9.6041
C30_1,8.5465
C30_2,8.7109
C90_1,9.4411
C90_2,9.9813
BI_1,9.4447
BI_2,9.5524
BC_2,8.8387
BC/t_1,8.5504
BC/t_2,9.1848
BC_1,8.277000000000001
Sw_1,7.1776
Sw_2,7.5511
BT_1,8.2186
BT_2,7.8009
B36_1,8.4135
B36_2,8.3199
B60_1,9.0159
B60_2,9.6144
M9exp_1,9.6816
M9exp_2,9.4919
M9exp_3,9.2021
M9tran_1,9.1716
M9tran_2,9.2034
M9tran_3,9.0921
M9stat_1,8.4236
M9stat_2,8.3689
M9stat_3,8.071
M+G_1,9.0051
M+G_2,9.2007
M+G_3,8.9602
Glu_1,9.2303
Glu_2,8.8511
Glu_3,9.3759
Fru_1,9.2276
Fru_2,9.1602
Fru_3,8.9156
Mal_1,8.0522
Mal_2,8.9961
Mal_3,8.5835
G+S_2,8.6438
G+S_3,8.6929
Pyr_1,8.2095
Pyr_2,8.4983
Pyr_3,8.46
Gly_1,8.611
