,A,HexR
R2,,0.2523994429450799
xmin,,-2.004604607
xmid,,
xmax,,3.771630953
ystart,,-6.608275383961952
yend,,12.98474208223323
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.679413154,0.002006018
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.679413154,-0.002006018
AB569_EDTA_NaNO2:NaNO2:1,8.460594111,0.755724713
AB569_EDTA_NaNO2:NaNO2:2,9.823267598,0.735655987
AB569_EDTA_NaNO2:EDTA:1,9.011820643,0.829886678
AB569_EDTA_NaNO2:EDTA:2,8.911990797,1.158114998
AB569_EDTA_NaNO2:EDTA:3,8.010107727,0.691356949
AB569_EDTA_NaNO2:NaNO2_EDTA:1,10.38684427,0.5209797380000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,11.7634378,0.657254581
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.037096747,0.035595887
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.037096747,-0.035595887
Anthranilate_metabolism_GntR_AntP:antP:1,0.049216264,-1.042409768
Anthranilate_metabolism_GntR_AntP:antP:2,-0.11957265800000001,-0.863071499
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.062013738000000006,-0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.062013738000000006,0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.272695894,0.279538447
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.643927268,0.36135940600000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.833242221,-0.396818651
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.244819796,-0.08844202400000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,3.449423206,-1.27563974
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,2.539795612,-1.056918206
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,3.29311625,-1.124746818
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,3.494236872,-1.0826098769999999
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.411956913,-0.148050503
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.3318979880000001,0.40312888700000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.096055391,0.466472671
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.392173788,0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.392173788,-0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.048775731,-0.550734116
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.193442838,-0.698671071
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.246411872,0.085218033
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.119282856,0.046798405
Catabolite_repression:del_hfq_crc_wt:1,-0.023352811,-0.054680934
Catabolite_repression:del_hfq_crc_wt:2,0.023352811,0.054680934
Catabolite_repression:delHfq:1,1.204713598,0.542788964
Catabolite_repression:delHfq:2,0.8222977140000001,0.36874288400000005
Catabolite_repression:deldcrc:1,4.13897764,1.628663428
Catabolite_repression:deldcrc:2,3.721145749,1.480926177
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.813705847,-0.018936404
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.9233139750000001,0.22611667100000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-1.109608128,-0.207180268
Diallyl_disulphide_treatment:PAO1_DDS:1,11.4794061,0.501795377
Diallyl_disulphide_treatment:PAO1_DDS:2,13.44807436,0.36983293300000003
Diallyl_disulphide_treatment:PAO1_DDS:3,11.21692308,0.256790124
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.06023951,0.050816044000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.06023951,-0.050816044000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.909274099,0.057175291
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.08144835,-0.307793902
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.193855291,-0.416019523
HapZ_SagS_mutant:delHapZp:1,-0.341654255,-0.43184774400000003
HapZ_SagS_mutant:delHapZp:2,0.11202796500000001,-0.36981988
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.25828841,0.8002047280000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.06443311900000001,-0.384185204
HapZ_SagS_mutants:delHApZ:1,0.123056935,-1.195129241
HapZ_SagS_mutants:delHApZ:2,0.505589775,-0.47532719500000004
HapZ_SagS_mutants:delHApZ:3,0.677283631,-0.8390687290000001
HapZ_SagS_mutants:delSagS:1,0.016887258000000002,-0.45677419999999996
HapZ_SagS_mutants:delSagS:2,0.189507257,-0.74680968
HapZ_SagS_mutants:delSagS:3,-0.5095497130000001,0.8758377610000001
HapZ_SagS_mutants:delHapZp:1,0.30882235,-0.43446675700000004
yhjH_knockout:PA_delyhjH_wt:1,-0.14997305700000002,0.023204620000000002
yhjH_knockout:PA_delyhjH_wt:2,0.14997305700000002,-0.023204619000000003
yhjH_knockout:PA_delyhjH:1,0.14650499,-0.228998222
yhjH_knockout:PA_delyhjH:2,-0.164704293,-0.222800406
yhjH_knockout:PA_delwspF:1,1.14400795,-0.08408647400000001
yhjH_knockout:PA_delwspF:2,-2.409939756,-0.151455626
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-17.3611616,-1.083340616
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-16.70107524,-1.486950765
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-16.26607581,-1.259623483
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-16.63848444,-1.4021259
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.056981453,0.129975277
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.13437832600000002,-0.037831413
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.072068538,-0.002525077
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.263428317,-0.089618786
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-3.540653608,-0.8196347660000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-3.97687814,-0.9938574
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.035263947000000004,0.10010187
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.048498663000000004,-0.06769912900000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.013234716,-0.03240274
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,0.349908894,-0.15038680100000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-3.990331732,-0.898531209
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-3.752857461,-0.7956982450000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,-0.349908894,0.1503868
Lung_infection_transcriptome:PA01_LS1:1,0.026616367000000002,0.16866402300000002
Lung_infection_transcriptome:PA01_LS1:2,0.428477928,0.202372943
Lung_infection_transcriptome:PA01_CS1:1,0.7093854190000001,-0.305233395
Lung_infection_transcriptome:PA01_CS1:2,-0.7093854190000001,0.305233395
Testosterone_treatment:Testosterone_Control:1,-3.157843787,-0.599779916
Testosterone_treatment:Testosterone_Control:2,3.157843787,0.599779917
Testosterone_treatment:Testosterone_2.5:1,0.54477005,0.077116407
Testosterone_treatment:Testosterone_2.5:2,5.120931436,1.032169834
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-1.781100811,-0.21293378200000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-4.172008217,-0.8551561190000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.29769755,-0.105460154
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-0.828396415,-0.30363665100000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,0.33257253800000003,-0.12534086900000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,0.18451942400000002,-0.097388185
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.406915099,0.03945551
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.25985504,0.09221773700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-0.215631176,-0.050372007
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.6866165860000001,-0.10374498700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.764986495,0.049593377
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.804031405,-0.027149632000000003
Dispersed_cells:PAO1_dispersed_wt:1,0.224386824,0.131221748
Dispersed_cells:PAO1_dispersed_wt:2,-0.224386824,-0.131221747
Dispersed_cells:PyhjH_dispersed:1,-1.420917134,0.40556472
Dispersed_cells:PyhjH_dispersed:2,-1.433028585,0.386180173
Dispersed_cells:PA01_Planktonic:1,2.953692278,0.5629680690000001
Dispersed_cells:PA01_Planktonic:2,3.716415257,0.32023353400000004
Dispersed_cells:PAO1_Biofilm:1,-7.854933478,-0.198114547
Dispersed_cells:PAO1_Biofilm:2,-8.014258797,-0.088612233
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.389345874,0.19971323600000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.019164999,0.153567152
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.458257841,0.035622951
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.13170582,-0.004046354
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.182271701,0.028591702
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.31397752100000004,-0.024545348
gcsR_mutant:PAO1_rep_wt:1,-0.13760888200000002,0.18243710600000002
gcsR_mutant:PAO1_rep_wt:2,0.13760888200000002,-0.18243710600000002
gcsR_mutant:GcsR_rep:1,0.9817925470000001,0.048305022
gcsR_mutant:GcsR_rep:2,0.11391307,0.0048670960000000004
ampC_mutation:PA_Cef_taz_wt:1,1.377530884,0.45357558800000003
ampC_mutation:PA_mutS_Cef_taz:1,0.7036491220000001,0.5638914700000001
ampC_mutation:PA_mutS:1,-2.659030511,0.160852197
ampC_mutation:PA_mutS:2,-2.004390211,-0.326110379
ampC_mutation:PA_mutS:3,-1.025653338,0.679054991
ampC_mutation:PA_Cef_taz_wt:2,-1.377530884,-0.45357558800000003
ampC_mutation:PA_mutS_Cef_taz:2,-1.876400966,-0.13705529600000002
ampC_mutation:PA_mutS:4,-0.8837767830000001,0.32326483500000003
ampC_mutation:PA_mutS:5,-1.053572012,-0.818486094
ampC_mutation:PA_mutS:6,-0.964507423,0.15938580800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.431669672,-0.11000665300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.625725415,0.11149078500000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.838325831,-0.81877764
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-1.214351913,-1.047787627
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.297043938,-0.22145335600000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.625135043,0.21868358300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.135216106,0.001285642
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.38863255700000005,0.654078739
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.34733355200000005,0.693824442
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,0.044890136000000004,-0.38963139900000004
n-alkanes_treatment:PA_alkane:1,-12.44539609,-1.6517848270000002
n-alkanes_treatment:PA_alkane:2,-11.60161062,-2.004604607
n-alkanes_treatment:PA_Glycerol:1,0.43831054100000005,0.08723979500000001
n-alkanes_treatment:PA_Glycerol:2,-0.057213424000000006,0.12423816
n-alkanes_treatment:PA_Glycerol:3,-0.381097116,-0.21147795500000002
Catabolise_Nucleic_Acids:L_asp:1,5.425319673,0.598620857
Catabolise_Nucleic_Acids:L_asp:2,6.950865532,0.581486198
Catabolise_Nucleic_Acids:DNA_1:1,-0.047150581000000004,0.053752653000000004
Catabolise_Nucleic_Acids:DNA_1:2,0.096941343,-0.007203027000000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.049790762,-0.046549627
cysB_mutant:PAO1HH_wt:1,0.6721486710000001,-0.18280195800000001
cysB_mutant:PAO1HH_wt:2,-0.6721486710000001,0.18280195800000001
cysB_mutant:cysBHH:1,-4.982939691,-0.04965237
cysB_mutant:cysBHH:2,-4.764374433,-0.29681455100000004
cysB_mutant:cysBHH:3,-4.779333114,0.13724823800000002
ersA_knockout:delersA:1,-0.38791740500000005,0.16940827600000002
ersA_knockout:delersA:2,-0.887947025,0.10057776600000001
ersA_knockout:wt_BHI:1,0.139499604,0.18181038400000002
ersA_knockout:wt_BHI:2,-0.139499604,-0.18181038400000002
Farnesol_treatment:RNA of 0-1F_L:1,-0.155998761,0.0018474070000000001
Farnesol_treatment:RNA of 0-1F_L:2,0.12530652,0.028711891000000003
Farnesol_treatment:RNA of 0-1F_L:3,0.030692242,-0.030559299
Farnesol_treatment:RNA of 6-F_L1:1,-0.037540712000000004,0.176980027
Farnesol_treatment:RNA of 6-F_L1:2,-0.7408554260000001,0.29426607
Farnesol_treatment:RNA of 6-F_L1:3,0.505306397,-0.007771888
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.747284685,-0.038794825000000005
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,3.184664282,0.3640824
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-7.25631842,-0.746203817
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-6.683272182,-0.06889714400000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.751323215,-0.25639043
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-7.708554997,-0.570170244
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.512792989,-0.039519346000000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.512792989,0.039519346000000004
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.08922314,-0.5170849740000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.851210534,0.304234936
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.22211049800000002,0.0058302
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,1.548837163,0.061029980000000005
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.830471245,-0.44682289000000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.724381122,0.02046579
Metabolic_fitness_plasmid:PAO1_pBS228:1,-0.989994173,-0.47754426800000005
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.9811038,-0.24321684600000001
Metabolic_fitness_plasmid:PAO1_RmS149:1,2.685024926,-0.259382198
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.576943386,-0.151415826
mexZ_knockout:del_mexZ:1,1.055387087,-0.063714297
mexZ_knockout:del_mexZ:2,-0.081568847,-0.329911365
mexZ_knockout:del_mexZ:3,0.34612441,-0.052181523
mexZ_knockout:wt_LB:1,-0.9454775240000001,0.16783535800000002
mexZ_knockout:wt_LB:2,0.10810691700000001,-0.18487556600000002
mexZ_knockout:wt_LB:3,0.8373706070000001,0.017040209
Mucin_glycans:ABTGC:1,0.6801965870000001,0.22498389600000002
Mucin_glycans:ABTGC:2,-0.173373922,-0.200750065
Mucin_glycans:ABTGC:3,-0.174390933,-0.022081501
Mucin_glycans:ABTGC:4,-0.064411308,0.11018459600000001
Mucin_glycans:ABTGC:5,-0.26802042400000003,-0.112336928
Mucin_glycans:MUC5B:1,-1.408312804,-0.872634314
Mucin_glycans:MUC5B:2,-1.181783113,-0.542103683
Mucin_glycans:Glycans:1,0.515671176,0.128201486
Mucin_glycans:Glycans:2,-0.261492429,-0.187406348
NC_002516.2:Planktonic_total_RNA_Rep:1,0.38660126,0.104271687
NC_002516.2:Planktonic_total_RNA_Rep:2,0.7039300430000001,0.341483965
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.0905313030000001,-0.445755652
NC_002516.2:Biofilm_total_RNA_Rep:1,1.923280869,-0.503463907
NC_002516.2:Biofilm_total_RNA_Rep:2,1.685551823,-0.6593158480000001
Zinc_treatment:PA_Zn:1,-0.632921552,-0.499420556
Zinc_treatment:PA_Zn:2,-0.596009898,-0.5950038999999999
Zinc_treatment:PA_Zn:3,-1.7736508670000002,-0.569835092
Zinc_treatment:PA_Zn_wt:1,-0.06501014100000001,0.040648958000000006
Zinc_treatment:PA_Zn_wt:2,0.06501014100000001,-0.040648959000000005
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.5018384960000001,-0.136812457
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.5018384960000001,0.136812456
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,0.506042608,1.7155010860000002
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,1.476304166,0.451728414
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,1.121754862,0.505019894
Paeru_PRECISE:CAMHB_wt:1,-6.635395099,-0.924202476
Paeru_PRECISE:CAMHB_wt:2,-5.725518008,-0.823726912
Paeru_PRECISE:CAMHB_wt:3,-5.742540537,-0.9077855330000001
Paeru_PRECISE:CAMHB_wt:4,-5.836225159,-0.753250131
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.168792239,0.097781541
