,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,7.06854868405,0.04586947857517886,2.0,0.0,7.0361140647,5.0,7.1009833034,,
1,U01-Set001__USA300 LAC CA-MHB Control,7.1370744009,0.019583583085942893,2.0,1.0,7.1509220853,6.0,7.1232267165,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.01503598775,0.07223966041491559,2.0,2.0,7.0661171415,7.0,6.963954834,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.99137185995,0.06042480059136664,2.0,3.0,6.9486450737,8.0,7.0340986462,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.207002499050001,0.04915682323350551,2.0,4.0,7.172243376,9.0,7.2417616221,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.170814393,0.06020757265057034,2.0,10.0,7.2133875759,29.0,7.1282412101,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.0946147782,0.06323174941834425,2.0,11.0,7.0499031794,30.0,7.139326377,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.1326954519,0.04325068874135395,2.0,12.0,7.1021125966,31.0,7.1632783072,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.99902904825,0.014290473120684467,2.0,13.0,7.0091339387,14.0,6.9889241578,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.060035936549999,0.008093651768402953,2.0,15.0,7.0657590126,18.0,7.0543128605,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,6.9898894154,0.18068703935437624,2.0,16.0,6.8621243846,19.0,7.1176544462,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.163226009600001,0.003285278916575995,2.0,17.0,7.1609029666,20.0,7.1655490526,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,6.98967788925,0.18199161282834603,2.0,21.0,6.8609903857,24.0,7.1183653928,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,6.7532884930999995,0.01374627037756471,2.0,22.0,6.7435684121,25.0,6.7630085741,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,6.833183656099999,0.011178984858178804,2.0,23.0,6.8410883921,26.0,6.8252789201,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,6.8215037116,0.05254542240091737,2.0,27.0,6.8586589361,28.0,6.7843484871,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,7.1437160126000006,0.050901232823143835,2.0,32.0,7.1077234057,33.0,7.1797086195,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.12129991595,0.12013674003727119,2.0,34.0,7.0363504124,38.0,7.2062494195,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.1710387771,0.19057987461790127,2.0,35.0,7.0362784554,39.0,7.3057990988,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.9721530321500005,0.0005894186862420701,2.0,36.0,6.9725698141,40.0,6.9717362502,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,6.9886640172500005,0.015758850779653468,2.0,37.0,6.9998072075,41.0,6.977520827,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.19996848285,0.04919064853491126,2.0,42.0,7.234751524,45.0,7.1651854417,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,7.1237099755,0.02690821882385576,2.0,43.0,7.1046829915,46.0,7.1427369595,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,7.075231305,0.044895491522128635,2.0,44.0,7.1069772115,47.0,7.0434853985,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,7.66135238315,0.2262436521702585,2.0,48.0,7.8213308038000005,52.0,7.5013739625,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.4993646283,0.01953675734352122,2.0,49.0,7.4855500547,53.0,7.5131792019,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,7.5533918229,0.06002001738518713,2.0,50.0,7.5109512616,54.0,7.5958323842,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,7.6609062767000005,0.004959800688256102,2.0,51.0,7.6644133854,55.0,7.657399168,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,6.7802092214,0.02292588422472422,2.0,56.0,6.7964202696000005,57.0,6.7639981732,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,6.81386053965,0.020236968772930998,2.0,58.0,6.8281702375,59.0,6.7995508418,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,7.4319801148,0.025591069102229906,2.0,60.0,7.4138844963,61.0,7.4500757333,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,7.2657693583,0.0022798022065275126,2.0,62.0,7.2641572947,63.0,7.2673814219,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,6.9084545536499995,0.19298077501253658,2.0,64.0,6.771996539,65.0,7.0449125683,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,6.6187254819,0.19814702309160348,2.0,66.0,6.7588365856,67.0,6.4786143782,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,7.16049993715,0.005857636583614801,2.0,68.0,7.1646419117,69.0,7.1563579626,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,6.8762980462000005,0.12299911910624776,2.0,70.0,6.9632715574,71.0,6.789324535,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,7.4996213037,0.02621841141007139,2.0,72.0,7.5181605202,73.0,7.4810820872,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,7.269628344699999,0.05772856799860171,2.0,74.0,7.2288080828,75.0,7.3104486066,,
38,ICA-Set002__USA300 LAC CA-MHB Control,7.38551804075,0.12789962952729864,2.0,76.0,7.2950793454,77.0,7.4759567361,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,7.46094057375,0.0034542191009700866,2.0,78.0,7.4633830755,79.0,7.458498072,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,7.3639404043,0.01802064997682205,2.0,80.0,7.3766829281,81.0,7.3511978805,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,7.5142496021500005,0.09355674165504468,2.0,82.0,7.4480949957,83.0,7.5804042086,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,7.4123753809,0.013741641515153814,2.0,84.0,7.4220921888,85.0,7.402658573,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,7.6130095636,0.02081436593678626,2.0,86.0,7.6277275429,87.0,7.5982915843,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,7.5497975857,0.08505859652353194,2.0,88.0,7.4896520753,89.0,7.6099430961,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,7.22769620485,0.06757570302156948,2.0,90.0,7.179912967,91.0,7.2754794427,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,7.9814777752,0.22512055213624743,2.0,92.0,7.8222935062,93.0,8.1406620442,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,8.640374727649998,0.2878353589092577,2.0,94.0,8.8439050618,96.0,8.4368443935,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,7.73998497615,0.0843549692026836,2.0,95.0,7.6803370054,97.0,7.7996329469,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,7.8391710221499995,0.07699300331789224,2.0,98.0,7.8936132969,99.0,7.7847287474,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,7.65776246565,0.05047816058291134,2.0,100.0,7.622069016,101.0,7.6934559153,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,7.4922291884,0.11588893782420309,2.0,102.0,7.5741750422,103.0,7.4102833346,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,7.94863196775,0.05848562402499376,2.0,104.0,7.9899875491,105.0,7.9072763864,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,7.78522978435,0.006000983533038111,2.0,106.0,7.7809864482,107.0,7.7894731205,,
