,name,x,y,cog,color,link
meta,start,0.31837497016356386,,,,
b0002,thrA,337,-0.0011925147,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,0.0033334679,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,0.0101362021,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.00033492280000000003,Function unknown,#708090,
b0006,yaaA,5683,-0.0007268993,Function unknown,#708090,
b0007,yaaJ,6529,0.005579308900000001,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,0.0163944488,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,-0.0095945228,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,-0.0041349811,Function unknown,#708090,
b0011,yaaW,10643,-0.03155529,Function unknown,#708090,
b0012,mbiA,10830,0.0057564875,No COG annotation,#87cefa,
b0013,yaaI,11382,0.0034829874,Function unknown,#708090,
b0014,dnaK,12163,-0.0032141733,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0052611671,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0016125045,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,0.0016286697000000001,Function unknown,#708090,
b0019,nhaA,17489,-0.0008296141,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,0.0031949577000000002,Transcription,#f4a460,
b0021,insB-1,19811,0.0073874704,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.061854241100000006,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0009708942,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,0.0274341729,Function unknown,#708090,
b0025,ribF,21407,0.0002093911,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0014647948,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0011799786000000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.00269938,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.003346462,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,-0.006438712,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0004439868,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,0.0039210715000000005,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,-0.0068099778,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,0.0164030504,Transcription,#f4a460,
b0035,caiE,34781,-0.0033989663000000003,Function unknown,#708090,
b0036,caiD,35377,0.0240821536,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,0.025919869300000002,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,0.0135886814,Energy production and conversion,#90ee90,
b0039,caiA,39244,0.0011383327,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,0.0067255758,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0002275509,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.0130918813,Energy production and conversion,#90ee90,
b0043,fixC,44180,-0.021158980600000002,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.0115326429,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,-0.0198714891,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.0142760904,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.001274093,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,-0.0043773655,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,-0.0016181453,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,-0.010902838500000001,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.0108237343,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0058564692000000005,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,-0.0034025593,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,0.008205572000000001,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,0.0094018784,Function unknown,#708090,
b0057,yabQ,59121,-0.0050141362,No COG annotation,#87cefa,
b0058,rluA,59687,-0.0267201701,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0070355508,Transcription,#f4a460,
b0060,polB,63429,0.0013716655,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,0.0194453114,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,-0.013081667600000001,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,-0.0042876743000000005,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,0.0058445255,Transcription,#f4a460,
b0065,yabI,71351,-0.014550851,Function unknown,#708090,
b0066,thiQ,72229,0.0231855251,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,-0.0008433575,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,-0.0021306362,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.0077935742,Transcription,#f4a460,
b4662,sgrT,77388,0.0034980338,Energy production and conversion,#90ee90,
b0070,setA,77621,-0.0080200194,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,0.024677765,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,0.0088661486,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0020775644,Energy production and conversion,#90ee90,
b0074,leuA,81958,-0.0219752216,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.0015183820000000002,Transcription,#f4a460,
b0077,ilvI,85630,-0.0086200034,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,-0.0151147932,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.0046425447,Transcription,#f4a460,
b0081,mraZ,89634,0.0085004989,Transcription,#f4a460,
b0082,rsmH,90094,0.0074748909,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,-0.010895990500000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,-2.66651e-05,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.0064636981,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,0.0005833681,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,0.0079339805,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,0.0054975569000000005,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,0.0001383633,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.0022516385,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,0.0006300411000000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,0.0034992003,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,-0.0064022752,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.008948741000000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,0.0060781498,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,-0.0043071294,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,-0.0156424819,Function unknown,#708090,
b0098,secA,108279,0.0061322869000000006,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0099,mutT,111044,0.0083142805,"Replication, recombination and repair",#ff00ff,
b0101,yacG,111649,0.0025064538,Function unknown,#708090,
b0102,zapD,111856,-0.001527624,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0103,coaE,112599,-0.0013975647,Nucleotide transport and metabolism,#00bfbf,
b0104,guaC,113444,-0.0249035812,Nucleotide transport and metabolism,#00bfbf,
b0106,hofC,114522,-2.18891e-05,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0107,hofB,115714,0.008186045000000001,Cell motility,#da70d6,
b0108,ppdD,117109,0.0054426808,Cell motility,#da70d6,
b0109,nadC,117752,0.0010231218,Nucleotide transport and metabolism,#00bfbf,
b0110,ampD,118733,0.0141042686,Defense mechanisms,#d3d3d3,
b0111,ampE,119281,0.0178989697,Defense mechanisms,#d3d3d3,
b0112,aroP,120178,-0.018240188600000002,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0113,pdhR,122092,0.0023434235,Transcription,#f4a460,
b0114,aceE,123017,-0.0021314307,Nucleotide transport and metabolism,#00bfbf,
b0115,aceF,125695,0.0043043075,Nucleotide transport and metabolism,#00bfbf,
b0116,lpd,127912,0.0043412394,Nucleotide transport and metabolism,#00bfbf,
b0117,yacH,129407,0.0033466118,Cell wall/membrane/envelope biogenesis,#c71585,
b0118,acnB,131615,-0.0067217802,Energy production and conversion,#90ee90,
b0119,yacL,134388,0.0072471686,Function unknown,#708090,
b0120,speD,134788,0.0287296831,Nucleotide transport and metabolism,#00bfbf,
b0121,speE,135598,0.0142164266,Amino acid transport and metabolism,#ff0000,
b0122,yacC,136570,-0.0074290426000000005,Function unknown,#708090,
b0123,cueO,137083,0.0092129731,"Secondary metabolites biosynthesis, transport, and catabolism",#1e90ff,
b0124,gcd,138835,-0.0008945178,Carbohydrate transport and metabolism,#ffc0cb,
b0125,hpt,141431,0.0021656733,Nucleotide transport and metabolism,#00bfbf,
b0126,can,142008,0.0099801622,Inorganic ion transport and metabolism,#0000ff,
b0127,yadG,142779,0.0022768856,Defense mechanisms,#d3d3d3,
b0128,yadH,143702,0.0046456808,Defense mechanisms,#d3d3d3,
b0129,yadI,144577,-0.0056752604,Carbohydrate transport and metabolism,#ffc0cb,
b0130,yadE,145081,0.0205587892,Carbohydrate transport and metabolism,#ffc0cb,
b0131,panD,146314,0.0094026428,Coenzyme transport and metabolism,#008000,
b0132,rpnC,146968,-0.0168355422,"Replication, recombination and repair",#ff00ff,
b0133,panC,147944,0.0044227897000000006,Coenzyme transport and metabolism,#008000,
b0134,panB,148807,-0.0007463018,Coenzyme transport and metabolism,#008000,
b0135,yadC,149715,0.0089668413,Cell motility,#da70d6,
b0136,yadK,151003,0.0132755688,Cell motility,#da70d6,
b0137,yadL,151626,-0.0026257272,Cell motility,#da70d6,
b0138,yadM,152243,-0.0098973282,Cell motility,#da70d6,
b0139,htrE,152829,0.0054502395000000006,Cell wall/membrane/envelope biogenesis,#c71585,
b0140,yadV,155461,0.0060086412,Cell wall/membrane/envelope biogenesis,#c71585,
b0141,yadN,156299,0.012347194,Cell motility,#da70d6,
b0142,folK,157253,-0.023890916,Coenzyme transport and metabolism,#008000,
b0143,pcnB,157729,-0.0051763269,Nucleotide transport and metabolism,#00bfbf,
b0144,gluQ,159186,-0.0054600544,"Translation, ribosomal structure and biogenesis",#000000,
b0145,dksA,160149,-0.0022730053,Signal transduction mechanisms,#00ff00,
b0146,sfsA,160782,0.015535235500000001,Transcription,#f4a460,
b0147,thpR,161501,0.0015330897,"Translation, ribosomal structure and biogenesis",#000000,
b0148,hrpB,162105,0.017767189000000003,"Replication, recombination and repair",#ff00ff,
b0149,mrcB,164730,0.0083162971,Cell wall/membrane/envelope biogenesis,#c71585,
b0150,fhuA,167484,-0.0126034291,Inorganic ion transport and metabolism,#0000ff,
b0151,fhuC,169778,-0.0187771095,Inorganic ion transport and metabolism,#0000ff,
b0152,fhuD,170575,0.0036653575000000003,Inorganic ion transport and metabolism,#0000ff,
b0153,fhuB,171462,-0.0101878274,Inorganic ion transport and metabolism,#0000ff,
b0154,hemL,173602,0.0007435335000000001,Coenzyme transport and metabolism,#008000,
b0155,clcA,175107,0.0164641395,Inorganic ion transport and metabolism,#0000ff,
b0156,erpA,176610,0.0119750519,Energy production and conversion,#90ee90,
b0157,yadS,177001,0.0213319108,Function unknown,#708090,
b0158,btuF,177662,0.0169528427,Inorganic ion transport and metabolism,#0000ff,
b0159,mtn,178455,-0.012069556,Nucleotide transport and metabolism,#00bfbf,
b0160,dgt,179237,0.0139873116,Nucleotide transport and metabolism,#00bfbf,
b0161,degP,180884,-0.0025012813000000003,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0162,cdaR,182463,-0.0065007863,Transcription,#f4a460,
b0163,yaeH,183709,-0.0028733261000000003,Function unknown,#708090,
b0164,yaeI,184257,-0.0049292746,Function unknown,#708090,
b0166,dapD,185123,-0.0025540254000000003,Amino acid transport and metabolism,#ff0000,
b0167,glnD,185978,-0.0025090735000000003,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0168,map,188712,0.0078904849,Amino acid transport and metabolism,#ff0000,
b0169,rpsB,189874,0.0087150903,"Translation, ribosomal structure and biogenesis",#000000,
