,A,ArgR
R2,,0.3435790504543417
xmin,,-2.790716536
xmid,,
xmax,,0.988781738
ystart,,-13.282827297650435
yend,,3.7932747230098074
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.4818926538,0.14684929700000002
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.4818926538,-0.14684929700000002
AB569_EDTA_NaNO2:NaNO2:1,-2.5573012232,-0.23869172300000002
AB569_EDTA_NaNO2:NaNO2:2,-2.4328719578999998,-0.73855762
AB569_EDTA_NaNO2:EDTA:1,-0.7931142356,-0.9425099840000001
AB569_EDTA_NaNO2:EDTA:2,0.0117886945,-0.641915467
AB569_EDTA_NaNO2:EDTA:3,-0.23787955030000002,-1.010049455
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.4294232113,-1.298399704
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.8014884052,-1.067836199
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0775494131,0.005666619
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0775494131,-0.005666619
Anthranilate_metabolism_GntR_AntP:antP:1,2.0263886856,-0.21621751900000002
Anthranilate_metabolism_GntR_AntP:antP:2,1.9335333512,-0.11442827700000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0695849973,-0.08373136
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0695849973,0.08373136
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.6594369255,-0.706645497
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.037201309200000005,-0.23673591500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.5553833101,0.419768825
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.1494015317,0.567603473
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.1807879491,-1.67990864
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.0965361076,-1.7039790099999998
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.392551955,-1.726185102
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,1.0268599433,-1.6940491670000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.2046984084,0.6148357870000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.43718610080000003,0.19187947700000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.7488337752,0.050813423
Catabolise_Nucleic_Acids:L_asp:1,1.3112542549000001,0.35217257900000004
Catabolise_Nucleic_Acids:L_asp:2,4.1508660641,0.415948087
Catabolise_Nucleic_Acids:DNA_1:1,-0.14430286,0.018587325000000002
Catabolise_Nucleic_Acids:DNA_1:2,0.33168926130000004,0.14278727600000002
Catabolise_Nucleic_Acids:DNA_1:3,-0.1873864013,-0.161374601
Catabolite_repression:del_hfq_crc_wt:1,-0.1618153544,-0.152035728
Catabolite_repression:del_hfq_crc_wt:2,0.1618153544,0.152035728
Catabolite_repression:delHfq:1,0.5675459545,-0.775689814
Catabolite_repression:delHfq:2,0.6772330223,-0.8134106990000001
Catabolite_repression:deldcrc:1,0.0084947741,-0.571235146
Catabolite_repression:deldcrc:2,0.3175187358,-0.6405887060000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.381391385,0.090734678
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.1536450427,-0.09100255900000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.2277463424,0.00026788100000000003
Diallyl_disulphide_treatment:PAO1_DDS:1,3.0633338852,-1.91799492
Diallyl_disulphide_treatment:PAO1_DDS:2,0.8381304844,-2.042190478
Diallyl_disulphide_treatment:PAO1_DDS:3,2.4171975566,-1.7867532320000001
Dispersed_cells:PAO1_dispersed_wt:1,0.29230277200000004,0.20357319100000001
Dispersed_cells:PAO1_dispersed_wt:2,-0.29230277200000004,-0.20357319100000001
Dispersed_cells:PyhjH_dispersed:1,2.4984753306,-0.06601256500000001
Dispersed_cells:PyhjH_dispersed:2,1.4155691872,0.252924651
Dispersed_cells:PA01_Planktonic:1,1.4449466865,0.13639657400000002
Dispersed_cells:PA01_Planktonic:2,1.4853302746,-0.053775691
Dispersed_cells:PAO1_Biofilm:1,0.480015307,0.767361619
Dispersed_cells:PAO1_Biofilm:2,0.5935004319,0.9440385990000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-3.6051497145,-0.18916443300000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-3.7349946235,-0.293291038
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-3.4533925848,-0.380644606
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.1665284111,-0.040150032
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.3262359219,-0.009167021000000001
