,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,8.164932522400001,0.026463216303200744,2.0,0.0,8.1462202027,5.0,8.1836448421
1,U01-Set001__USA300 LAC CA-MHB Control,8.7336305424,0.009937374364036907,2.0,1.0,8.7406573272,6.0,8.7266037576
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,8.35326294315,0.04514164833271238,2.0,2.0,8.3213429775,7.0,8.3851829088
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,8.22248354315,0.029572538273371314,2.0,3.0,8.2433944855,8.0,8.2015726008
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,8.449261726100001,0.03408370509409925,2.0,4.0,8.4733625451,9.0,8.4251609071
5,U01-Set000__USA300 TCH1516 CA-MHB Control,12.193732924799999,0.03896475303739275,2.0,10.0,12.1661806837,29.0,12.2212851659
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,12.13918164215,0.06940219307139298,2.0,11.0,12.0901068808,30.0,12.1882564035
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,12.1406239999,0.10716766253159174,2.0,12.0,12.064845019,31.0,12.2164029808
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.15674014865,0.2227132848107324,2.0,13.0,7.3142222226,14.0,6.9992580747
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.382212022999999,0.3019811827312489,2.0,15.0,7.1686790809,18.0,7.5957449651
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.58516773935,0.09620877802337542,2.0,16.0,7.51713786,19.0,7.6531976187
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.32826660065,0.2163363537446308,2.0,17.0,7.1752936979,20.0,7.4812395034
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,7.8688243226,0.03404040880446581,2.0,21.0,7.8447541187,24.0,7.8928945265
