k,name,in_iM,gene_weight,regulator,function,category
19,Arginine,False,-0.033167647014306384,,Arginine biosynthesis,Amino Acid & Nucleotide Biosynthesis
9,HMG-CoA,False,0.032641714035227386,,,Misc Metabolism
24,FadR-KO,False,0.02372676382791784,,Accounts for fadR knock-out,Genomic
21,translation-2,False,-0.0227406817894471,,,Other Functional
4,Riboflavin,False,-0.022217690191324708,,,Vitamin B
14,Phenylacetate,False,0.02119153363875868,,,Misc Metabolism
38,Ammonium-Uptake,False,-0.020471184237138545,,,Other Functional
2,SoxL2N,False,-0.017454157010052568,,Cytochrome Oxidase bc1 complex (SoxL2N---CbsAB---OdsN),Other Functional
31,TCA-BCAA,False,-0.017317631758190576,,,Amino Acid & Nucleotide Biosynthesis
5,niacin-transport,False,-0.017216954798173742,,,Vitamin B
7,carbon-fixation,False,0.017052841809322053,,,Misc Metabolism
27,ArnRAB,False,0.016893355143863233,ArnR+ArnR1+ArnA+ArnB,Archaellum formation operon,Other Functional
39,carotenoid,False,0.016414345001618383,,,Other Functional
33,DARC,False,0.01631020476804721,,Unknown Function,Uncharacterized
41,Thiamin,False,0.015958052109331204,,,Vitamin B
23,sulfur-assimilation,False,-0.013612199845107108,,,Amino Acid & Nucleotide Biosynthesis
0,pseudogene,False,-0.013485726008611757,,,Genomic
15,single_gene_1,False,-0.012799193953183208,,,Uncharacterized
44,Gly-Ser-Thr,False,-0.009911254433776816,,,Amino Acid & Nucleotide Biosynthesis
10,Purine,False,-0.009741734789344092,,,Amino Acid & Nucleotide Biosynthesis
36,Quinolinate,False,-0.009561091269166088,,,Other Functional
1,heat-stress,False,-0.009026695585336027,,,Stress Response
40,single_gene_4,False,0.008639775568015156,,,Uncharacterized
16,single_gene_2,False,-0.008019152565340325,,,Uncharacterized
37,aromatic-degradation,False,0.007905750539457121,,,Misc Metabolism
6,cold-stress,False,0.007614034019715408,,,Stress Response
35,translation-related,False,-0.007200087752304112,,,Other Functional
11,XylR-SoxM,False,-0.00698359190751444,XylR,,Misc Metabolism
12,YtrA,False,-0.006763640903208883,YtrA,,Other Functional
42,unchar-3,False,0.006685289649199161,,Unknown Function,Uncharacterized
13,LysM,False,0.005680177792821919,LysM,Lysine biosynthesis,Amino Acid & Nucleotide Biosynthesis
28,single_gene_3,False,0.0047806880660334755,,,Uncharacterized
3,fatty-acid-related,False,-0.0040366128114195645,,,Misc Metabolism
29,FadR,False,-0.004016053053905335,FadR,Fatty acid degradation,Misc Metabolism
32,UV-related,False,0.003947845796184703,,,Stress Response
18,UV-tfb3,False,0.0038910688883469296,tfb3,tfb3-dependent UV stress response,Stress Response
43,single_gene_5,False,0.0038774716528076703,,,Uncharacterized
30,SoxLABCD,False,0.003765402780691954,,SoxLABCD terminal oxidase gene cluster,Other Functional
26,4-HPA,False,-0.0030757671766466514,,4-hydoxyphenylacetate,Misc Metabolism
22,unchar-1,False,-0.002744776116398284,,Unknown Function,Uncharacterized
8,Fe-S-lipoylation,False,0.0018854721311975988,,,Other Functional
34,Replication,False,-0.0013909360637002538,,Replication and Cell Division,Other Functional
17,translation-1,False,0.0011402004624034,,,Other Functional
25,Cobalamin,False,-0.0010393539271956439,,,Vitamin B
20,Pyroglutamate,False,-0.00011411680895852663,,,Amino Acid & Nucleotide Biosynthesis
