,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-3.3486792905,0.1680220111885135,2.0,0.0,-3.229869787,5.0,-3.467488794,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.2809341068214031,2.0,1.0,-0.19865041200000003,6.0,0.19865041200000003,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.9965358395000001,0.5219302039229562,2.0,2.0,1.6274754530000002,7.0,2.365596226,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.091898209,0.16243728819466344,2.0,3.0,1.977037701,8.0,2.206758717,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-1.6553325655,0.8354128502469498,2.0,4.0,-2.246058657,9.0,-1.064606474,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.9464952247953147,2.0,10.0,1.3763799730000001,29.0,-1.3763799730000001,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.12117278749999999,1.5802621318734122,2.0,11.0,1.238586857,30.0,-0.9962412820000001,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.9359673995000001,0.7223691556781208,2.0,12.0,1.446759528,31.0,0.425175271,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.486967101,1.8320403671227665,2.0,13.0,3.191518934,14.0,5.782415268,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.8187300849999999,0.029966916686109,2.0,15.0,1.797540275,18.0,1.839919895,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.22069086100000002,0.6292414990751115,2.0,16.0,0.665631792,19.0,-0.22425007,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,4.3884955009999995,0.9528852203472812,2.0,17.0,3.7147039,20.0,5.062287102,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-1.7410384335,1.1654720452788077,2.0,21.0,-2.56515162,24.0,-0.9169252470000001,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-3.3330266660000003,0.8948488090274277,2.0,22.0,-2.700273005,25.0,-3.965780327,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,3.5115409189999998,4.910803535461926,2.0,23.0,6.9840034,26.0,0.039078438,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-3.8830963855,0.8531784145637284,2.0,27.0,-3.279808143,28.0,-4.486384628,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-2.1309042715,0.010552331979448867,2.0,32.0,-2.138365897,33.0,-2.123442646,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-2.9157584635,1.044930321924138,2.0,34.0,-3.65463578,38.0,-2.176881147,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-6.0200042445,0.4691543064306726,2.0,35.0,-6.351746436,39.0,-5.688262053,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-6.5019904010000005,0.22379591061827428,2.0,36.0,-6.343742795,40.0,-6.660238007,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-8.331861614000001,0.534651346951603,2.0,37.0,-8.709917207,41.0,-7.953806021,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-3.0828610075,0.07583798363525045,2.0,42.0,-3.029235455,45.0,-3.13648656,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,4.492168217,0.47753284932918383,2.0,43.0,4.829834933,46.0,4.154501501,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,10.435870756,4.231419445559863,2.0,44.0,7.443805372,47.0,13.42793614,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-13.98206372,0.3517534927081699,2.0,48.0,-13.73333644,52.0,-14.230791,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-14.489483435,0.8861633372381532,2.0,49.0,-13.86287133,53.0,-15.11609554,,
