,A,sigH
R2,,0.028198921323702053
xmin,,-2.8738657449
xmid,,-0.6531608560185441
xmax,,2.5959174634
ystart,,1.849832881211955
yend,,-4.293612590236665
AX:AX_10_MIC:1,2.233529464,0.0583772264
AX:AX_10_MIC:2,1.7476826080999999,0.1342711997
AX:AX_30_MIC:1,1.9501594121,0.103076394
AX:AX_30_MIC:2,1.2726141582000001,-0.023874720800000002
AX:QZ_10_MIC:1,2.2363270801,0.0765806745
AX:QZ_10_MIC:2,1.4616650394000001,0.0151449672
AX:QZ_30_MIC:1,1.7217398951,0.0032807742000000003
AX:QZ_30_MIC:2,1.7166455323,0.2081401239
AX:wt:1,0.1990838328,0.3483013232
AX:wt:2,-0.1990838328,-0.3483013232
ITM_04:00h_clinic_ctrl:1,2.2807816873,-0.30465752560000003
ITM_04:00h_clinic_ctrl:2,2.635200379,-0.36598790200000003
ITM_04:00h_h37rv_control:1,0.0653023592,-0.10331236020000001
ITM_04:00h_h37rv_control:2,-0.15365418250000001,-0.042317470100000004
ITM_04:00h_h37rv_control:3,0.08835182330000001,0.1456298303
ITM_04:06h_clinic_delam:1,4.0423593763,-1.0073581019
ITM_04:06h_clinic_delam:2,4.2671801785,-1.1289458684
ITM_04:06h_clinic_delam:3,4.16487257,-0.8239116669000001
ITM_04:06h_clinic_DMSO:1,2.6208497183,-1.0084564054
ITM_04:06h_clinic_DMSO:2,2.5972094783,-0.7858569042
ITM_04:06h_clinic_DMSO:3,2.2964869686,-1.048449355
ITM_04:06h_h37rv_delam:1,1.3788001603,-1.0660539273
ITM_04:06h_h37rv_delam:2,0.5408696564000001,-1.0405838943
ITM_04:06h_h37rv_delam:3,1.2205087917,-1.1815057387
ITM_04:06h_h37rv_DMSO:1,1.2513483624,-0.9422664307
ITM_04:06h_h37rv_DMSO:2,0.7706908973000001,-0.7348053946
ITM_04:06h_h37rv_DMSO:3,0.6220651535,-0.6623702048
ITM_04:24h_clinic_delam:1,2.520679828,-0.9979356082
ITM_04:24h_clinic_delam:2,2.6690909494,-1.089088914
ITM_04:24h_clinic_delam:3,2.8084717312,-1.307374409
ITM_04:24h_clinic_DMSO:1,2.834350253,-1.1483072521
ITM_04:24h_clinic_DMSO:2,3.0635527719,-1.3428662889
ITM_04:24h_clinic_DMSO:3,3.3377828319000002,-1.2229595377
ITM_04:24h_h37rv_delam:1,1.0512552394,-1.5392303591
ITM_04:24h_h37rv_delam:2,-0.1851806263,-1.4222940951
ITM_04:24h_h37rv_delam:3,0.09926336270000001,-1.5240568855
ITM_04:24h_h37rv_DMSO:1,3.4468721991,-1.7160331800000002
ITM_04:24h_h37rv_DMSO:2,3.1623723723,-1.361497108
JSF:DMSO:1,0.136928492,-0.0529820497
JSF:DMSO:2,0.27943756810000003,0.0638539899
JSF:DMSO:3,-0.31745336960000003,-0.0180583965
JSF:DMSO:4,-0.0989126905,0.0071864562
JSF:JSF_2019:1,4.126278515,-0.1453999322
JSF:JSF_2019:2,2.0703838344,-0.1533765702
JSF:JSF_2019:3,3.9326201586,-0.1523125876
JSF:JSF_2019:4,4.1832265393,-0.153426157
JSF:JSF_2026:1,-1.5206068138000002,-0.27789061200000004
JSF:JSF_2026:2,-2.3552695592,-0.2890163615
JSF:JSF_2026:3,-2.0450903605,-0.2133824799
JSF:JSF_2026:4,-1.8527161361000002,-0.2204069491
MTS1338:over_expression:1,-0.8505173437,0.311642762
MTS1338:over_expression:2,0.8505173437,-0.311642762
PAS:control:1,0.23121773480000002,0.1215466719
PAS:control:2,0.5398534452,-0.17407239100000002
PAS:control:3,-0.77107118,0.0525257191
PAS:treated:1,-6.852675296,1.0457034949
PAS:treated:2,-5.6279355319,1.1195981661
PAS:treated:3,-6.4681881635,0.9646039638
THP-1:24h_THP_B_enriched:1,-0.0801879357,-0.0030573447000000003
THP-1:24h_THP_B_enriched:2,0.0801879357,0.0030573447000000003
aminoimidazoles:02h_treated:1,2.8612692443,0.2251996675
aminoimidazoles:02h_treated:2,2.8454790431,0.0479498952
aminoimidazoles:24h_treated:1,1.911545946,0.4758324767
aminoimidazoles:24h_treated:2,2.1454998734,0.3266513561
aminoimidazoles:untreated:1,-0.1261209797,-0.0347839221
aminoimidazoles:untreated:2,-0.0346387559,-0.0124380476
aminoimidazoles:untreated:3,0.1607597356,0.047221969700000005
antibiotic:ctrl_24h:1,0.5677133152,-0.1861700957
antibiotic:ctrl_24h:2,0.1959109775,-0.0488938271
antibiotic:ctrl_24h:3,0.5880984232,-0.1553868706
antibiotic:ctrl_4h:1,0.2928414842,-0.030318012000000002
antibiotic:ctrl_4h:2,0.35481926420000004,-0.0251358674
antibiotic:ctrl_4h:3,-0.6476607484,0.0554538794
antibiotic:izd_4h:1,4.6343827275,-0.7322673601
antibiotic:izd_4h:2,4.1828710684,-0.7486637583
base:wt_glu_24:1,2.6195668493,-0.1349370674
base:wt_glu_24:2,5.3897114519,0.0033115637000000002
base:wt_glu_24:3,3.9894725309,-0.1574365249
base:wt_glu_6:1,-0.7042721535,0.16614693730000002
base:wt_glu_6:2,-0.5142382662,-0.0525764212
base:wt_glu_6:3,1.2185104197,-0.1135705162
base:wt_llac_24:1,4.1665631611,0.2194091257
base:wt_llac_24:2,3.4926447544,0.1549362847
base:wt_llac_24:3,2.9412753273,-0.2119390414
base:wt_llac_6:1,-5.1501806749,0.2094727743
base:wt_llac_6:2,-5.3446381008,-0.18084534870000002
base:wt_llac_6:3,-5.0091297861,0.1751563347
base:wt_pyr_24:1,2.3726148238,0.1908689321
base:wt_pyr_24:2,-0.6963425144000001,0.11857535150000001
base:wt_pyr_24:3,1.4464900678000001,0.25783479330000003
base:wt_pyr_6:1,-7.6318375861,-0.0450639575
base:wt_pyr_6:2,-6.0504341861,0.0730933945
base:wt_pyr_6:3,-6.1332239965,0.2079123907
biofilm:biofilm:1,2.9941803562000002,1.0363648464
biofilm:biofilm:2,3.037367747,1.0887329643
biofilm:planktonic:1,0.13020597,0.020518295000000002
biofilm:planktonic:2,-0.13020597,-0.020518295000000002
btz043:0_days_.006:1,0.1013179746,-0.025876005900000002
btz043:0_days_.006:2,0.4270000362,0.0346163615
btz043:0_days_.006:3,0.2420793181,-0.1433063631
btz043:0_days_control:1,0.0764481547,-0.009776712600000001
btz043:0_days_control:2,0.079068054,0.009893688900000001
btz043:0_days_control:3,-0.15551620870000002,-0.0001169762
btz043:1_days_.006:1,3.6221374942,0.9080463358
btz043:1_days_.006:2,3.6620054162,0.7354263471
btz043:1_days_.006:3,3.5428406733999998,0.8432966544
btz043:1_days_.006:4,3.6272729228,1.0545729628
btz043:1_days_control:1,3.3998185203,0.6572211906000001
btz043:1_days_control:2,3.3235518159,0.6604507003
btz043:1_days_control:3,3.6114190662,0.6498305268
btz043:1_days_control:4,3.4484851848,0.5611080664
clarithromycin:1_days_control:1,-0.0813938751,-0.012342837300000001
clarithromycin:1_days_control:2,-0.0811154503,-0.050948680600000004
clarithromycin:1_days_control:3,0.16250932540000002,0.0632915178
cnpB:del:1,-0.5851472266000001,-0.4357673678
cnpB:del:2,-1.4895588251,0.059522652700000005
cnpB:del:3,-1.2570943087,-0.6930859921
cnpB:wt:1,0.3455192795,-0.19431377500000002
cnpB:wt:2,0.1560199959,0.21038820400000002
cnpB:wt:3,-0.5015392754,-0.016074429
csoR:ko:1,-0.45295527550000003,-0.21264067860000002
csoR:ko:2,0.5169241197000001,-0.33422600880000003
csoR:wt:1,-1.2364754024,0.0710033959
csoR:wt:2,1.2364754024,-0.0710033959
dap:0_days_25:1,0.2258185702,0.083878753
dap:0_days_25:2,0.3152769677,0.1222173436
dap:0_days_25:3,0.2096801158,0.0777061465
dap:0_days_25:4,0.1800639819,0.0531844276
dap:0_days_control:1,0.1106010655,0.08959280230000001
dap:0_days_control:2,-0.1090623995,-0.0132542969
dap:0_days_control:3,-0.0791425791,-0.0198422954
dap:0_days_control:4,0.0776039132,-0.05649621
dap:1_days_25:1,1.7453304086,-0.0357211407
dap:1_days_25:2,1.4157377885,0.0621399824
dap:1_days_25:3,1.5269763056999999,-0.012383754200000001
dap:1_days_25:4,1.3017715810000001,-0.057187391500000004
dap:1_days_control:1,1.5567129103,-0.1432633297
dap:1_days_control:2,1.6621491282,-0.0150445947
dap:1_days_control:3,1.476047541,-0.0788486036
dap:1_days_control:4,1.6744805425,-0.0857839039
degradosome:mutant_rnj:1,-1.5254294399,-0.4546251188
degradosome:mutant_rnj:2,-2.2844610714,-0.5507168177
degradosome:mutant_rnj:3,-1.1316212486000001,-0.462282956
degradosome:PNPase_ko:1,-12.4389774388,-0.1954937792
degradosome:PNPase_ko:2,-12.0935937682,-0.22807724310000002
degradosome:PNPase_ko:3,-12.5737706719,-0.1428016655
degradosome:Rnase_E_ko:1,-10.921528943,1.4241018748
degradosome:Rnase_E_ko:2,-10.7975148563,1.3359149168
degradosome:Rnase_E_ko:3,-10.1375094528,1.3478720273
degradosome:wt_cas9_ctrl:1,-0.1621713405,-0.7303858859
degradosome:wt_cas9_ctrl:2,4.0384415678,-0.7704462573
degradosome:wt_cas9_ctrl:3,1.7623903889,-0.8057664902
degradosome:wt_expn:1,0.2085645107,0.061678957900000005
degradosome:wt_expn:2,-0.09797628550000001,-0.0415773981
degradosome:wt_expn:3,-0.1105882252,-0.020101559800000002
delam:0_days_.09:1,0.35754256700000003,0.0344876269
delam:0_days_.09:2,0.6490226141000001,0.0457478625
delam:0_days_.09:3,0.18041647830000002,-0.0083630465
delam:0_days_.09:4,0.4209607165,0.0257386008
delam:0_days_control:1,-0.0805870192,-0.0288592977
delam:0_days_control:2,-0.2876484545,-0.0556976016
delam:0_days_control:3,0.3330480094,0.0425261646
delam:0_days_control:4,0.0351874643,0.0420307347
delam:1_days_.09:1,-0.19722319400000002,0.0683812198
delam:1_days_.09:2,-0.4353257665,-0.0249643822
delam:1_days_.09:3,-0.6310145396,-0.09523226230000001
delam:1_days_.09:4,-0.6429376086,-0.028212458000000003
delam:1_days_control:1,-0.9210371566000001,-0.20839534740000001
delam:1_days_control:2,-0.9098311941,-0.1217991375
delam:1_days_control:3,-0.7310922948,-0.1451239158
delam:1_days_control:4,-0.7640426579,0.0059771006
dg_inh:both:1,8.7441861678,-0.0274976892
dg_inh:both:2,8.4350881023,-0.15807490230000001
dg_inh:both:3,8.5271720546,-0.042264118100000005
dg_inh:dg:1,6.7156377825,0.0699982056
dg_inh:dg:2,6.3095930975,0.0184284403
dg_inh:dg:3,6.2571796343,-0.016058816
dg_inh:DMSO:1,0.057103166500000004,0.0189704335
dg_inh:DMSO:2,-0.5407966701,-0.0355433822
dg_inh:DMSO:3,0.4836935037,0.0165729487
dg_inh:inh:1,8.9626720954,-0.0290583648
