,BSU_20780
LBexp_1,9.2726
LBexp_2,9.9235
LBexp_3,9.2083
LBtran_1,8.8829
LBtran_2,8.9568
LBtran_3,8.831900000000001
LBstat_1,9.4732
LBstat_2,9.5609
LBstat_3,9.3668
LBGexp_1,9.4327
LBGexp_2,9.0002
LBGexp_3,9.4282
LBGtran_2,7.9744
LBGtran_3,8.8226
LBGstat_1,8.7975
LBGstat_2,8.4782
LBGstat_3,8.6207
S0_1,8.9918
S0_2,9.8018
S0_3,10.0015
S1_1,10.8078
S1_2,10.9143
S1_3,10.8863
S2_1,10.4709
S2_2,9.4259
S2_3,9.4275
S3_1,10.5128
S3_2,9.6539
S4_1,9.8863
S4_2,10.1531
S4_3,9.6351
S5_1,9.5642
S5_2,10.1575
S5_3,10.1344
S6_1,8.9601
S6_2,7.4961
S6_3,8.8431
S6/t_1,9.4905
S6/t_2,7.5241
S6_4,9.305
S6_5,9.5221
S6_6,9.6424
S7_4,10.3356
S7_5,10.3349
S7_6,10.4037
S8_4,9.9047
S8_5,10.0736
G135_1,9.0768
G135_3,8.2668
G150_1,8.6733
G150_2,9.1779
G150_3,9.0441
G180_1,8.8376
G180_2,9.0209
G180_3,8.9186
C30_1,10.6303
C30_2,10.6527
C90_1,10.3536
C90_2,9.9311
BI_1,9.568200000000001
BI_2,9.8583
BC_2,10.2268
BC/t_1,10.5087
BC/t_2,10.7664
BC_1,10.178
Sw_1,9.2451
Sw_2,10.0945
BT_1,9.3469
BT_2,9.1218
B36_1,8.8687
B36_2,8.6852
B60_1,8.1672
B60_2,8.7351
M9exp_1,9.909
M9exp_2,9.4814
M9exp_3,9.4752
M9tran_1,9.4846
M9tran_2,9.485
M9tran_3,9.241
M9stat_1,8.5479
M9stat_2,8.5943
M9stat_3,8.2779
M+G_1,9.9573
M+G_2,10.0538
M+G_3,10.0572
Glu_1,10.6237
Glu_2,10.2984
Glu_3,10.5756
Fru_1,10.7084
Fru_2,10.9102
Fru_3,10.2079
Mal_1,8.784
Mal_2,10.0332
Mal_3,9.8042
G+S_2,9.9812
G+S_3,10.270199999999999
Pyr_1,10.2341
Pyr_2,10.4199
