k,Name,in_iM,gene_weight,Regulator,Function,Category
35,Spo0A – Sporulation 1,False,0.06368132500000001,[Spo0A]  or  [DnaA],"Initiation of sporulation through sigma factor, transcription factor, and regulatory protein expression, as well as septum formation and chromosome anchoring",Sporulation
74,PhoP-2 – Phosphate Limitation 2,False,0.044606386000000005,PhoP  and  SigA,"Degradation of wall teichoic acid to salvage phosphate, synthesis of teichuronic acid to replace wall, high-affinity phosphate uptake.",Elements
26,Uncharacterized 6,False,0.044446093000000006,,5’ ends of tRNAs and independent transcripts,Uncharacterized
42,Noise – Carbon Source Transition 1,False,0.041117691000000005,,Likely accounting for noise in the carbon source transition experiments,Uncharacterized
31,Noise – S1210,False,-0.03955926,,Noisy independent transcript S1210,Uncharacterized
14,WapA – Intercellular Competition,False,-0.038805039,SigA  and  YvrHb  and  DegU  and  WalR,Activation of WapA and its operon of unknown genes for interspecies toxin delivery,Lifestyles
28,Noise – S415,False,0.037187635000000004,,Noisy independent transcript S415,Uncharacterized
58,PurR – Purines,False,0.034541503,PurR,"Synthesis of purine, xanthine and guanine uptake and conversion into purines",Other Organics
29,Noise – S1235,False,-0.033061419,,"Independent transcript S1235, behaves similar to late sporulation I-modulons",Uncharacterized
78,Empty 3,False,0.032196951,,Contains no genes,Uncharacterized
63,Noise – Carbon Source Transition 2,False,0.032100167,,Likely accounting for noise in carbon source transition and gluconnate experiments,Uncharacterized
67,CymR / NsrR – Sulfur and Nitrate Respiration,False,0.031640474,[SigA  and  CymR]  or  [ResD  and  SigA  and  NsrR],Import and utilization of sulfonate and cystine for cysteine production. Nitrite reduction,Multi-Purpose
21,StrRes – Translation,False,0.028232038,[stringent response]  or  [RplJ],"Production of ribosomes, translation initiation factors, ADP formation, protein processing and secretory machinery, DNA replication, RNA polymerase",Lifestyles
24,Uncharacterized 5,False,-0.0273907,,Contains many poorly characterized RNAs with noisy activity ,Uncharacterized
71,"TnrA + CodY – Leucine, Methionine, and Threonine",False,-0.025485755000000002,[TnrA  and  CodY  and  ThrR]  or  [TnrA  and  CodY  and  T-box  and  CcpA  and  SigA],"Synthesis and salvage of leucine, methionine, threonine",Amino Acids
9,ResD – Oxygen Limitation,False,-0.024916778,ResD,"Anaerobic nitrate respiration, bacteriocin production, heme, cytochrome, and ATP synthesis, copper homeostasis",Oxygen Limitation
45,Zur – Zinc Limitation,False,-0.024464092000000003,Zur,"Zinc uptake, zinc metallochaperones, alternatives to zinc-containing proteins",Elements
69,CymR – Sulfur,False,-0.024317707,CymR,"Sulfur metabolism in response to oxidative stress. Utilization and detoxification of S-(2-succino)cysteine, methionine-cysteine conversion, siroheme biosynthesis",Elements
61,FrlR – Amino Sugars,False,-0.024042906000000003,FrlR,Amino sugar uptake and metabolism,Carbon
36,AbrB – Transition State,False,-0.023562631,AbrB,"Various transition state roles: spore killing, antibiotic resistance, toxin production, metabolism, protein modification, and unknown proteins.",Lifestyles
5,Eps – Exopolymeric Substances,False,0.022028746000000002,SigA  and  AbrB  and  RemA  and  SinR,"Biosynthesis of tasA and extracellular polysaccharides, the major components of the biofilm",Lifestyles
54,DegU – Toxins and Colony Establishment,False,0.020121356,DegU,"Response to arrested flagellar motor. Secretion of yukE, a homolog of virulence factor EsxA. Production of antitoxins and putative toxin y-genes. Production of hydrophobic biofilm layer and lipoproteins for motility. Many unknown proteins.",Lifestyles
10,CcpA-2 – Low Glucose 2,False,0.019618613,[CcpA  and  SigA]  or  [CcpN],"Uptake, utilization, and regulation of alternative carbon sources: TCA intermediates, ribose, maltodextrin, galacto-oligosaccharides, acetoin, gluconate, etc. Suppression of glucose pathways. Stationary phase.",Carbon
27,SknR – Skin Element,False,0.019452682000000002,SknR,Prophage element that disrupts the SigK gene but also plays roles in preventing early germination and regulating proliferation. Unknown and toxin resistance genes.,Mobile Genes
39,MtrB – Tryptophan,False,0.019445848,MtrB,Biosynthesis of tryptophan,Amino Acids
13,SigK-1 – Sporulation 5,False,0.018599959000000003,SigK,"Production of spore coat and crust proteins, L-sulfolactate production, spore coat cross-linking, stress resistance, many unknown proteins",Sporulation
44,Rex – Overflow Metabolism,False,0.0178433,Rex,Overflow metabolism (LDH) and cytochrome BD oxidation  for respiration in anaerobic conditions,Oxygen Limitation
68,SigE / G – Sporulation 3,False,-0.01739118,[SigE]  or  [SigG],"Spore coat production, transcription factor and regulator expression, spore DNA protection, spore stress resistance",Sporulation
32,CzrA – Toxic Cation Export,False,-0.016906033,CzrA,"Resistance to Zn, Cu, Co, Ni, and Cd",Elements
18,ImmR – ICEBs1,False,-0.016441887000000002,ImmR,Mobile genetic element that participates in horizontal gene transfer,Mobile Genes
41,S-Box – Methionine,False,0.016250561,S-box,Methionine salvage and biosynthesis,Amino Acids
33,Uncharacterized 3,False,-0.015618183,,"Contains many poorly characterized RNAs with noisy activity but clear time correlations, especially in sporulation. May be indicative of overall decreased translational activity ",Uncharacterized
73,TnrA / PucR – Nitrogen Limitation,False,-0.015163354,[SigA  and  TnrA]  or  [SigA  and  PucR],"Ammonium uptake, utilization of nitrate and xanthine. Suggests nitrate limitation in the BT condition",Multi-Purpose
22,Spβ-1 – SP-β Prophage 1,False,0.014835558,,Temperature-responsive SP-beta prophage. Response to stressors such as cold and ethanol. Subset of  SPbeta Prophage 2.,Mobile Genes
55,Noise – LBGexp_1,False,-0.014540448000000001,,Likely accounting for noise in the first sample of LBG_exp. Top few RNAs are 5' UTRs of glucose metabolism genes,Uncharacterized
52,His – Histidine Synthesis,False,0.014472101000000001,YlxR,Synthesis of histidine,Amino Acids
76,Empty 2,False,0.014086155000000001,,Contains no genes,Uncharacterized
79,Alb – Antilisterial Bacteriocin,False,0.013064606000000001,Rok  and  ResD  and  AbrB  and  SigA,"Produces and exports subtilosin, which kills anaerobic listeria bacteria",Lifestyles
1,FadR – Fatty Acids,False,0.012249283000000001,FadR,Fatty acid degradation,Carbon
46,SigB-2 – General Stress 2,False,-0.012094288,SigB,Likely accounting for microarray saturation in the ethanol condition of I-modulon SigB 1 by negatively weighting highly expressed ethanol genes,Stress
37,Noise – Diamide 15,False,-0.011228678,,Likely accounting for noise in the diamide after 15 minutes and LBG exponential conditions,Uncharacterized
4,SigW – Cell Wall Stress,False,-0.010103929000000001,SigW,"Adaptation to membrane active agents such as cefuroxime, antimicrobials from B. amyloliquefaciens, sdpC, and nisin. Control of membrane fluidity. Contains many unknown proteins.",Stress
25,SigK-2 – Sporulation 6,False,-0.01010245,SigK,"Production of outermost spore coat and crust proteins, mother cell lysis",Sporulation
57,Fur – Iron Limitation,False,-0.010002524,Fur,"Production and transport of siderophores for iron chelation, replacement of ferredoxins in the ETC with flavodoxins, RNA chaperones for iron-limited conditions, heme degradation",Elements
43,Uncharacterized 2,False,0.009594876,,"Contains cold shock, sporulation onset, toxin, amino acid homeostasis, translataional, other proteins, many RNAs",Uncharacterized
75,HutP – Histidine Utilization,False,0.009566865,HutP,Histidine uptake and utilization,Amino Acids
11,ArsR+ – Diamide Stress,False,0.009214623,[ArsR]  or  [YodB]  or  [SigA  and  CtsR]  or  [SigA  and  CsoR],"Detoxification in response to: oxidative protein damage, arsenic, catechol, copper, toxic quinones",Multi-Purpose
7,SigB-1 – General Stress 1,False,-0.008682728,SigB,"Survival of general stressors including ethanol, salt, paraquat, heat, and freeze-thaw",Stress
6,MalR – Malate,False,-0.008398678,MalR,Malate uptake and utilization,Carbon
0,PchR – Pulcherrimin,False,-0.008355074,PchR,Extracellular synthesis and import of pulcherrimin for iron acquisition,Elements
8,Fnr – Nitrate Respiration,False,-0.0076941710000000005,Fnr  and  SigA,Nitrate respiration and nitrite extrusion,Oxygen Limitation
16,Ybc – Uncharacterized Operon,False,0.0076007520000000005,,Contains one subunit of NADH dehydrogenase with several unknown genes. Categorized as prophage. Responds to heat shock.,Stress
56,AhrC – Arginine,False,-0.00753305,AhrC  and  YlxR,Uptake and biosynthesis of arginine,Amino Acids
82,CcpA-1 – Low Glucose 1,False,-0.006980074,CcpA  and  SigA,"Uptake and utilization of alternative carbon sources: ribose, sucrose, salicin, beta-glucosides, lichenan,  glucomannon, trehalose, G3P, etc. High expression in exponential phase on LB media",Carbon
49,LexA – DNA Repair,False,-0.006826983,LexA,SOS response for DNA protection and repair,Stress
2,CodY – BCAA Limitation,False,-0.00646249,CodY,"Uptake of di-/oligopeptides, uptake of guanosine, cell wall metabolism",Amino Acids
62,Noise – S144,False,0.0061615260000000005,,"Likely accounting for noisey RNA S144, an independent transcript",Uncharacterized
80,LicR – Lichenan,False,-0.005712613,LicR,"Uptake, phosphorylation, and utilization of lechenin, a glucan found in soil",Carbon
59,FruR – Fructose,False,-0.005486867,FruR,Fructose uptake and utilization,Carbon
60,RocR / PutR – Arginine and Proline Utilization,False,0.005257105000000001,[SigL  and  AhrC  and  RocR]  or  [Spo0A  and  SigA  and  CodY  and  PutR],"Utilization of arginine, ornithine, citrulline and proline as carbon and energy sources",Amino Acids
51,ComK – Competence,False,0.00496697,ComK,"DNA transport, pseudopilus, recombination machinery, and regulatory proteins for competence",Lifestyles
20,"IolR / MelR – Inositol, Melibiose, and Acetoin",False,-0.0048452650000000005,[IolR]  or  [MelR]  or  [AcoR],"Uptake and utilization of inositol, melibiose/raffinose, and acetoin",Multi-Purpose
30,ManR – Mannose,False,0.0044772580000000005,ManR,Utilization of mannose for cell wall synthesis. Needed for exponential growth in LB media (absent glucose) or in the presence of fructose,Carbon
17,Uncharacterized 1,False,-0.0043467110000000005,,"Contains a SigE/SigG inhibitor, spore coat proteins, translational proteins, oxidative stress response, many RNAs",Uncharacterized
47,SigM – Membrane Stress,False,-0.004269061,SigM,"General stress proteins, alarmones, lipid carriers and flippases, DNA repair, inhibition of septation. Contains many UTRs and some unknown proteins.",Stress
70,Thi-Box – Thiamine,False,-0.003250302,Thi-box,Synthesis and uptake of thiamine,Other Organics
48,SigE – Sporulation 2,False,-0.003061241,SigE,"Spore maturation through core dehydration, nutrient transport and utilization, septum degradation, inner cortex synthesis, and regulator activation",Sporulation
50,PyrR – Pyrimidines,False,-0.00304555,PyrR,Synthesis of pyrimidines,Other Organics
81,"MtlR / AnsR – Mannitol, Asparagine, and Aspartate",False,0.00304432,[MtlR]  or  [AnsR  and  SigA],"Uptake and utilization of mannitol, degradation of asparagine and aspartate",Multi-Purpose
38,GlpP – Glycerol,False,-0.002489724,GlpP,Glycerol uptake and utilization,Carbon
34,Uncharacterized 4,False,-0.002280982,,Contains many poorly characterized RNAs with noisy activity ,Uncharacterized
72,LevR – Levan and Fructose,False,0.0021277780000000003,LevR,"Fuctose uptake and phosphorylation, degradation of the exopolysaccharide levan into fructose",Carbon
53,ComA – Surfactants,False,-0.0015781290000000002,[ComA  and  CcpA  and  TnrA]  or  [Abh  and  SigA  and  ComA  and  Spx  and  PhoP  and  CodY  and  PerR],"Activated during transition to stationary phase (quorum sensing), production of surfactant and exoenzymes to improve nutrient delivery in the biofilm, ComS for activation of competence ",Lifestyles
15,GerE / GerR – Mid-late Spore Coat,False,0.0014798970000000002,[SigK  and  GerE]  or  [SigK  and  GerR],"Production of spore coat and crust proteins. Omitted from sporulation analysis because all genes are contained by SigK1 & 2, and activity levels are very noisy in non-sporulating conditions.",Sporulation
12,Yrk – Putative Sulfur Carriers,False,-0.0010466260000000002,,Putative sulfur carriers. High activity under diamide stress,Elements
40,NadR / BirA – NAD and Biotin,False,0.0009156740000000001,[NadR]  or  [BirA],"Biosynthesis of NAD and biotin, plus safA & coxA sporulation proteins and repression of manganese uptake",Multi-Purpose
3,AcoR – Acetoin,False,0.000888297,AcoR,"Utilization of acetoin, extracellular energy storage",Carbon
77,PhoP-1 – Phosphate Limitation 1,False,0.0008535330000000001,PhoP  and  SigA,"High-affinity phosphate uptake, teichuronic acid production pseudogene.",Elements
66,SigG – Sporulation 4,False,0.0007681560000000001,SigG,"Calcium and nutrient delivery to the spore, endospore cortex maturation, lipoproteins, forespore-specific metabolic proteins, many unknown sporulation proteins, stress resistance, proteins required for germination",Sporulation
19,Empty 1,False,0.000652475,,Contains no genes,Uncharacterized
65,Xpf – PBSX Prophage,False,0.000616167,Xpf,Prophage element that induces production of bacteriocin and cell lysis in response to DNA-damaging agents,Mobile Genes
23,SigD – Motility,False,-0.000253566,SigD,"Production of flagella components and export machinery, chemotaxis receptors, use of extracellular energy (polyglutamic acid), regulation of swarming, sporulation inhibitors, cell wall turnover",Lifestyles
64,Spβ-2 – SP-β Prophage 2,False,-4.3299999999999995e-05,CsoR  and  SigA  and  SigK  and  SigE,"Temperature-responsive SP-beta prophage. Prophage, unknown, and putative metabolic genes. Response to mitomycin.",Mobile Genes
