,A,GltR,HexR
R2,,0.518410704642013,0.07430982101805439
xmin,,-8.425458548,-2.004604607
xmid,,-4.867962018361228,
xmax,,2.706951158,3.771630953
ystart,,-20.398440020000002,-7.118257199311115
yend,,10.652551361591817,9.583863790754153
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.643102323,0.08820760300000001,0.002006018
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.643102323,-0.08820760300000001,-0.002006018
AB569_EDTA_NaNO2:NaNO2:1,-0.18949285500000002,1.8738384730000002,0.755724713
AB569_EDTA_NaNO2:NaNO2:2,-1.056147291,2.090597742,0.735655987
AB569_EDTA_NaNO2:EDTA:1,-1.626802723,0.347759176,0.829886678
AB569_EDTA_NaNO2:EDTA:2,-0.8722652930000001,0.33295588800000003,1.158114998
AB569_EDTA_NaNO2:EDTA:3,-1.32227564,0.39115572600000004,0.691356949
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-1.4475395450000001,1.767301834,0.5209797380000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.8622527950000001,2.078240279,0.657254581
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.099609555,-0.230713996,0.035595887
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.099609555,0.230713997,-0.035595887
Anthranilate_metabolism_GntR_AntP:antP:1,1.771179123,-0.332161935,-1.042409768
Anthranilate_metabolism_GntR_AntP:antP:2,1.7421422240000002,0.14879177300000002,-0.863071499
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.058657484,-0.08092563,-0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.058657484,0.08092563,0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,4.97791382,0.6082881440000001,0.279538447
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.078590266,0.219064732,0.36135940600000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.375458902,-0.501920757,-0.396818651
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.21544572,-0.044104488000000004,-0.08844202400000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.005432805000000001,-1.3270469679999999,-1.27563974
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.035716743,-1.489219529,-1.056918206
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.294025835,-1.234037419,-1.124746818
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.085426311,-1.6774707050000002,-1.0826098769999999
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5011307110000001,-0.21634534800000002,-0.148050503
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.48868388900000004,-0.027905873,0.40312888700000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.710632433,0.247244651,0.466472671
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.057701108,0.171524793,0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.057701108,-0.171524794,-0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.416573248,-0.437930872,-0.550734116
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.138774889,-0.592596914,-0.698671071
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-3.158684654,-0.642292815,0.085218033
