,A,AcoR
R2,,0.4526301377262174
xmin,,-3.692930661
xmid,,
xmax,,3.437999036
ystart,,-6.636601614485218
yend,,7.2564828791448965
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.292710956,0.042275665000000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.292710956,-0.042275665000000004
AB569_EDTA_NaNO2:NaNO2:1,0.7622302249,1.875986369
AB569_EDTA_NaNO2:NaNO2:2,1.5743647627000001,2.171987412
AB569_EDTA_NaNO2:EDTA:1,1.5914107825000001,0.790118827
AB569_EDTA_NaNO2:EDTA:2,1.79397362,0.647016895
AB569_EDTA_NaNO2:EDTA:3,2.8021149193,0.452938135
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.064746394,2.148096079
AB569_EDTA_NaNO2:NaNO2_EDTA:2,3.3829862557,2.293325933
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.19903657600000002,-0.052311059
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.19903657600000002,0.052311059
Anthranilate_metabolism_GntR_AntP:antP:1,0.5624346172,-0.342154414
Anthranilate_metabolism_GntR_AntP:antP:2,-0.39696108620000004,-0.089887904
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.29982289300000003,-0.245240759
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.29982289300000003,0.245240759
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.1574033232,-0.354679375
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.7513049606000001,-0.043552622000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.9043146938,-0.365915427
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.7902787572000001,-0.009717287
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.7533197466,-3.267569456
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-7.0116459711,-3.261625182
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-7.6466730932,-3.168774309
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-8.260762006,-3.391851603
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.8045168084000001,0.050326915
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.2601516551,0.141654841
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.9518846148000001,0.257094039
Catabolise_Nucleic_Acids:L_asp:1,0.7406810771,1.730403522
Catabolise_Nucleic_Acids:L_asp:2,-3.1995911431,1.751811745
Catabolise_Nucleic_Acids:DNA_1:1,1.3910413544,0.23650087600000003
Catabolise_Nucleic_Acids:DNA_1:2,0.1618499347,-0.15526309400000002
