,name,x,y,cog,color,link
meta,start,0.080837864,,,,
PA0001,dnaA,483,-0.0014091680000000001,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,-0.000653535,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,0.010757291,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,0.00500261,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,0.001603943,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,-0.011204538,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,-0.00582525,Energy production and conversion,#708090,
PA0008,glyS,10434,0.001686713,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,0.010802015,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,0.008220724,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,0.001688164,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,-0.007611098,Function unknown,#0000ff,
PA0013,PA0013,15620,0.000580978,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,0.001565074,No COG annotation,#00bfbf,
PA0015,PA0015,16900,0.0034249190000000002,Cell motility,#da70d6,
PA0016,trkA,17366,0.003971365,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,0.005081009,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,0.005873118,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,0.00655468,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,0.002347924,Function unknown,#0000ff,
PA0021,PA0021,22872,0.000644468,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,-0.005586046000000001,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,0.001648722,Energy production and conversion,#708090,
PA0024,hemF,25736,0.006663689,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,0.007306572000000001,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,0.005810568,No COG annotation,#00bfbf,
PA0027,PA0027,28613,0.02651866,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,0.007027738,No COG annotation,#00bfbf,
PA0029,PA0029,30502,0.015769015,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,0.034894278,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,-0.022112477000000002,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,-0.0027220540000000002,Transcription,#000000,
PA0032a,PA0032a,35549,-0.000644221,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,0.01327449,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,0.010492652,Transcription,#000000,
PA0035,trpA,37087,0.003652886,Amino acid transport and metabolism,#ff0000,
PA0036,trpB,37890,-0.001188727,Amino acid transport and metabolism,#ff0000,
PA0037,trpI,39202,0.0041832020000000004,Transcription,#000000,
PA0038,PA0038,40190,0.005431016,Function unknown,#0000ff,
PA0039,PA0039,40589,0.008314403,Function unknown,#0000ff,
