,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,-5.204170427930421e-18,0.14251690526031405,4.0,0.0,0.1575976408,1.0,-0.0024117854,2.0,-0.1872493158,3.0,0.0320634604
1,2AA__del_ridA,-0.022965966100000002,0.058507576520249197,4.0,4.0,0.0383985726,5.0,-0.08178936170000001,6.0,-0.0632261667,7.0,0.014753091400000001
2,GC_MS__WT,0.0,0.06861789677295582,3.0,8.0,-0.035064031100000004,9.0,-0.044000911000000004,10.0,0.07906494210000001,,
3,GC_MS__del_slyA,-1.13747213215,0.02498938678023843,2.0,11.0,-1.155142297,12.0,-1.1198019673,,,,
4,Rho__WT,-4.625929269271485e-18,0.1106205298000075,3.0,13.0,0.0602294312,14.0,-0.12766579620000001,15.0,0.067436365,,
5,Rho__rho_Y80C,-0.0567807776,0.15229125824722684,3.0,16.0,0.1032584594,17.0,-0.1999130676,18.0,-0.0736877246,,
6,Rho__rho_K130Q,-0.2951926187666667,0.07693561112253802,3.0,19.0,-0.31589820300000004,20.0,-0.2100230682,21.0,-0.35965658510000004,,
7,flagella__WT,0.0,0.04259546818297861,2.0,22.0,0.0301195444,23.0,-0.0301195444,,,,
8,flagella__del_rfaL,-0.1566778556,0.07719054045615255,2.0,24.0,-0.102095901,25.0,-0.2112598102,,,,
9,flagella__del_rfaG,0.6186474784,0.038039791465249356,2.0,26.0,0.6455456729,27.0,0.5917492839,,,,
10,flagella__del_rfaD,1.3640439831,0.22874023104203428,2.0,28.0,1.5257877516,29.0,1.2023002146,,,,
11,nusG__WT_OD08,0.0,0.12129540230978586,2.0,30.0,-0.0857688015,31.0,0.0857688015,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-1.3194066556666666,0.057907606311865825,3.0,32.0,-1.2712938732999999,33.0,-1.3032491065,45.0,-1.3836769872,,
13,omv__spi2_ind_highOD_intracellularRNAs,-1.4881812549,0.18713697365720836,3.0,34.0,-1.4678732939,36.0,-1.3120265213,37.0,-1.6846439495,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.10904886280000002,0.07817086452351855,3.0,35.0,-0.1251705304,41.0,-0.177901961,42.0,-0.024074097000000003,,
15,omv__controlPCN_highOD_intracellularRNAs,-0.9119634006333334,0.3457378144727415,3.0,38.0,-0.5209197683,39.0,-1.1771149128,40.0,-1.0378555208,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.10291738444856299,3.0,43.0,0.0030817945000000003,44.0,-0.10442367,46.0,0.1013418755,,
