,A,Rv3095
R2,,0.6824796539834113
xmin,,-3.6996939611
xmid,,-2.9762369422388124
xmax,,3.487526206
ystart,,-7.458897906945898
yend,,9.195362862767363
AX:AX_10_MIC:1,-3.4201821038,-0.8791296374
AX:AX_10_MIC:2,-2.3152471288,-1.1295032713
AX:AX_30_MIC:1,-2.7434121914,-0.7413015266
AX:AX_30_MIC:2,-0.8997776749,-0.5219564042
AX:QZ_10_MIC:1,-3.2861339083,-1.0265546061
AX:QZ_10_MIC:2,-1.5660768255000002,-0.7860437515
AX:QZ_30_MIC:1,-1.6940012776,-0.2486467068
AX:QZ_30_MIC:2,-2.9422499646,-0.7203299575000001
AX:wt:1,-0.8689581608,-0.07031464280000001
AX:wt:2,0.8689581608,0.07031464280000001
ITM_04:00h_clinic_ctrl:1,0.7948396861,0.6104679955
ITM_04:00h_clinic_ctrl:2,0.887828962,0.3608706873
ITM_04:00h_h37rv_control:1,-0.0705578614,-0.0004841431
ITM_04:00h_h37rv_control:2,0.40851650770000003,0.0273260286
ITM_04:00h_h37rv_control:3,-0.3379586463,-0.026841885500000003
ITM_04:06h_clinic_delam:1,0.0983017951,-0.0778192442
ITM_04:06h_clinic_delam:2,-0.0215651622,-0.1266991864
ITM_04:06h_clinic_delam:3,-0.1213206674,0.0223658225
ITM_04:06h_clinic_DMSO:1,-0.7303952783000001,-0.3082174523
ITM_04:06h_clinic_DMSO:2,-1.2073160574,-0.3795547098
ITM_04:06h_clinic_DMSO:3,-1.2846994069,-0.2964251258
ITM_04:06h_h37rv_delam:1,-3.3158240244,-0.6855076634
ITM_04:06h_h37rv_delam:2,-3.0415815649,-0.6982346813
ITM_04:06h_h37rv_delam:3,-2.8358800434,-0.8918471355
ITM_04:06h_h37rv_DMSO:1,-2.5686769731,-0.773910341
ITM_04:06h_h37rv_DMSO:2,-2.5726219738,-0.8037450737
ITM_04:06h_h37rv_DMSO:3,-2.0624884268,-0.4732558564
ITM_04:24h_clinic_delam:1,-1.1162784383,-0.291314583
ITM_04:24h_clinic_delam:2,-0.6915279139,-0.09667550870000001
ITM_04:24h_clinic_delam:3,-0.9283894869,-0.4379595196
ITM_04:24h_clinic_DMSO:1,-2.0247400421,-0.4591185706
