,BSU_misc_RNA_25
M9exp_1,15.211
M9exp_2,14.6956
M9exp_3,14.7577
M9tran_1,14.4377
M9tran_2,14.4011
M9tran_3,14.6691
M9stat_1,13.8558
M9stat_2,13.4515
M9stat_3,13.5442
MG-0.1_1,14.737
MG-0.1_2,13.4327
MG-0.1_3,15.319
MG-0.2_2,14.7182
MG-0.2_3,14.9557
MG+5_1,14.8539
MG+5_2,14.7116
MG+5_3,15.1026
MG+10_1,15.2742
MG+10_2,14.9654
MG+10_3,13.0838
MG+15_1,14.5511
MG+15_2,15.244000000000002
MG+15_3,15.0106
MG+25_1,15.0404
MG+25_2,14.4019
MG+25_3,15.064
MG+45_1,14.6143
MG+45_2,14.247
MG+45_3,15.0834
MG+60_2,14.5579
MG+60_3,14.9368
MG+90_2,14.2854
MG+90_3,14.7891
MG+120_1,14.5776
MG+120_2,15.0324
MG+120_3,14.3459
MG+150_1,14.1846
MG+150_3,14.8132
GM-0.1_1,14.7038
GM-0.1_2,15.3492
GM-0.1_3,15.3316
GM-0.2_1,14.6476
GM-0.2_2,14.923
GM-0.2_3,15.2883
GM+5_1,14.3853
GM+5_2,15.0149
GM+5_3,15.3544
GM+10_2,15.053
GM+10_3,14.390999999999998
GM+15_1,14.7886
GM+15_2,15.3318
GM+15_3,15.1458
GM+25_1,15.4311
GM+25_2,15.1814
GM+25_3,15.0338
GM+45_1,15.1442
GM+45_2,13.6395
GM+45_3,12.9871
GM+60_1,15.0165
GM+60_2,14.017
GM+60_3,14.7845
GM+90_1,14.9716
GM+90_2,15.2062
GM+90_3,14.1722
GM+120_1,13.8512
GM+120_3,14.798
GM+150_1,14.6763
GM+150_2,13.9761
GM+150_3,14.3665
BT_1,15.9163
BT_2,14.8967
B36_1,16.1533
B36_2,15.8775
B60_1,16.0453
B60_2,16.2562
S0_1,13.6316
S0_2,13.5795
S0_3,13.7113
S1_1,14.9879
S1_2,14.894
S1_3,14.9601
S2_1,15.2526
S2_2,14.7753
S2_3,14.4579
S3_1,15.1075
S3_2,14.9224
S4_1,15.2485
S4_2,15.2193
S4_3,14.9476
S5_1,14.8328
S5_2,15.0312
S5_3,15.2784
S6_1,15.2331
S6_2,14.335
S6_3,15.3625
S6/t_1,15.5253
S6/t_2,14.04
S6_4,15.2216
S6_5,15.897
S6_6,15.812
S7_4,15.8073
S7_5,15.5788
S7_6,15.8057
S8_4,15.3601
S8_5,14.941
G135_1,14.824000000000002
G135_3,13.0389
G150_1,14.5061
G150_2,15.2133
G150_3,14.9566
G180_1,14.9363
G180_2,15.0591
G180_3,14.1933
T-5.40H_1,15.0808
T-4.40H_1,14.9101
T-3.40H_1,14.8395
T-2.40H_1,14.3062
T-1.40H_1,14.2961
T-1.10H_1,14.2945
T-0.40H_1,14.2638
T0.0H_1,13.9782
T0.30H_1,13.7981
T1.0H_1,13.5838
T1.30H_1,13.6461
T2.0H_1,13.4029
T2.30H_1,14.3033
T3.0H_1,14.0582
T3.30H_1,14.4255
T4.0H_1,14.4679
T5.0H_1,13.8822
LBexp_1,14.7644
LBexp_2,14.5892
LBexp_3,14.1775
LBtran_1,14.2493
LBtran_2,13.9228
LBtran_3,13.9046
LBstat_1,14.4619
LBstat_2,14.0536
LBstat_3,13.9778
LBGexp_1,14.6461
LBGexp_2,14.4942
LBGexp_3,14.8596
LBGtran_2,14.025
LBGtran_3,14.614
LBGstat_1,13.5585
LBGstat_2,12.8134
LBGstat_3,13.8913
Mt0_1,14.5397
Mt0_3,14.7031
M0t45_1,14.3395
M0t45_2,14.1895
M0t45_3,14.5538
M0t90_1,13.9542
M0t90_2,14.8181
M0t90_3,14.2259
M40t45_1,13.7449
M40t45_2,14.427
M40t45_3,14.6781
M40t90_1,13.9677
M40t90_2,14.4935
M40t90_3,14.4202
dia0_1,14.2498
dia0_2,14.3377
dia0_3,14.786
dia5_1,14.009
dia5_2,14.4196
dia5_3,14.7486
dia15_1,15.0431
dia15_2,15.6209
dia15_3,13.8775
C30_1,14.6448
