locus,comp,gene_name,product,operon,TF,SigK,link
BSU32640,0.17526775100000003,sspG,small acid-soluble spore protein (minor),,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32640
BSU32650,0.172749414,yurS,sporulation protein,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32650
new_1094366_1094987_c,0.161353534,S359,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1094366_1094987_c
BSU17260,0.157425704,aprX,intracellular alkaline serine protease,,"SigA, LexA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17260
BSU23350,0.14984579999999997,ypzD,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU23350
BSU17700,0.14949326300000002,cotC,spore coat protein (outer),,"GerE, SigK, SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17700
new_2169927_2169994,0.147313465,S771,3'UTR of yosA,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2169927_2169994
BSU19780,0.141602063,cgeA,spore crust protein,,"GerR, GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19780
BSU20190,0.1407982,yosA,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU20190
BSU03789,0.139898777,yczN,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03789
new_798340_798468,0.138582485,S251,5'UTR of yfnH,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_798340_798468
BSU05529,0.134511427,ydzR,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05529
new_599509_599874_c,0.131834226,S193,3'UTR of ydzR,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_599509_599874_c
new_1253253_1253384,0.1288755,S424,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1253253_1253384
BSU03788,0.128753018,yczM,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03788
new_1925528_1925637,0.128145407,S665,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1925528_1925637
BSU36030,0.127984122,ywrK,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36030
BSU17410,0.127166376,cwlC,N-acetylmuramoyl-L-alanine amidase,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17410
BSU07280,0.124921973,yfnG,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07280
BSU07290,0.124863209,yfnF,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07290
BSU07270,0.12457780199999999,yfnH,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07270
BSU19610,0.124536276,yodI,unknown,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19610
BSU19790,0.12352602,cgeB,unknown,,"GerR, GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19790
BSU19810,0.123475499,yodU,"UDP-NAcGlcA inverting 4,6-dehydratase (N-terminal part)",,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19810
new_3712484_3712616,0.12276661800000001,S1385,5'UTR of ywrK,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3712484_3712616
BSU36070,0.12253152199999999,cotG,spore coat protein,,"GerR, GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU36070
BSU19770,0.12059001400000001,cgeC,unknown,,"GerE, SigK, SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19770
BSU11810,0.113567815,spoVIF,unknown,,"GerR, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11810
BSU17670,0.109833767,cotU,outer spore coat protein,,"GerR, GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17670
BSU37450,0.10704172,ywhK,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37450
BSU11809,0.104690517,yjcZ,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11809
BSU37440,0.096325751,ywhL,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37440
BSU32469,0.09538034599999999,yuzJ,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32469
new_3842651_3843000_c,0.094660229,S1449,3'UTR of ywhL,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3842651_3843000_c
new_3335546_3335614,0.09386875,S1252,3'UTR of yuzJ,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3335546_3335614
BSU13780,0.092851318,ykvP,unknown,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13780
BSU09165,0.091920653,yhcO,unknown,,"SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09165
new_2740743_2740894,0.08726859,S1009,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2740743_2740894
BSU07300,0.08603529900000001,yfnE,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07300
BSU25710,0.084883175,cwlH,N-acetylmuramoyl-L-alanine amidase,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU25710
new_1872092_1872751_c,0.084683403,S622,3'UTR of cwlC,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1872092_1872751_c
BSU37910,0.08149034,spsA,nucleotide-sugar-dependent glycosyltransferase,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37910
BSU37900,0.079035662,spsB,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37900
BSU37850,0.078660065,spsG,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37850
BSU37870,0.078548172,spsE,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37870
BSU07310,0.077265134,yfnD,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07310
BSU05520,0.07520148,ydzH,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05520
BSU11280,0.074753707,yjaU,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11280
BSU37860,0.074436313,spsF,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37860
BSU03680,0.073721724,yclG,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU03680
BSU37890,0.07313696900000001,spsC,aminotransferase,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37890
BSU37880,0.072960415,spsD,unknown,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37880
BSU11780,0.072876893,cotV,spore crust protein (insoluble fraction),,"GerE, SigK, SigE, SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11780
BSU09958,0.07179840900000001,sscA,small spore protein,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU09958
BSU21670,0.068636373,ypqP,unknown,,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU21670
BSU30640,0.06839171200000001,ytkC,unknown,,SigB,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30640
BSU34530,0.06661255599999999,cotR,outer spore coat lipolytic enzyme,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU34530
BSU13789,0.064528005,ykzQ,unknown,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13789
BSU19670,0.064218917,yodN,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19670
BSU37840,0.061709587,spsI,glucose-1-phosphate thymidylyltransferase,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37840
new_1445542_1445637,0.061399355,S497,intergenic region,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1445542_1445637
new_1252566_1252752,0.060965889,S423,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1252566_1252752
BSU08800,0.060826982,ygaK,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU08800
new_2740896_2741093,0.05954099,S1010,3' of S1009,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2740896_2741093
new_2084124_2084188,0.05917087099999999,S729,5'UTR of yobW,,"SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2084124_2084188
BSU28410,0.05791246,gerE,transcriptional regulator (LuxR-FixJ family),,"SigK, SpoIIID, CitB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU28410
BSU11770,0.05728224,cotW,spore crust protein (insoluble fraction),,"GerE, SigK, SigE, SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11770
BSU11760,0.056977402999999996,cotX,spore crust protein (insoluble fraction),,"GerR, GerE, SigK, SigE, SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11760
new_1071489_1071740,0.056852114,S347,3'UTR of sscA,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1071489_1071740
BSU13790,0.056545763,ykvQ,unknown,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13790
new_975132_975230,0.055711754,S314,5'UTR of yhbH,,SigE,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_975132_975230
new_1251175_1251272_c,0.05532259,S421,intergenic region,,"GerE, SigK, SigE, SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1251175_1251272_c
new_1569226_1569349_c,0.054716174000000006,csfG,independent transcript,,"SigG, SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1569226_1569349_c
new_1483539_1483640,0.054058719000000005,S512,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1483539_1483640
BSU37830,0.052610163,spsJ,"dTDP -glucose-4,6-dehydratase",,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37830
BSU37820,0.050426689000000004,spsK,dTDP-4-dehydrorhamnose reductase,,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37820
BSU37810,0.048341904000000005,spsL,"dTDP -4-dehydrorhamnose-3,5-epimerase",,"GerE, SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU37810
BSU11320,0.047429589,yjzB,spore coat protein,,"GerE, SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU11320
BSU30920,0.046627777999999995,cotI,outer spore coat protein,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30920
new_3545605_3545858,0.046571597,S1317,3'UTR of cotR,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3545605_3545858
new_2137815_2138036_c,0.04645239,S757,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2137815_2138036_c
new_3232483_3234571_c,0.045224922,S1206,5' of S1206,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3232483_3234571_c
new_3265241_3265327_c,0.044276032,S1223,5'UTR of yueE,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3265241_3265327_c
new_599344_599505_c,0.044034143,S192,intergenic region,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_599344_599505_c
BSU13799,0.043636330999999993,ykzR,unknown,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13799
new_2904537_2904679_c,0.043612005,S1075,intergenic region,,"SigK, SpoIIID, CitB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2904537_2904679_c
new_1385938_1386023_c,0.042398686,S471,intergenic region,,"SigA, CodY",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1385938_1386023_c
new_3135504_3135638_c,0.039827415,S1170,5'UTR of mutTA,,"SigA, SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3135504_3135638_c
BSU19760,0.03961998,cgeD,unknown,,"GerE, SigK, SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19760
BSU19110,0.039081704,yobW,unknown,,"SigK, SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19110
BSU13190,0.037580425,ispA,intracellular serine protease,,"SigA, CodY",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13190
new_1744297_1744366,0.037233498999999996,S598,5'UTR of spoVFA,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1744297_1744366
new_3542806_3542942_c,0.036598435,S1316,3'UTR of cotQ,,"GerE, SigK, SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3542806_3542942_c
BSU29570,0.035980537,sspA,small acid-soluble spore protein (major alpha-type SASP),,"SpoVT, SigG",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU29570
BSU19600,0.03595527,yodH,unknown,,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU19600
new_1386984_1387035_c,0.035366077,S472,5'UTR of ispA,,"SigA, CodY",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1386984_1387035_c
new_3717709_3717906_c,-0.03824715,S1388,independent transcript,,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3717709_3717906_c
