,BSU__misc_RNA_28
LBexp_1,0.4685666667
LBexp_2,-2.4554333333000002
LBexp_3,-1.9101333333000001
LBtran_1,-4.1668333333
LBtran_2,-3.9750333333
LBtran_3,-3.2357333333
LBstat_1,-5.8879333333
LBstat_2,-5.8297333333
LBstat_3,-5.6207333333000005
LBGexp_1,-0.0718333333
LBGexp_2,2.4578666667
LBGexp_3,-0.1440333333
LBGtran_2,-1.0892333333
LBGtran_3,-0.5690333333
LBGstat_1,0.0440666667
LBGstat_2,-0.8181333333
LBGstat_3,-2.3515333333
S0_1,-1.2854333333
S0_2,-0.9403333333
S0_3,-1.5710333333
S1_1,-6.2530333333
S1_2,-6.2391333333
S1_3,-6.2634333333
S2_1,-3.6888333333
S2_2,-2.8697333333
S2_3,-3.6718333333
S3_1,-1.3296333332999999
S3_2,-0.6020333333
S4_1,-2.1979333333
S4_2,-3.5727333333
S4_3,-3.2851333333
S5_1,-4.0753333333
S5_2,-4.7309333333
S5_3,-3.7416333333000003
S6_1,-5.4247333333
S6_2,-5.5980333333
S6_3,-5.5623333333
S6/t_1,-4.9021333333
S6/t_2,-5.5548333333
S6_4,-5.1704333333
S6_5,-5.2468333333
S6_6,-5.4011333333
S7_4,-4.1721333333
S7_5,-4.2916333333
S7_6,-3.8649333332999998
S8_4,-4.4345333333
S8_5,-3.9050333333
G135_1,-3.2984333333
G135_3,-4.4440333333
G150_1,-4.9898333333
G150_2,-3.3620333333
G150_3,-5.1964333333
G180_1,-3.5430333333
G180_2,-3.3591333333
G180_3,-4.0001333333
C30_1,-4.7727333333
C30_2,-4.6410333333
C90_1,-3.7141333333
C90_2,-3.6473333332999998
BI_1,-0.16063333330000001
BI_2,0.32426666670000004
BC_2,-5.1238333333
BC/t_1,-5.2978333333
BC/t_2,-4.3687333333
BC_1,-5.2400333333
Sw_1,-4.6302333333
Sw_2,-4.1079333333
BT_1,-3.4759333333
BT_2,-3.9287333333000003
B36_1,-1.0991333333
B36_2,-1.0468333333
B60_1,-0.3301333333
B60_2,-0.1022333333
M9exp_1,0.2739666667
M9exp_2,-0.0733333333
M9exp_3,-0.2006333333
M9tran_1,-0.6694333333
M9tran_2,-0.9871333333000001
M9tran_3,-0.5462333333
M9stat_1,-5.3281333333
M9stat_2,-5.2495333333
M9stat_3,-5.4510333333
M+G_1,-1.0829333333
M+G_2,-0.2211333333
M+G_3,-1.0596333333
Glu_1,0.0919666667
Glu_2,-0.07953333330000001
Glu_3,0.0434666667
Fru_1,-0.18153333330000002
Fru_2,-0.3376333333
Fru_3,-0.7229333333
Mal_1,-1.3829333333
Mal_2,-0.9126333333000001
Mal_3,-0.9000333333
G+S_2,-2.6918333333
G+S_3,-1.9508333333
Pyr_1,-2.3284333333
Pyr_2,-1.7052333333
Pyr_3,-1.8615333333000001
Gly_1,-2.4467333333
Gly_2,-1.8698333333
Gly_3,-3.3307333333
Glucon_1,-1.2809333333000001
Glucon_2,-0.9902333333000001
Glucon_3,-2.0601333333
aero_1,0.17756666670000001
aero_2,-1.6392333333
aero_3,0.1866666667
nit_1,-0.5263333333
nit_2,-0.3375333333
nit_3,-1.1079333333
ferm_1,-0.0808333333
ferm_2,0.1662666667
ferm_3,-0.0191333333
T-5.40H_1,-0.3321333333
T-4.40H_1,-0.9113333333
T-3.40H_1,-0.4045333333
T-2.40H_1,-0.43413333330000003
T-1.40H_1,-0.3664333333
T-1.10H_1,-0.4965333333
T-0.40H_1,-0.8868333333
T0.0H_1,-1.6574333333
T0.30H_1,-3.6135333333
T1.0H_1,-4.0294333333
T1.30H_1,-4.1595333333
T2.0H_1,-4.6340333333
T2.30H_1,-4.4458333333
T3.0H_1,-5.1866333333
T3.30H_1,-5.1109333333
T4.0H_1,-5.2838333333
T5.0H_1,-5.5727333333
HPh_1,-0.2938333333
HPh_2,-0.5643333333
HPh_3,-0.2378333333
LPh_1,-0.0541333333
LPh_2,0.3675666667
LPh_3,0.1477666667
LPhT_1,-0.8557333333
LPhT_2,-2.5604333333
LPhT_3,-4.5161333333
SMMPr_1,-1.0831333333
SMMPr_2,-1.3995333333
SMMPr_3,-1.0664333333
HiTm_1,-1.4346333333
HiTm_2,-0.3990333333
HiTm_3,-1.6974333333
LoTm_1,-1.8026333333000002
LoTm_2,-2.1242333333
LoTm_3,-1.9742333333
HiOs_1,-0.9114333333
HiOs_2,-1.3162333333
HiOs_3,-1.2557333333
BMM_1,0.0647666667
BMM_2,0.0677666667
BMM_3,-0.5005333333
Heat_1,0.9715666667
Heat_2,-0.23843333330000002
Heat_3,-0.5521333333
Cold_1,0.7498666667
Cold_2,-0.027233333300000002
Cold_3,-0.42763333330000003
Etha_1,-5.0132333333
Etha_2,-4.7984333333
Etha_3,-4.8630333333
SMM_1,-0.4504333333
SMM_2,-0.5049333333
SMM_3,-0.4721333333
Salt_1,-2.8268333333
Salt_2,-3.2673333333
Salt_3,-2.9410333333
Mt0_1,0.1627666667
Mt0_3,-0.2851333333
M0t45_1,-2.6238333333
M0t45_2,-0.15833333330000002
M0t45_3,-1.1596333333
