,A,FoxR
R2,,0.7917997482088198
xmin,,-3.533816508
xmid,,-1.244563892318464
xmax,,5.889899109
ystart,,-5.668137386799769
yend,,27.448946108817605
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.8842842435,0.20702904500000002
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.8842842435,-0.20702904500000002
AB569_EDTA_NaNO2:NaNO2:1,9.1756651672,2.9178325540000003
AB569_EDTA_NaNO2:NaNO2:2,5.900597471,2.6004004380000003
AB569_EDTA_NaNO2:EDTA:1,19.0832441299,4.241272547
AB569_EDTA_NaNO2:EDTA:2,19.5279884933,4.268878727
AB569_EDTA_NaNO2:EDTA:3,19.3936168086,4.2725565450000005
AB569_EDTA_NaNO2:NaNO2_EDTA:1,14.5020307095,3.333726391
AB569_EDTA_NaNO2:NaNO2_EDTA:2,11.2994789121,2.991452374
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0514003301,0.266883729
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0514003301,-0.266883729
Anthranilate_metabolism_GntR_AntP:antP:1,0.0014948553000000001,-0.210775296
Anthranilate_metabolism_GntR_AntP:antP:2,0.2335259271,0.11684564700000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.13303210440000002,-0.024194582000000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.13303210440000002,0.024194582000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.3588363281,0.468198657
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.5985303047,0.658253881
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.8434783544000001,-0.703543427
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.2845497008,-0.139168755
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,7.7178010239,0.528456308
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,6.6884909338,0.300115797
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,7.7548968124,0.8792861190000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,7.8373918485,0.474899084
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.2085232324,-0.256111725
