,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-0.031488331499999994,0.11804906376364992,2.0,0.0,0.051984962,5.0,-0.114961625
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.1228960481105527,2.0,1.0,-0.08690062900000001,6.0,0.08690062900000001
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.730239471,0.176895405797276,2.0,2.0,1.60515553,7.0,1.855323412
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.893940903,0.06892804919536151,2.0,3.0,2.8452014119999998,8.0,2.942680394
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.2395469394999985,0.19192302225171085,2.0,4.0,4.37525701,9.0,4.1038368689999976
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.6122515601866163,2.0,10.0,0.43292723,29.0,-0.43292723
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.6827210745000001,0.5212700320614778,2.0,11.0,0.3141275,30.0,1.051314649
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.317434338,0.14635057356733042,2.0,12.0,1.213948855,31.0,1.420919821
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,9.3266608445,2.1228546174894993,2.0,13.0,10.82774574,14.0,7.825575949
9,U01-Set001__USA300 LAC RPMI+10%LB Control,17.93566372,0.4384618960657446,2.0,15.0,17.62562434,18.0,18.2457031
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,18.241432330000002,1.2963839753619353,2.0,16.0,17.32475043,19.0,19.15811423
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,16.01831104,1.0985235195970673,2.0,17.0,15.24153761,20.0,16.79508447
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,11.51343448,1.0043323991438915,2.0,21.0,12.22360473,24.0,10.80326423
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,14.123560789999999,0.12569458017480395,2.0,22.0,14.034681299999999,25.0,14.21244028
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,12.12723607,2.038262308249264,2.0,23.0,10.68596697,26.0,13.56850517
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-12.377393040000001,0.30985559158737225,2.0,27.0,-12.15829205,28.0,-12.59649403
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.1805324785,0.16964422869585408,2.0,32.0,1.060575894,33.0,1.300489063
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-0.854199679,0.9710810548977712,2.0,34.0,-1.540857678,38.0,-0.16754168
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-2.4609765765000002,1.0880010147958632,2.0,35.0,-1.691643681,39.0,-3.230309472
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-1.331017506,0.1873342549165192,2.0,36.0,-1.198552184,40.0,-1.463482828
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,1.6014713425,0.2013498191335245,2.0,37.0,1.743847165,41.0,1.45909552
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,14.35074282,0.16582431836283806,2.0,42.0,14.46799832,45.0,14.23348732
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,14.919202174999999,0.17321845619196014,2.0,43.0,14.79671823,46.0,15.04168612
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,10.831471440000001,0.4157384115404841,2.0,44.0,10.53749999,47.0,11.12544289
24,U01-Set003__USA300 TCH1516 CA-MHB Control,5.602475223499999,0.8987335525669967,2.0,48.0,6.237975812999999,52.0,4.966974634
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,4.7555073935,0.18158527243161224,2.0,49.0,4.883907571,53.0,4.627107216000001
