,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,3.33333360913457e-11,0.23676475441587538,3.0,0.0,0.010499245800000001,6.0,0.23134047270000002,12.0,-0.24183971840000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.12834817413333335,0.1496546053394299,3.0,1.0,-0.28303143880000003,7.0,0.0157116463,13.0,-0.1177247299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.029262280466666665,0.14242229275611243,3.0,2.0,-0.1911333949,8.0,0.02652539,14.0,0.0768211635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.1784203662,0.023521738339648,3.0,3.0,-0.2016604202,9.0,-0.1546267164,15.0,-0.17897396200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.20626109583333332,0.19045203977996025,3.0,4.0,0.011769593,10.0,-0.2903978651,16.0,-0.34015501540000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.14543716083333336,0.19553812816332222,3.0,5.0,0.0777541315,11.0,-0.22746263900000002,17.0,-0.28660297500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.9285722490500001,0.15323772481459755,2.0,18.0,0.8202168147000001,71.0,1.0369276834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.5351487227666667,0.04352532164015159,3.0,19.0,0.5796095622,70.0,0.5332131039,205.0,0.4926235022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.516398250275,0.31257769544466674,8.0,20.0,0.0327742079,32.0,0.23364268330000001,55.0,0.3970588001,67.0,0.8475845779000001,126.0,0.5719509831,147.0,0.3628138581,203.0,0.8999957267,210.0,0.7853651651,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.03538407463333334,0.26621235444895974,3.0,21.0,-0.1261053872,34.0,-0.1103880436,61.0,0.3426456547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.5888108723250001,0.28761131146183927,8.0,22.0,0.1012554787,104.0,0.9167364003,111.0,0.6870914417,133.0,0.9209153663,165.0,0.5562518905,238.0,0.3146794536,265.0,0.7427751556000001,270.0,0.4707817919,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,0.9523147485000001,0.24201335734590143,7.0,23.0,0.6952926859,56.0,0.8017302305,82.0,1.0704693778,118.0,1.310894783,134.0,0.6523658613000001,137.0,1.0256648438,227.0,1.1097854572,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.38788435374999997,0.15837525742617203,4.0,24.0,0.5192656051,101.0,0.2819714641,139.0,0.22276041870000002,149.0,0.5275399271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.500195335325,0.33983603131902257,4.0,25.0,0.3000300241,123.0,0.7384196224,155.0,0.8339578392,191.0,0.1283738556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.4134393134,0.10219984413265243,3.0,26.0,-0.2955995741,59.0,-0.4668678242,159.0,-0.47785054190000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,0.6904307314,0.3370984075952078,5.0,27.0,0.44541173440000004,76.0,0.4925980988,146.0,1.1312606054,162.0,0.9751987806,262.0,0.4076844378,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.9724875360249999,0.2207107789597414,4.0,28.0,0.7807030607000001,94.0,0.7858661282,186.0,1.2000010689,231.0,1.1233798863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.309688832,0.3431593350708906,3.0,29.0,1.5732857314,49.0,0.9216759502,260.0,1.4341048144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
