,BSU__misc_RNA_9
LBexp_1,14.946
LBexp_2,14.8301
LBexp_3,14.5358
LBtran_1,11.5575
LBtran_2,11.8368
LBtran_3,11.482
LBstat_1,10.2899
LBstat_2,10.1479
LBstat_3,9.9356
LBGexp_1,15.7419
LBGexp_2,14.7108
LBGexp_3,15.042300000000001
LBGtran_2,11.4824
LBGtran_3,12.83
LBGstat_1,14.7866
LBGstat_2,15.5172
LBGstat_3,11.4001
S0_1,13.5711
S0_2,12.8446
S0_3,13.1428
S1_1,14.0198
S1_2,13.1123
S1_3,13.6479
S2_1,12.3357
S2_2,11.8001
S2_3,11.9186
S3_1,13.5371
S3_2,12.7885
S4_1,14.2186
S4_2,13.767900000000001
S4_3,14.1427
S5_1,12.5262
S5_2,13.2771
S5_3,13.467600000000001
S6_1,12.0214
S6_2,9.0352
S6_3,13.0027
S6/t_1,12.0988
S6/t_2,8.9979
S6_4,11.2746
S6_5,11.537
S6_6,12.0454
S7_4,11.7144
S7_5,11.3109
S7_6,11.3476
S8_4,11.0161
S8_5,10.1641
G135_1,14.5506
G135_3,12.8414
G150_1,13.472
G150_2,14.9412
G150_3,13.8986
G180_1,14.7227
G180_2,14.7584
G180_3,13.9264
C30_1,13.8588
C30_2,13.9177
C90_1,11.0199
C90_2,11.3971
BI_1,13.1134
BI_2,13.6653
BC_2,10.737400000000001
BC/t_1,10.7864
BC/t_2,11.2292
BC_1,10.9218
Sw_1,9.8363
Sw_2,9.7616
BT_1,12.5716
BT_2,11.8559
B36_1,14.4738
B36_2,14.0849
B60_1,14.5518
B60_2,14.7593
M9exp_1,14.0349
M9exp_2,13.7541
M9exp_3,13.6975
M9tran_1,13.1958
M9tran_2,12.5974
M9tran_3,13.2811
M9stat_1,11.1657
M9stat_2,11.0253
M9stat_3,10.7395
M+G_1,12.724
M+G_2,13.4859
M+G_3,13.3102
Glu_1,14.0937
Glu_2,13.7599
Glu_3,13.8155
Fru_1,13.5047
Fru_2,13.4397
Fru_3,13.0251
Mal_1,11.3457
Mal_2,12.4081
Mal_3,12.4749
G+S_2,12.4734
G+S_3,12.9329
Pyr_1,11.769
Pyr_2,12.8331
Pyr_3,12.3288
Gly_1,11.4404
Gly_2,11.6563
Gly_3,9.794
Glucon_1,12.3704
Glucon_2,13.0288
Glucon_3,11.9426
aero_1,14.2486
aero_2,12.9444
aero_3,13.5
nit_1,13.8761
nit_2,13.4541
nit_3,13.3882
ferm_1,13.78
ferm_2,14.0253
ferm_3,14.5047
T-5.40H_1,13.593
T-4.40H_1,13.2017
T-3.40H_1,13.393
T-2.40H_1,13.1915
T-1.40H_1,13.1937
T-1.10H_1,13.0472
T-0.40H_1,12.9963
T0.0H_1,12.1352
T0.30H_1,10.0754
T1.0H_1,10.0102
T1.30H_1,11.0154
T2.0H_1,11.1194
T2.30H_1,11.909
T3.0H_1,12.4873
T3.30H_1,13.2062
T4.0H_1,12.9975
T5.0H_1,12.3696
HPh_1,14.9238
HPh_2,14.7436
HPh_3,15.1331
LPh_1,14.6074
LPh_2,14.9444
LPh_3,14.7607
LPhT_1,12.7959
LPhT_2,11.7964
LPhT_3,11.5711
SMMPr_1,13.0981
SMMPr_2,12.6427
SMMPr_3,13.0951
HiTm_1,11.8369
HiTm_2,12.7066
HiTm_3,13.0772
LoTm_1,13.3985
LoTm_2,13.4486
LoTm_3,13.0454
HiOs_1,12.8687
HiOs_2,12.6658
HiOs_3,12.7126
BMM_1,14.0718
BMM_2,13.8461
BMM_3,14.2078
Heat_1,13.5346
Heat_2,13.1705
Heat_3,12.8975
Cold_1,15.022
Cold_2,14.9288
Cold_3,14.4233
Etha_1,10.7328
Etha_2,10.9097
Etha_3,10.8896
SMM_1,13.4621
SMM_2,13.3867
SMM_3,13.3043
Salt_1,10.3869
Salt_2,10.4419
Salt_3,10.2287
Mt0_1,14.2683
Mt0_3,14.5099
M0t45_1,12.6389
M0t45_2,13.6883
M0t45_3,13.1071
M0t90_1,10.0368
M0t90_2,11.2157
M0t90_3,10.6814
M40t45_1,12.2022
M40t45_2,11.7317
M40t45_3,13.2134
M40t90_1,10.2229
M40t90_2,11.2911
M40t90_3,10.992
dia0_1,14.0853
dia0_2,14.5973
dia0_3,14.8383
dia5_1,12.5116
dia5_2,12.6527
dia5_3,13.1149
dia15_1,13.1201
dia15_2,14.7987
dia15_3,13.1562
Diami_1,12.91
Diami_2,12.9501
Diami_3,12.8726
Paraq_1,14.311
Paraq_2,14.902
Paraq_3,12.4924
H2O2_1,12.9372
H2O2_2,13.4249
H2O2_3,13.0034
Oxctl_1,13.9448
Oxctl_2,14.188
Oxctl_3,14.9826
GM-0.1_1,13.4805
GM-0.2_1,13.2102
GM+5_1,12.6194
GM+15_1,13.665
GM+25_1,14.3682
GM+45_1,14.0052
GM+60_1,13.8776
GM+90_1,13.545
GM+120_1,12.5936
GM+150_1,13.4715
GM-0.1_2,14.0952
GM-0.2_2,13.9325
GM+5_2,13.1853
