,A,Rv0576
R2,,0.023677129677794673
xmin,,-1.532010696
xmid,,0.7911277359357026
xmax,,2.1920368355
ystart,,-0.4412348269681621
yend,,11.59429557902044
AX:AX_10_MIC:1,-1.109540715,-0.0706944318
AX:AX_10_MIC:2,-1.0406922527,0.1054649988
AX:AX_30_MIC:1,-1.5992411616000002,-0.1838069398
AX:AX_30_MIC:2,-2.2948440027,0.3040093465
AX:QZ_10_MIC:1,-1.1540984156,-0.23221124070000002
AX:QZ_10_MIC:2,-1.9841313937,0.3121138113
AX:QZ_30_MIC:1,-2.4444224571,0.22322745870000002
AX:QZ_30_MIC:2,-2.1281330597,-0.0778235424
AX:wt:1,1.684522586,-0.0463653601
AX:wt:2,-1.684522586,0.0463653601
ITM_04:00h_clinic_ctrl:1,-5.7045254534000005,-0.192845964
ITM_04:00h_clinic_ctrl:2,-5.8125079647,-0.0217296262
ITM_04:00h_h37rv_control:1,0.4764584283,0.0216664061
ITM_04:00h_h37rv_control:2,0.5501424056,0.0105933237
ITM_04:00h_h37rv_control:3,-1.0266008339,-0.032259729800000005
ITM_04:06h_clinic_delam:1,-13.793465941200001,-0.0075304941
ITM_04:06h_clinic_delam:2,-14.3162649153,0.1012543333
ITM_04:06h_clinic_delam:3,-14.2037336581,-0.0373605336
ITM_04:06h_clinic_DMSO:1,-21.7876882106,0.01508659
ITM_04:06h_clinic_DMSO:2,-22.1943021641,-0.1407969473
ITM_04:06h_clinic_DMSO:3,-21.0351168584,-0.024599835100000002
ITM_04:06h_h37rv_delam:1,-15.4907589332,-0.17904262170000002
ITM_04:06h_h37rv_delam:2,-14.7314985767,-0.1535986312
ITM_04:06h_h37rv_delam:3,-15.6337731255,-0.121904074
ITM_04:06h_h37rv_DMSO:1,-16.0918488885,-0.0164541273
ITM_04:06h_h37rv_DMSO:2,-16.4980493477,-0.166680288
ITM_04:06h_h37rv_DMSO:3,-13.8892688163,-0.18773519730000002
ITM_04:24h_clinic_delam:1,-18.6683906185,0.2294263008
ITM_04:24h_clinic_delam:2,-19.0411351582,0.1813445448
ITM_04:24h_clinic_delam:3,-18.4971863441,0.30896410490000004
ITM_04:24h_clinic_DMSO:1,-24.7645889128,0.0540476748
ITM_04:24h_clinic_DMSO:2,-25.9686714774,0.23799375700000003
ITM_04:24h_clinic_DMSO:3,-24.8051561883,-0.0227499241
ITM_04:24h_h37rv_delam:1,-21.8715088932,0.2930316404
ITM_04:24h_h37rv_delam:2,-19.576701528,0.265727933
ITM_04:24h_h37rv_delam:3,-20.6983659026,0.18931985640000001
ITM_04:24h_h37rv_DMSO:1,-20.2768729504,0.2001237673
ITM_04:24h_h37rv_DMSO:2,-19.8439391382,0.1205525596
JSF:DMSO:1,-0.5787186776000001,0.0036876701
JSF:DMSO:2,-0.1093930263,-0.0205812472
JSF:DMSO:3,0.1635275207,0.042573358400000004
JSF:DMSO:4,0.5245841831,-0.0256797813
JSF:JSF_2019:1,3.5926634518,0.1005812126
JSF:JSF_2019:2,5.7309470209,-0.0850694161
JSF:JSF_2019:3,3.5842121517,0.1549926448
JSF:JSF_2019:4,3.4746717408,0.1416667747
JSF:JSF_2026:1,1.3876651353,-0.6900176440000001
JSF:JSF_2026:2,2.5371341452,-0.6770510774
JSF:JSF_2026:3,2.8442976285,-0.6695070829
JSF:JSF_2026:4,1.8604586061,-0.7116311559
MTS1338:over_expression:1,0.6633849517,0.2289418295
MTS1338:over_expression:2,-0.6633849517,-0.2289418295
PAS:control:1,0.1676700236,-0.0970217814
PAS:control:2,-1.2658372468999999,0.015281916500000001
PAS:control:3,1.0981672233,0.0817398649
PAS:treated:1,13.2246232246,0.0511300777
PAS:treated:2,12.7950763467,-0.0096723253
PAS:treated:3,12.446861702,0.34252539390000003
THP-1:24h_THP_B_enriched:1,-0.059882455200000004,-0.2478142539
THP-1:24h_THP_B_enriched:2,0.059882455200000004,0.2478142539
aminoimidazoles:02h_treated:1,-3.7946423229,-0.5361977979
aminoimidazoles:02h_treated:2,-3.8858409189,-0.448973848
aminoimidazoles:24h_treated:1,4.0370958226,-0.8587212843
aminoimidazoles:24h_treated:2,3.7222765689,-0.6579104096
aminoimidazoles:untreated:1,-0.23039488290000001,-0.0382489575
aminoimidazoles:untreated:2,-0.16809090170000002,0.0602932235
aminoimidazoles:untreated:3,0.3984857846,-0.022044266
antibiotic:ctrl_24h:1,0.48133483450000003,0.21907927060000001
antibiotic:ctrl_24h:2,0.6611340379,0.3166603491
antibiotic:ctrl_24h:3,0.6279056104,0.1164944422
antibiotic:ctrl_4h:1,-0.052217194800000005,0.047093533
antibiotic:ctrl_4h:2,0.0997007682,-0.1619143396
