,A,fnr
R2,,0.15865598273970938
xmin,,-5.9335977098
xmid,,-0.62578302819117
xmax,,3.5409161147
ystart,,2.8034659095757073
yend,,-25.408210692211167
2AA:WT:1.0,0.8868178197000001,-0.006968377600000001
2AA:WT:2.0,2.8690864699,-0.1853064972
2AA:WT:3.0,-10.9312497725,0.2997113087
2AA:WT:4.0,7.1753454829,-0.1074364339
2AA:del_ridA:1.0,-12.2665803326,0.3602586465
2AA:del_ridA:2.0,-10.5640979127,0.3137260833
2AA:del_ridA:3.0,-11.8521797485,0.2637830655
2AA:del_ridA:4.0,-10.8457207797,0.31408507350000003
GC_MS:WT:1.0,1.0348107656,0.06381471350000001
GC_MS:WT:2.0,-0.2597837941,0.0062027605000000005
GC_MS:WT:3.0,-0.7750269714,-0.07001747400000001
GC_MS:del_slyA:1.0,8.3362918158,0.2321442102
GC_MS:del_slyA:2.0,8.4359030631,0.1147491816
Rho:WT:1.0,-0.3689664313,-0.14363003130000002
Rho:WT:2.0,0.0826625064,0.1255371253
Rho:WT:3.0,0.2863039248,0.0180929059
Rho:rho_Y80C:1.0,1.842026262,0.1145499735
Rho:rho_Y80C:2.0,0.6899489823,0.3291958881
Rho:rho_Y80C:3.0,1.1671701383,0.3585704208
Rho:rho_K130Q:1.0,-0.38913049310000003,-0.1254625266
Rho:rho_K130Q:2.0,-0.4454904349,-0.23530860720000002
Rho:rho_K130Q:3.0,-0.6835921405000001,-0.046761102000000006
flagella:WT:1.0,0.5351788986,-0.1243252396
flagella:WT:2.0,-0.5351788986,0.1243252396
flagella:del_rfaL:1.0,-2.0522472637,-0.2829041794
flagella:del_rfaL:2.0,-2.5063289246,-0.11121713750000001
flagella:del_rfaG:1.0,2.051585908,-0.0944628218
flagella:del_rfaG:2.0,2.7068623756,-0.2457809303
flagella:del_rfaD:1.0,2.4209210869,-0.5936781428
flagella:del_rfaD:2.0,2.2115281675,-0.1235598175
nusG:WT_OD08:1.0,3.7794366414000002,-0.0810046412
nusG:WT_OD08:2.0,-3.7794366414000002,0.0810046412
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-14.6882113077,1.0665701051
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.2944362829,0.0990862057
omv:spi2_ind_highOD_intracellularRNAs:1.0,-12.7414118199,1.2346468095
omv:spi1_ind_highOD_intracellularRNAs:1.0,-9.5093589963,1.0921641552
omv:spi2_ind_highOD_intracellularRNAs:2.0,-11.8906995849,1.3387993955
omv:spi2_ind_highOD_intracellularRNAs:3.0,-10.5223178806,0.5835330446
omv:controlPCN_highOD_intracellularRNAs:1.0,-5.405194729,1.0455328096
omv:controlPCN_highOD_intracellularRNAs:2.0,-5.8713521432,1.0368498568
omv:controlPCN_highOD_intracellularRNAs:3.0,-11.0131219162,0.5897545273
omv:spi1_ind_highOD_intracellularRNAs:2.0,-8.5607879578,1.0754967909
omv:spi1_ind_highOD_intracellularRNAs:3.0,-8.978827254,1.1522820571
omv:controlPCN_lowOD_intracellularRNAs:1.0,1.1858827985,0.1266832759
omv:controlPCN_lowOD_intracellularRNAs:2.0,-2.3212458985,-0.0957372749
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.5235446208,0.1317517816
omv:controlPCN_lowOD_intracellularRNAs:3.0,1.1353631001,-0.030946001
sv5015:STM1625:1.0,-0.7882885999,-0.2086177722
sv5015:STM1625:2.0,-0.6783476858,-0.164404678
sv5015:STM1625:3.0,-1.4872851229,-0.0906341868
sv5015:STM0581:1.0,-1.5869727791,-0.0394692823
sv5015:STM0581:2.0,-1.629241506,-0.1393842767
sv5015:STM0581:3.0,-1.4000012977,-0.1101975327
sv5015:WT:1.0,-0.2541620924,0.024316710000000002
sv5015:WT:2.0,0.165840761,0.046630033800000005
sv5015:WT:3.0,0.08832133140000001,-0.07094674370000001
tomato:tomato_root:1.0,0.18362649890000002,-0.7645301742
tomato:tomato_root:2.0,0.14902240800000002,-0.6026597345
