,A,gutM
R2,,0.1954058380669922
xmin,,-3.0933455675
xmid,,-1.7535338925266433
xmax,,2.5610626829000003
ystart,,-4.077755275531125
yend,,4.022717031242717
2AA:WT:1.0,-0.0178444895,-0.0046579014
2AA:WT:2.0,0.2412017162,-0.2398505658
2AA:WT:3.0,-0.0198494216,0.0460716414
2AA:WT:4.0,-0.2035078051,0.1984368258
2AA:del_ridA:1.0,-1.0624195507,0.17341928610000001
2AA:del_ridA:2.0,-1.1437121406,0.2171889185
2AA:del_ridA:3.0,-0.6468101801,0.2440661316
2AA:del_ridA:4.0,-1.235048814,-0.1043920014
GC_MS:WT:1.0,0.082428442,-0.026371486200000002
GC_MS:WT:2.0,0.127989298,-0.0378063607
GC_MS:WT:3.0,-0.21041774,0.0641778469
GC_MS:del_slyA:1.0,-0.1893314459,-0.34950662200000004
GC_MS:del_slyA:2.0,0.09561089510000001,-0.1357849157
Rho:WT:1.0,-0.0510218174,0.0676237097
Rho:WT:2.0,-0.0203526682,-0.1789745962
Rho:WT:3.0,0.07137448560000001,0.11135088650000001
Rho:rho_Y80C:1.0,0.7022249973,0.45398980450000004
Rho:rho_Y80C:2.0,1.0533821182,0.5874851064000001
Rho:rho_Y80C:3.0,0.2233567649,0.494432378
Rho:rho_K130Q:1.0,-1.3895641775,0.0805534042
Rho:rho_K130Q:2.0,-1.8047907250000002,0.0384177346
Rho:rho_K130Q:3.0,-2.4069494528,0.2526104133
flagella:WT:1.0,0.2471294762,-0.0799233133
flagella:WT:2.0,-0.2471294762,0.0799233133
flagella:del_rfaL:1.0,-3.2194742529,-0.6431496173
flagella:del_rfaL:2.0,-3.2789373439,-0.5964980509000001
flagella:del_rfaG:1.0,-3.7730553638,0.2479424883
flagella:del_rfaG:2.0,-3.2903268919,-0.0551007192
flagella:del_rfaD:1.0,-4.6538613885,-0.1617416623
flagella:del_rfaD:2.0,-4.5388370557,-0.2661891426
nusG:WT_OD08:1.0,0.4930041505,0.1264925968
nusG:WT_OD08:2.0,-0.4930041505,-0.1264925968
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-1.6137510438,1.7499811842000002
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.1820788921,1.5158087639
omv:spi2_ind_highOD_intracellularRNAs:1.0,-1.1545288870000001,0.7351344888
omv:spi1_ind_highOD_intracellularRNAs:1.0,-3.2325421286,0.0344348607
omv:spi2_ind_highOD_intracellularRNAs:2.0,-1.8346952498,0.6064541463
omv:spi2_ind_highOD_intracellularRNAs:3.0,-1.0650319451999999,0.33333393850000004
omv:controlPCN_highOD_intracellularRNAs:1.0,0.7765806553,0.7397443422000001
omv:controlPCN_highOD_intracellularRNAs:2.0,5.225305511,2.1016345748
omv:controlPCN_highOD_intracellularRNAs:3.0,3.2781505326,1.5721651674000001
omv:spi1_ind_highOD_intracellularRNAs:2.0,-3.1422099247,0.5684393363
omv:spi1_ind_highOD_intracellularRNAs:3.0,-3.1756147544,0.2818010241
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.3471612744,0.0502318483
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.33115442970000003,-0.0473750974
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.5729411126,1.9670376616
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.0160068447,-0.0028567509000000002
sv5015:STM1625:1.0,0.1126946036,-0.0227567582
sv5015:STM1625:2.0,0.3229560562,0.3760652067
sv5015:STM1625:3.0,-0.41839696460000003,0.48940135700000004
sv5015:STM0581:1.0,-0.1759322584,-0.2528626197
sv5015:STM0581:2.0,-0.4290529933,0.1697702694
sv5015:STM0581:3.0,0.1512366644,-0.43941505210000004
sv5015:WT:1.0,-0.2458473786,-0.3367025449
sv5015:WT:2.0,0.2120765142,0.3010997683
sv5015:WT:3.0,0.0337708644,0.035602776600000004
tomato:tomato_root:1.0,3.5970281989,1.2604479704
tomato:tomato_root:2.0,3.5311822991,1.1580847559
tomato:tomato_root:3.0,3.2398447226,0.8877708742
tomato:LB:1.0,0.1037910254,0.0231895766
tomato:LB:2.0,-0.1037910254,-0.0231895766
AcrB_efflux_virulence:AcrB_D408A:1.0,-1.0251013183,-0.1146356833
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.5241827945,-0.42417591790000003
AcrB_efflux_virulence:AcrB_D408A:3.0,-1.5299916779,-0.7782160435000001
AcrB_efflux_virulence:WT:1.0,0.2893571801,-0.0738830211
AcrB_efflux_virulence:WT:2.0,0.10665451270000001,0.2238046398
AcrB_efflux_virulence:WT:3.0,-0.39601169280000004,-0.14992161880000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.8317038967,0.2037676025
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-12.1600084136,-1.4311730679
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-11.9375282499,-1.7407027483
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-0.4334188852,-0.4116181378
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-8.6198006705,-1.6197843786
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-12.3647872893,-1.2211589433
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,2.1697194727999998,0.7248305164000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.5993989849,-0.22275744830000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.0490405402,0.018873143800000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,3.8956804359,0.5849078377
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-12.5212407828,-1.3100335323
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-10.5753969271,-1.7535355277
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-11.4356222053,-1.3553120409
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-4.7103196095,-1.9250317296000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-10.0001673088,-0.4944967247
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-8.50374745,-0.8485805597
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.087278653,0.2021679979
