,BSU_09400
LBexp_1,7.6746
LBexp_2,7.3815
LBexp_3,7.4836
LBtran_1,7.4542
LBtran_2,7.2732
LBtran_3,7.4526
LBstat_1,7.3985
LBstat_2,7.5569
LBstat_3,7.6368
LBGexp_1,7.5815
LBGexp_2,7.8195
LBGexp_3,7.7078
LBGtran_2,7.7902000000000005
LBGtran_3,7.8655
LBGstat_1,8.1621
LBGstat_2,7.983
LBGstat_3,8.0145
S0_1,7.0042
S0_2,7.2967
S0_3,7.5204
S1_1,7.3899
S1_2,7.4007
S1_3,7.3478
S2_1,8.7609
S2_2,9.2908
S2_3,9.2068
S3_1,14.6347
S3_2,14.7825
S4_1,14.9485
S4_2,14.738
S4_3,14.6558
S5_1,14.3112
S5_2,14.759
S5_3,14.7965
S6_1,14.4407
S6_2,14.5716
S6_3,14.3631
S6/t_1,14.1766
S6/t_2,13.4578
S6_4,13.6211
S6_5,14.3014
S6_6,14.248
S7_4,13.8773
S7_5,13.6647
S7_6,13.8297
S8_4,13.5579
S8_5,12.7236
G135_1,8.1662
G135_3,7.6993
G150_1,7.6904
G150_2,7.8107
G150_3,7.7624
G180_1,8.112
G180_2,8.346
G180_3,7.6661
C30_1,8.8265
C30_2,8.8307
C90_1,8.0483
C90_2,7.6282
BI_1,7.3911999999999995
BI_2,7.4988
BC_2,10.3912
BC/t_1,9.7169
BC/t_2,10.3248
BC_1,9.8767
Sw_1,7.6251
Sw_2,8.1005
BT_1,13.255700000000001
BT_2,12.526
B36_1,13.6869
B36_2,13.602
B60_1,12.7597
B60_2,12.5409
M9exp_1,8.2653
M9exp_2,8.0724
M9exp_3,7.651
M9tran_1,7.6885
M9tran_2,7.7081
M9tran_3,7.5865
M9stat_1,12.0721
M9stat_2,10.045
M9stat_3,9.9119
M+G_1,8.637
M+G_2,7.8256
M+G_3,7.7434
Glu_1,8.0439
Glu_2,7.9228000000000005
Glu_3,7.958
Fru_1,7.731
Fru_2,8.2042
Fru_3,7.9248
Mal_1,7.2802
Mal_2,7.8065999999999995
Mal_3,7.6691
G+S_2,12.5789
G+S_3,13.0226
Pyr_1,12.7202
Pyr_2,12.4807
Pyr_3,12.271
Gly_1,8.014
Gly_2,8.2463
Gly_3,8.0598
Glucon_1,9.8655
Glucon_2,9.6891
Glucon_3,8.3668
aero_1,8.2568
aero_2,7.5005
aero_3,7.9868
nit_1,10.4231
nit_2,9.0056
nit_3,10.0988
ferm_1,10.3581
ferm_2,8.6139
ferm_3,10.3941
T-5.40H_1,9.9559
T-4.40H_1,9.0567
T-3.40H_1,8.3616
T-2.40H_1,7.8998
T-1.40H_1,7.7379
T-1.10H_1,7.7171
T-0.40H_1,7.629
T0.0H_1,7.4615
T0.30H_1,8.073
T1.0H_1,7.9362
T1.30H_1,8.1911
T2.0H_1,8.3998
T2.30H_1,9.7241
T3.0H_1,10.7192
T3.30H_1,11.7698
T4.0H_1,12.0986
T5.0H_1,12.0065
HPh_1,8.2336
HPh_2,7.8174
HPh_3,8.0683
LPh_1,8.1769
LPh_2,8.2013
LPh_3,8.1318
LPhT_1,8.4543
LPhT_2,8.1166
LPhT_3,8.3437
SMMPr_1,10.2234
SMMPr_2,10.0985
SMMPr_3,9.711
HiTm_1,7.5987
HiTm_2,7.657
HiTm_3,7.8235
LoTm_1,14.5875
LoTm_2,14.8076
LoTm_3,14.8973
HiOs_1,9.8601
HiOs_2,9.9414
HiOs_3,9.2163
BMM_1,7.6198
BMM_2,7.5732
BMM_3,7.6945
Heat_1,8.0692
Heat_2,7.7342
Heat_3,7.8911999999999995
Cold_1,8.4873
Cold_2,8.0647
Cold_3,7.9725
Etha_1,8.0042
Etha_2,7.9915
Etha_3,7.6776
SMM_1,8.1887
SMM_2,8.4733
SMM_3,8.8188
Salt_1,8.3883
Salt_2,8.6424
Salt_3,7.8144
Mt0_1,7.6098
Mt0_3,7.4377
M0t45_1,7.5805
M0t45_2,7.4596
M0t45_3,7.3594
M0t90_1,7.5761
M0t90_2,7.2377
M0t90_3,7.4085
M40t45_1,7.6033
M40t45_2,7.4392
M40t45_3,7.276
M40t90_1,7.2956
M40t90_2,7.1917
M40t90_3,7.3515
dia0_1,7.4718
dia0_2,7.4733
dia0_3,7.3544
dia5_1,7.4068
dia5_2,7.6144
dia5_3,7.5236
dia15_1,8.4109
dia15_2,8.424
dia15_3,7.787
Diami_1,8.5745
Diami_2,8.84
Diami_3,9.3292
Paraq_1,8.5647
Paraq_2,8.5668
Paraq_3,7.6964
H2O2_1,8.3877
H2O2_2,8.4727
H2O2_3,8.6178
Oxctl_1,8.3018
Oxctl_2,8.169
Oxctl_3,8.1393
GM-0.1_1,7.8163
GM-0.2_1,8.2157
GM+5_1,7.7881
GM+15_1,7.9496
GM+25_1,7.8771
GM+45_1,7.9883
GM+60_1,7.8204
GM+90_1,7.9074
GM+120_1,8.265
GM+150_1,7.8604
GM-0.1_2,7.8342
GM-0.2_2,8.1469
GM+5_2,7.7712
GM+10_2,7.7361
GM+15_2,7.9176
GM+25_2,7.9778
GM+45_2,7.2689
GM+60_2,7.8033
GM+90_2,8.3353
GM+150_2,7.3025
GM-0.1_3,8.1887
GM-0.2_3,7.8208
GM+5_3,7.9587
GM+10_3,7.3762
GM+15_3,7.9378
GM+25_3,8.038
GM+45_3,8.1419
GM+60_3,7.8677
GM+90_3,7.976
GM+120_3,8.5434
GM+150_3,7.7411
MG-0.1_1,8.145
MG+5_1,8.1912
MG+10_1,8.0836
MG+15_1,7.7817
MG+25_1,7.9227
MG+45_1,8.0848
MG+120_1,7.5191
MG+150_1,7.7501
MG-0.1_2,7.26
MG-0.2_2,7.5818
MG+5_2,7.4535
MG+10_2,7.7842
MG+15_2,8.3724
MG+25_2,7.7276
MG+45_2,7.6101
MG+60_2,7.8328
MG+90_2,7.2412
MG+120_2,7.6211
MG-0.1_3,8.0477
MG-0.2_3,8.0163
MG+5_3,8.0095
MG+10_3,7.9494
MG+15_3,7.9757
MG+25_3,7.885
MG+45_3,8.0246
MG+60_3,7.97
MG+90_3,7.5372
MG+120_3,7.3399
MG+150_3,7.5519
