,BSU__misc_RNA_7
LBexp_1,1.7717
LBexp_2,1.5286
LBexp_3,0.9279000000000001
LBtran_1,1.2445
LBtran_2,0.7793
LBtran_3,0.6933
LBstat_1,0.5466
LBstat_2,0.6074
LBstat_3,0.1164
LBGexp_1,1.8032
LBGexp_2,2.3948
LBGexp_3,1.8444
LBGtran_2,0.46380000000000005
LBGtran_3,1.5204
LBGstat_1,3.6343
LBGstat_2,2.0978
LBGstat_3,0.6908000000000001
S0_1,0.1082
S0_2,0.302
S0_3,0.08360000000000001
S1_1,0.8759
S1_2,0.6156
S1_3,1.221
S2_1,0.39180000000000004
S2_2,0.4164
S2_3,0.0006000000000000001
S3_1,0.5073
S3_2,1.4227
S4_1,1.7345000000000002
S4_2,1.3975
S4_3,1.7223000000000002
S5_1,1.3036
S5_2,1.2624
S5_3,1.9267
S6_1,0.9169
S6_2,-1.8325
S6_3,1.1905000000000001
S6/t_1,0.9934000000000001
S6/t_2,-2.2302
S6_4,1.4997
S6_5,2.3674
S6_6,2.4698
S7_4,2.1118
S7_5,1.052
S7_6,1.6062
S8_4,1.2732
S8_5,-0.682
G135_1,1.1224
G135_3,-1.0708
G150_1,0.8426
G150_2,1.3521
G150_3,0.7339
G180_1,0.594
G180_2,1.0771
G180_3,0.116
C30_1,0.5896
C30_2,1.2211
C90_1,0.3144
C90_2,0.5675
BI_1,0.8639
BI_2,1.3001
BC_2,1.4667
BC/t_1,1.2606
BC/t_2,1.6452
BC_1,0.9651000000000001
Sw_1,0.9520000000000001
Sw_2,1.0209
BT_1,2.183
BT_2,1.6827
B36_1,3.0754
B36_2,2.5792
B60_1,3.7434000000000003
B60_2,3.8409
M9exp_1,0.4544
M9exp_2,-0.042100000000000005
M9exp_3,-0.4123
M9tran_1,-0.20040000000000002
M9tran_2,-0.5046
M9tran_3,-0.10590000000000001
M9stat_1,0.6568
M9stat_2,-0.1355
M9stat_3,-0.2412
M+G_1,-1.1684
M+G_2,-0.2306
M+G_3,-0.2369
Glu_1,0.6711
Glu_2,0.36060000000000003
Glu_3,0.5646
Fru_1,0.7162000000000001
Fru_2,0.22790000000000002
Fru_3,-0.1348
Mal_1,-1.7361
Mal_2,-1.1427
Mal_3,-0.8625
G+S_2,0.0371
G+S_3,0.5733
Pyr_1,-0.7192000000000001
Pyr_2,0.1226
Pyr_3,-0.32330000000000003
Gly_1,-0.4877
Gly_2,0.1603
