,A,Anr
R2,,0.32564964472442215
xmin,,-3.251172717
xmid,,
xmax,,1.826888595
ystart,,-10.221961426721979
yend,,5.803135137327058
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.9068043858000001,0.09711222600000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.9068043858000001,-0.09711222600000001
AB569_EDTA_NaNO2:NaNO2:1,-0.7651919641,1.615533828
AB569_EDTA_NaNO2:NaNO2:2,0.017345697,1.826888595
AB569_EDTA_NaNO2:EDTA:1,-3.6621852847,-0.767942443
AB569_EDTA_NaNO2:EDTA:2,-2.9679956295,-0.858831431
AB569_EDTA_NaNO2:EDTA:3,-3.4544102325,-1.019235175
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-0.8650466067,1.564269817
AB569_EDTA_NaNO2:NaNO2_EDTA:2,0.6004814433,1.74049944
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1197377151,-0.069761662
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1197377151,0.069761662
Anthranilate_metabolism_GntR_AntP:antP:1,-0.8696953064,-0.536426136
Anthranilate_metabolism_GntR_AntP:antP:2,-1.1486847583,-0.294889132
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0687234496,0.03367226
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0687234496,-0.03367226
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.9266912331,-0.25177014000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.0937763999,-0.261728882
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-4.215658368,-1.026299884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-3.6980201694,-1.4606031860000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,3.3856804382,0.020743648
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,3.5582712698,-0.14413474
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,2.5476642995,0.035720781
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,3.4882998464,-0.335253903
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-3.6541915652,-1.355983053
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-3.7927873865,-1.209369176
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-3.4232796889,-0.934216212
Catabolise_Nucleic_Acids:L_asp:1,2.0119953593,-0.05866516
Catabolise_Nucleic_Acids:L_asp:2,0.5179941276,-0.07961712900000001
Catabolise_Nucleic_Acids:DNA_1:1,-1.172159587,-0.23365834200000002
Catabolise_Nucleic_Acids:DNA_1:2,2.9366782913,0.371962668
Catabolise_Nucleic_Acids:DNA_1:3,-1.7645187043,-0.138304326
Catabolite_repression:del_hfq_crc_wt:1,-0.061971312800000004,-0.102337074
Catabolite_repression:del_hfq_crc_wt:2,0.061971312800000004,0.102337074
Catabolite_repression:delHfq:1,3.6721257809,-0.32513043
Catabolite_repression:delHfq:2,3.9452496304,-0.203916707
Catabolite_repression:deldcrc:1,2.1269529087,-0.373611907
Catabolite_repression:deldcrc:2,1.1967638327,-0.625068261
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.1587152567,-0.020121284
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.31730519360000004,0.055235343000000006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.1585899369,-0.035114059
Diallyl_disulphide_treatment:PAO1_DDS:1,-9.3471387496,-1.068623193
Diallyl_disulphide_treatment:PAO1_DDS:2,-9.254212280299999,-1.18660137
Diallyl_disulphide_treatment:PAO1_DDS:3,-11.3699040621,-1.298553823
Dispersed_cells:PAO1_dispersed_wt:1,-0.9052980895,-0.044232311
Dispersed_cells:PAO1_dispersed_wt:2,0.9052980895,0.044232311
Dispersed_cells:PyhjH_dispersed:1,3.9129651304,-0.12310741500000001
Dispersed_cells:PyhjH_dispersed:2,3.5413825206,0.050315524
Dispersed_cells:PA01_Planktonic:1,-6.0186729536,-1.177608716
Dispersed_cells:PA01_Planktonic:2,-7.4866660094,-1.2807977940000002
Dispersed_cells:PAO1_Biofilm:1,-8.1296073615,-0.160807165
Dispersed_cells:PAO1_Biofilm:2,-8.5605307452,-0.37096384600000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.3440672926000001,0.38887364100000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-0.5581600240000001,0.5863061340000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.6681123669,0.420335336
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.8695181717,-0.281024728
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.3065957382,0.243176205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.5629224335,0.037848523
Farnesol_treatment:RNA of 0-1F_L:1,0.3020888011,-0.05051220100000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.0002200996,0.022196918000000003
Farnesol_treatment:RNA of 0-1F_L:3,-0.3018687015,0.028315284000000003
Farnesol_treatment:RNA of 6-F_L1:1,-0.2616710457,-0.19773447300000002
Farnesol_treatment:RNA of 6-F_L1:2,-1.091965829,-0.34777437
Farnesol_treatment:RNA of 6-F_L1:3,-1.2688830339,-0.32348635800000003
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.362480805,0.013730324
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.362480805,-0.013730324
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.8984288061000001,-0.132178971
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.2944609729,-0.1817491
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.4414092439,-0.076851679
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.8378530531,-0.07801102500000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-6.2922687638,0.09380301
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.0340237147,0.16436477800000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.3132860117,-0.009502074000000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-8.7819607599,0.13285655300000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.7881752895,0.081682589
HapZ_SagS_mutant:delHapZp:1,0.5379861295,0.31813024100000004
HapZ_SagS_mutant:delHapZp:2,0.0010495561000000001,0.014546713000000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.5544410955,-0.0018737880000000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.2337341939,-0.079808802
HapZ_SagS_mutants:delHApZ:1,1.7182813357,0.24311596100000002
HapZ_SagS_mutants:delHApZ:2,0.8059186217000001,-0.34928738
HapZ_SagS_mutants:delHApZ:3,0.5008850831,-0.35207091700000004
HapZ_SagS_mutants:delSagS:1,1.1236314036,0.269017817
HapZ_SagS_mutants:delSagS:2,0.28949684670000003,-0.067561168
HapZ_SagS_mutants:delSagS:3,-0.1757774387,-0.211930045
HapZ_SagS_mutants:delHapZp:3,0.0542834358,0.143577582
Lung_infection_transcriptome:PA01_LS1:1,3.4760758793,-0.9854503170000001
Lung_infection_transcriptome:PA01_LS1:2,3.6174082461,-0.8722569750000001
Lung_infection_transcriptome:PA01_CS1:1,-0.32461432300000004,-0.01315615
Lung_infection_transcriptome:PA01_CS1:2,0.32461432300000004,0.01315615
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.2122901361,0.018980571
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.2122901361,-0.018980571
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.3919878867,-0.295736014
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.5189905989,-0.236102524
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.39339772970000003,0.566320209
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.8787796117000001,0.19683629700000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.432083099,-0.206031973
