k,name,in_iM,gene_weight,regulator,function,category
19,Unc_6,False,-0.0293696131,,General stress,Uncharacterized
10,Unc_2,False,-0.0209874153,,Noisy genes,Uncharacterized
11,Unc_3,False,0.0208476372,,Translation,Uncharacterized
34,Transport-1,False,-0.0184346162,,Multi-purpose metabolism,Functional
5,CcpA-1,False,-0.0181583047,CcpA,Amino acid use,Metabolic
3,Unc_1,False,-0.0180091852,,Carbon use,Uncharacterized
17,Unc_5,False,-0.0175556335,,Noisy genes,Uncharacterized
15,NanR,False,0.017242381600000002,NanR,Carbon use,Metabolic
9,MalR,False,-0.0171522383,MalR,Carbon use,Metabolic
4,GlnR,False,0.016921778800000002,GlnR,Amino acid use,Metabolic
35,YwzG,False,-0.014309467000000001,YwzG,Noisy genes,Functional
32,Unc_11,False,-0.0142278703,,Translation,Uncharacterized
0,FabT,False,-0.0128771037,FabT,Lipid use,Metabolic
24,Unc_8,False,-0.010428024000000001,,Translation,Functional
40,Unc_12,False,-0.0103591486,,General stress,Uncharacterized
33,Galactose,False,0.010231287,,Carbon use,Metabolic
21,CcpA-2,False,-0.010098301700000001,CcpA,Multi-purpose metabolism,Metabolic
23,SLS,False,-0.0078516513,,Toxin production,Virulence
7,Phage_2-1,False,0.007704518600000001,Phage_2,Prophages,Uncharacterized
13,Phage_1-2,False,-0.0074056349,Phage_1,Prophages,Uncharacterized
8,PyrR,False,0.007383633400000001,PyrR,Nucleotides,Metabolic
12,VicR,False,-0.006966062,VicR,Carbon use,Metabolic
27,Unc_10,False,-0.006483020700000001,,Noisy group of genes,Uncharacterized
2,Phage_1-1,False,-0.0063949742,Phage_1,Prophages,Uncharacterized
25,Unc_9,False,-0.0060871619000000005,,Noisy group of genes,Uncharacterized
28,CovR-2,False,0.0060251094,CovR,Replication,Virulence
41,SLO,False,-0.0046395981000000005,,Toxin production,Virulence
14,Unc_4,False,-0.0046372828,,Multi-purpose metabolism,Metabolic
6,Rgg,False,-0.0042521415,Rgg,Multi-purpose metabolism,Metabolic
22,Phage_2-2,False,0.0035654055,Phage_2,Prophages,Uncharacterized
20,Unc_7,False,0.0033034120000000004,,Translation,Uncharacterized
16,NrdR,False,0.0030441020000000004,NrdR,Nucleotides,Metabolic
18,PurR,False,-0.0028699896,PurR,Nucleotides,Metabolic
26,Mga,False,0.0028472201,Mga,Carbon use,Metabolic
29,MalR2,False,-0.0022917894,MalR2,Carbon use,Metabolic
31,Phage_2-3,False,-0.0020358757,Phage_2,Prophages,Uncharacterized
37,Phage_3-2,False,0.0015882622,Phage_3,Prophages,Uncharacterized
1,CovR-1,False,-0.0010363918,CovR,Noisy group of genes,Virulence
39,Transport-2,False,0.00098555,,Multi-purpose metabolism,Functional
36,HrcA,False,-0.0009661270000000001,HrcA,Translation,Functional
30,Phage_3-1,False,-0.0008057291000000001,Phage_3,Prophages,Uncharacterized
38,SpeB,False,-0.0006327852,,Toxin production,Virulence
