,A,XisF4,CueR
R2,,0.03871626414588891,0.0035053891611971366
xmin,,-6.412684479,-3.0671032560000002
xmid,,,-0.44380519084888054
xmax,,2.453579203,1.579772831
ystart,,-5.879048583398387,0.41409045205012457
yend,,2.896862313635272,-1.9015145172346086
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.5603927297,-0.004397229,0.124387151
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.5603927297,0.004397229,-0.124387151
AB569_EDTA_NaNO2:NaNO2:1,2.4999153512,0.126084508,-0.15597317
AB569_EDTA_NaNO2:NaNO2:2,2.4750529466,-0.6252678420000001,-0.178609189
AB569_EDTA_NaNO2:EDTA:1,1.0012610698,-0.06005378200000001,1.101569522
AB569_EDTA_NaNO2:EDTA:2,1.725703931,0.336895692,1.304971075
AB569_EDTA_NaNO2:EDTA:3,1.3973295876,0.161912533,1.301708712
AB569_EDTA_NaNO2:NaNO2_EDTA:1,6.4651451928,-0.48128385100000004,0.370857865
AB569_EDTA_NaNO2:NaNO2_EDTA:2,7.2318552503,-0.6229511320000001,0.5009102750000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1677226155,0.045068006,0.047053847
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1677226155,-0.045068006,-0.047053847
Anthranilate_metabolism_GntR_AntP:antP:1,6.0378941436,0.14312855300000002,-0.31202356800000003
Anthranilate_metabolism_GntR_AntP:antP:2,5.1071684214,-0.287034819,-0.46816368700000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.7005728862,-0.088932594,-0.050333955
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.7005728862,0.088932594,0.050333955
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-6.8423269909,-0.16352640300000001,0.211167884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-10.5207812812,-1.467710387,0.845147131
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-14.9316948782,0.152569018,0.6485833480000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-18.5893216089,0.139105778,0.604585899
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,26.7516604679,-1.309618228,-0.423519582
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,25.2956920751,-1.31150265,-0.622184976
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,27.895128344,-1.047052608,-0.44380399800000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,27.1286893272,-1.143480528,-0.652003717
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-20.7736092381,-0.16662074400000002,0.43170057
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-21.1848056096,-0.15625769,0.135886046
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-17.2646279065,-0.8580115410000001,0.33053670100000004
Catabolise_Nucleic_Acids:L_asp:1,-5.2232581481,0.23462627900000002,-1.109018581
Catabolise_Nucleic_Acids:L_asp:2,0.655527001,-0.31827837000000003,-1.3844793210000002
Catabolise_Nucleic_Acids:DNA_1:1,-1.5682255983,-0.072714184,0.046590207
Catabolise_Nucleic_Acids:DNA_1:2,0.5121997659,-0.11659345600000001,0.08447422900000001
Catabolise_Nucleic_Acids:DNA_1:3,1.0560258324,0.18930764,-0.131064436
Catabolite_repression:del_hfq_crc_wt:1,0.3274330254,-0.046957517000000004,0.062965191
Catabolite_repression:del_hfq_crc_wt:2,-0.3274330254,0.046957517000000004,-0.062965191
Catabolite_repression:delHfq:1,-0.8920952576000001,-0.542315666,-0.10043684600000001
Catabolite_repression:delHfq:2,-0.12210328120000001,-0.600687476,-0.18580037100000002
Catabolite_repression:deldcrc:1,-0.7882571646000001,-0.45839998,0.27596463200000004
Catabolite_repression:deldcrc:2,-0.8627557314000001,-0.787077366,0.130228001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.47844663930000003,0.033770443000000004,0.177780251
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.077099558,-0.025875798000000002,-0.177327855
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.5555461972,-0.007894645,-0.00045239700000000005
Diallyl_disulphide_treatment:PAO1_DDS:1,0.7130380645000001,0.6185997390000001,-2.498793036
Diallyl_disulphide_treatment:PAO1_DDS:2,0.184056626,0.248847424,-2.201204086
Diallyl_disulphide_treatment:PAO1_DDS:3,-0.049146334800000004,0.259598449,-2.106669275
Dispersed_cells:PAO1_dispersed_wt:1,-0.3486493258,-0.192290028,-0.122048416
Dispersed_cells:PAO1_dispersed_wt:2,0.3486493258,0.192290028,0.122048416
Dispersed_cells:PyhjH_dispersed:1,1.9784904764000002,1.156809067,-0.35744597100000003
Dispersed_cells:PyhjH_dispersed:2,2.2140109489,1.513312497,-0.7688744710000001
Dispersed_cells:PA01_Planktonic:1,8.5179656776,0.7990959860000001,0.198574344
Dispersed_cells:PA01_Planktonic:2,9.3527413306,0.166643867,0.742751417
Dispersed_cells:PAO1_Biofilm:1,-2.4294991312,1.832808964,0.17196461400000002
Dispersed_cells:PAO1_Biofilm:2,-3.4875305751,1.84474435,-0.14273718300000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,2.0786923077,0.488454127,-0.18781841
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.9270286951000001,0.25340844500000004,-0.20350589200000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.8028726552,0.24935772,-0.43598966
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.9299119746000001,0.17864233300000001,0.10782588200000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.17525700190000001,-0.057188885,-0.091760715
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.7546549727,-0.121453448,-0.016065166000000002
Farnesol_treatment:RNA of 0-1F_L:1,-0.33810250340000003,-0.16749350100000002,0.08485479
Farnesol_treatment:RNA of 0-1F_L:2,-0.5243442643,-0.078489087,0.119555373
Farnesol_treatment:RNA of 0-1F_L:3,0.8624467677000001,0.245982588,-0.204410163
Farnesol_treatment:RNA of 6-F_L1:1,-1.4575530486,0.396771327,-0.078153759
Farnesol_treatment:RNA of 6-F_L1:2,-2.2778729984,0.30214475900000004,-0.07818072200000001
Farnesol_treatment:RNA of 6-F_L1:3,-2.335050674,0.0965013,-0.080158464
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.2530857164,0.16888255300000002,-0.098338298
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.2530857164,-0.16888255300000002,0.098338298
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.34112029720000003,0.20750759500000002,0.153556609
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.7020440205,0.43437040200000004,0.133850346
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.1603161232,0.6111969890000001,0.34783094800000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,1.5676451452,0.37370662400000004,0.06800043800000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.8114917646,0.147758852,0.8988619840000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.8362007127000001,-0.44050249100000005,-0.6156309640000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.5711283092,-0.544401123,0.199799578
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,1.2529338725999999,0.32789586600000004,0.49435082
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.2802652084,-0.025618237000000002,0.039328497000000004
HapZ_SagS_mutant:delHapZp:1,1.240947542,0.009411045,0.424635808
HapZ_SagS_mutant:delHapZp:2,1.9865283912,0.087372429,0.367940878
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-2.5845165238,-0.068121211,-0.020714947
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,1.3042513154,0.093739448,-0.018613549
HapZ_SagS_mutants:delHApZ:1,1.3700546317,-0.8675509410000001,0.195372616
HapZ_SagS_mutants:delHApZ:2,0.6088021832,-1.068596216,0.09340147
HapZ_SagS_mutants:delHApZ:3,1.2394168978,-0.8171325960000001,0.053308617
HapZ_SagS_mutants:delSagS:1,0.0238080719,-0.430396355,0.866049536
HapZ_SagS_mutants:delSagS:2,1.4049053029,-0.48413032500000003,0.61606312
HapZ_SagS_mutants:delSagS:3,-3.07783254,-0.085591047,0.65751517
HapZ_SagS_mutants:delHapZp:3,1.3978587381,-0.043532918000000004,0.49881265700000005
Lung_infection_transcriptome:PA01_LS1:1,0.5971847410000001,0.401569018,-0.0016878800000000001
Lung_infection_transcriptome:PA01_LS1:2,0.6456304136000001,0.8051919280000001,0.610215748
Lung_infection_transcriptome:PA01_CS1:1,0.48985142410000004,-0.036277232,-0.07191567800000001
Lung_infection_transcriptome:PA01_CS1:2,-0.48985142410000004,0.036277232,0.07191567800000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.1789465701,-0.19836678300000002,-0.562543368
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.1789465701,0.19836678300000002,0.562543368
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.7980889670000001,-0.026085443000000003,-0.5557386510000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.6786132433000001,-1.529377807,-0.32646276700000004
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,0.5396662656,0.22750972700000002,-0.17969742
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.2031679716,0.42222542300000004,0.056433576000000006
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.6688787877,-0.358754206,-0.627339294
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.8669727002000001,-0.5026122350000001,-0.41013118800000004
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.1762330198,0.26249674500000003,-0.359815274
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.3848071354,0.462965139,0.103115722
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.7993688952,-0.105920468,-0.8664705380000001
Metabolic_fitness_plasmid:PAO1_RmS149:2,0.4623333653,0.08583650500000001,-0.062026496
Mucin_glycans:ABTGC:1,1.1366628133,0.17553148400000002,-0.22223779800000001
Mucin_glycans:ABTGC:2,1.2456135251,-0.002985947,-0.002374624
Mucin_glycans:ABTGC:3,-1.0232181745,-0.206320745,-0.093058887
Mucin_glycans:ABTGC:4,-0.511685477,0.070318488,0.189712192
Mucin_glycans:ABTGC:5,-0.8473726868,-0.03654328,0.127959117
Mucin_glycans:MUC5B:1,2.8689606463,0.22977097900000001,-0.80456775
Mucin_glycans:MUC5B:2,1.6672033086,-0.554588535,-0.7524095390000001
Mucin_glycans:Glycans:1,0.390162759,0.022483935,0.08084327300000001
Mucin_glycans:Glycans:2,0.8066608285,0.096264083,-0.07648452500000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,1.7929237960000002,0.6926299760000001,-0.15470898400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.0753466555,0.543429499,-0.143990419
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.1596120997,0.033948369,-0.189944473
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,1.9610127659,0.35738288900000004,-0.7972421150000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,0.5095916949,-0.297158342,-0.39784029600000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,2.7126367681,-0.075387337,-0.185829283
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.2949147541,0.269500116,0.311991825
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.2953148197,0.01105036,0.41451949200000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,0.5853362289,0.051623657,0.145555147
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.1504510669,-0.019275922,-0.435236979
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.1641167225,-0.257547788,-0.16861883500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,1.3194611342,-0.055350423,-0.268210649
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.9181872341,-0.592994592,0.041604706000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.9181872341,0.592994592,-0.041604706000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.7860565507,-0.30611940600000004,-0.5311983450000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.2265070469000001,-0.34982635900000003,-0.7104336750000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.4140625694,0.5986897480000001,-0.32106199100000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.5635670829000001,0.26375301,-0.27802497200000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-1.2067325319,0.470196938,-1.604660858
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-1.0406007022,0.22596718000000002,-1.4197096120000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-0.14313235800000002,0.513655194,-1.318849486
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.33542351670000004,0.520602769,-1.043296282
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.8444389094,0.46550137100000005,0.186941604
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.4324447106,0.076076814,-0.086133207
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.7498651296000001,-0.252889735,-0.039084573000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.3378709308,-0.28868845,-0.061723824000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,13.8485811761,-0.716770978,-1.99396522
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,14.3085511748,-0.7771096710000001,-2.214623762
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.9541523487,0.369271404,0.16636651600000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.317801355,-0.020147439,-0.106702577
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.6363509937,-0.349123966,-0.05966393800000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,5.5608117897,-1.137946448,0.460809874
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,4.5202333251999995,-0.798490773,0.532269223
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,2.7267945744,-2.377203621,-0.48779073700000003
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,6.1369533873,-1.183421263,-0.861117566
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-2.9672652136,1.0769123999999999,-0.33129213
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-2.9966828572,0.9492589130000001,-0.30954152300000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-4.117097044,-0.089734092,-0.352245444
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-2.0608597175,-1.8107411999999998,-1.7579908
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-3.1918528966,-2.937436075,-1.684122163
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.2052319257,-1.460061757,-1.646514252
Rosmarinic_acid:PAO1-100UMRA:1,-0.6294694572,-0.234410168,0.267995397
Rosmarinic_acid:PAO1-100UMRA:2,-0.6490197707,-0.095788437,0.262326082
Rosmarinic_acid:PAO1_DMSO_Control:1,0.3115252107,0.009121614,0.084764871
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.3134675605,-0.059795439000000006,-0.086718969
Rosmarinic_acid:PAO1_DMSO_Control:3,0.0019423498000000002,0.050673825000000006,0.001954098
Testosterone_treatment:Testosterone_Control:1,0.4068142301,0.123829302,-0.09868483400000001
Testosterone_treatment:Testosterone_Control:2,-0.4068142301,-0.123829302,0.09868483400000001
Testosterone_treatment:Testosterone_2.5:1,-1.1413905162,-0.966541768,0.033612147
Testosterone_treatment:Testosterone_2.5:2,-1.6777195112,-0.317041677,0.231695168
