,BSU__misc_RNA_20
LBexp_1,12.0315
LBexp_2,12.9606
LBexp_3,11.8422
LBtran_1,13.9198
LBtran_2,12.8846
LBtran_3,12.8061
LBstat_1,12.8203
LBstat_2,12.0692
LBstat_3,11.171
LBGexp_1,12.6365
LBGexp_2,11.7224
LBGexp_3,11.013
LBGtran_2,9.4075
LBGtran_3,11.8111
LBGstat_1,7.5565
LBGstat_2,7.4886
LBGstat_3,9.2133
S0_1,13.9916
S0_2,13.5847
S0_3,13.6852
S1_1,15.9589
S1_2,16.1741
S1_3,16.0637
S2_1,15.8169
S2_2,15.3238
S2_3,14.6393
S3_1,15.469
S3_2,15.663
S4_1,15.9057
S4_2,15.439
S4_3,15.3555
S5_1,15.5422
S5_2,15.4414
S5_3,15.9896
S6_1,15.3369
S6_2,11.5635
S6_3,15.327
S6/t_1,15.2194
S6/t_2,11.1303
S6_4,14.453
S6_5,15.2563
S6_6,15.2122
S7_4,15.3036
S7_5,14.9804
S7_6,14.8492
S8_4,14.3629
S8_5,13.0744
G135_1,9.1368
G135_3,8.4527
G150_1,9.5573
G150_2,9.8529
G150_3,9.8354
G180_1,9.0372
G180_2,9.1107
G180_3,8.6735
C30_1,14.2342
C30_2,14.7848
C90_1,15.6218
C90_2,15.699300000000001
BI_1,15.0939
BI_2,14.7111
BC_2,16.282
BC/t_1,16.0675
BC/t_2,16.4131
BC_1,15.742
Sw_1,15.9544
Sw_2,15.9047
BT_1,14.2476
BT_2,13.6901
B36_1,16.2863
B36_2,15.9581
B60_1,16.1554
B60_2,16.3737
M9exp_1,16.1447
M9exp_2,15.9339
M9exp_3,15.8171
M9tran_1,15.6107
M9tran_2,15.2846
M9tran_3,15.955
M9stat_1,13.9069
M9stat_2,12.8694
M9stat_3,12.7363
M+G_1,14.9043
M+G_2,15.3445
M+G_3,15.4239
Glu_1,15.7208
Glu_2,15.6239
Glu_3,15.7662
Fru_1,16.1078
Fru_2,15.7736
Fru_3,15.255
Mal_1,14.1444
Mal_2,15.064
Mal_3,14.9701
G+S_2,15.6301
G+S_3,15.6925
Pyr_1,15.5654
Pyr_2,15.6585
Pyr_3,15.2925
Gly_1,13.8582
Gly_2,14.7429
Gly_3,12.8281
Glucon_1,14.9405
Glucon_2,15.4541
Glucon_3,13.6044
aero_1,15.538499999999999
aero_2,14.745
aero_3,15.1033
nit_1,14.8778
nit_2,15.0778
nit_3,14.7795
ferm_1,14.5995
ferm_2,14.2796
ferm_3,14.738
T-5.40H_1,16.0216
T-4.40H_1,16.2122
T-3.40H_1,16.1621
T-2.40H_1,15.8872
T-1.40H_1,16.1339
T-1.10H_1,15.4127
T-0.40H_1,15.5343
T0.0H_1,15.6953
T0.30H_1,12.0355
T1.0H_1,13.6198
T1.30H_1,14.0355
T2.0H_1,15.0441
T2.30H_1,15.5467
T3.0H_1,15.63
T3.30H_1,16.2332
T4.0H_1,15.7591
T5.0H_1,15.7466
HPh_1,15.7363
HPh_2,15.3168
HPh_3,15.6995
LPh_1,15.304
LPh_2,15.4992
LPh_3,15.1862
LPhT_1,14.717
LPhT_2,14.836500000000001
LPhT_3,14.7568
SMMPr_1,15.6151
SMMPr_2,15.533
SMMPr_3,15.6336
HiTm_1,13.4507
HiTm_2,14.839
HiTm_3,15.8571
LoTm_1,16.1983
LoTm_2,16.0181
LoTm_3,15.924900000000001
HiOs_1,16.256
HiOs_2,16.3282
HiOs_3,16.3458
BMM_1,15.7304
BMM_2,15.6001
BMM_3,15.5818
Heat_1,15.5783
Heat_2,15.4869
Heat_3,14.8534
Cold_1,13.956
Cold_2,13.7048
