,BSU__misc_RNA_56
LBexp_1,-1.3083666667
LBexp_2,-1.2418666667
LBexp_3,-1.6092666667
LBtran_1,-2.0212666667
LBtran_2,-1.8756666667
LBtran_3,-2.2568666667
LBstat_1,-1.2673666667
LBstat_2,-1.5507666667
LBstat_3,-1.9044666667
LBGexp_1,-0.9402666667
LBGexp_2,-1.9672666667
LBGexp_3,-1.4313666667
LBGtran_2,-2.6208666667
LBGtran_3,-1.4464666667000001
LBGstat_1,-3.2340666667
LBGstat_2,-3.4581666667
LBGstat_3,-3.0852666667
S0_1,-0.8132666667
S0_2,-0.9240666667
S0_3,-0.5826666667
S1_1,-0.0074666667
S1_2,-0.2876666667
S1_3,-0.3033666667
S2_1,-1.5916666667000001
S2_2,-1.8452666667000002
S2_3,-1.6914666667
S3_1,-1.6418666667
S3_2,-1.4058666667
S4_1,-2.1711666667
S4_2,-2.3191666667
S4_3,-2.6955666667
S5_1,-2.9020666667
S5_2,-2.6064666667000003
S5_3,-2.6741666667
S6_1,-3.1767666667
S6_2,-3.5234666667
S6_3,-2.9550666667
S6/t_1,-2.8555666667
S6/t_2,-3.7278666666999998
S6_4,-2.3131666667
S6_5,-2.2261666667
S6_6,-2.0101666667
S7_4,-1.2158666667
S7_5,-1.5929666667
S7_6,-1.6852666667
S8_4,-1.5510666667000002
S8_5,-2.1199666667
G135_1,-1.6211666667
G135_3,-2.7526666667
G150_1,-2.0499666667
G150_2,-1.2626666667
G150_3,-1.4549666667
G180_1,-1.5167666667000002
G180_2,-1.1055666667
G180_3,-1.8025666667
C30_1,-0.1448666667
C30_2,0.3027333333
C90_1,0.9087333333000001
C90_2,0.8670333333
BI_1,-0.4354666667
BI_2,-0.47956666670000003
BC_2,-1.0040666667
BC/t_1,-0.5672666667
BC/t_2,-0.45386666670000003
BC_1,-1.1143666667
Sw_1,-0.8456666667
Sw_2,-1.1928666667
BT_1,-1.7533666667
BT_2,-1.9507666666999999
B36_1,-0.8955666667000001
B36_2,-1.2110666667
B60_1,-1.0266666667
B60_2,-0.7024666667
M9exp_1,0.3481333333
M9exp_2,-0.0142666667
M9exp_3,-0.33386666670000004
M9tran_1,-0.9339666667000001
M9tran_2,-0.6398666667
M9tran_3,-0.4761666667
M9stat_1,-2.7336666667
M9stat_2,-2.9349666667000003
M9stat_3,-3.3159666667
M+G_1,-0.5361666667
M+G_2,-0.0559666667
M+G_3,-0.1323666667
Glu_1,0.5817333333
Glu_2,0.36253333330000004
Glu_3,0.3860333333
Fru_1,-0.0274666667
Fru_2,0.0925333333
Fru_3,-0.4152666667
Mal_1,-1.1469666667
Mal_2,-0.2662666667
Mal_3,-0.5023666667
G+S_2,-0.9390666667
G+S_3,-0.7249666667
Pyr_1,-1.5455666667
Pyr_2,-0.45986666670000004
Pyr_3,-0.5957666667
Gly_1,-0.8592666667000001
Gly_2,-0.2011666667
Gly_3,-1.3127666667
Glucon_1,-0.6909666667000001
Glucon_2,-0.3680666667
Glucon_3,-1.9469666667
aero_1,0.4606333333
aero_2,-1.2696666667
aero_3,-0.0846666667
nit_1,-0.2568666667
nit_2,0.0533333333
nit_3,-0.6017666667
ferm_1,-1.0075666667
ferm_2,-1.2911666667000001
ferm_3,-0.7705666667000001
T-5.40H_1,0.12963333330000001
T-4.40H_1,-0.029966666700000002
T-3.40H_1,-0.1310666667
T-2.40H_1,-0.4732666667
T-1.40H_1,-0.6257666667
T-1.10H_1,-0.4342666667
T-0.40H_1,-0.37116666670000004
T0.0H_1,-0.8157666667
T0.30H_1,-2.7511666667
T1.0H_1,-2.7192666667000003
T1.30H_1,-2.5526666667
T2.0H_1,-3.2897666667
T2.30H_1,-2.5395666667
T3.0H_1,-2.7257666667000002
T3.30H_1,-2.4536666667
T4.0H_1,-2.4108666667
T5.0H_1,-2.8254666667
HPh_1,0.9085333333000001
HPh_2,0.6405333333000001
HPh_3,1.0096333333
LPh_1,0.7533333333000001
LPh_2,0.9117333333000001
LPh_3,0.4554333333
LPhT_1,-0.5682666667
LPhT_2,-0.6733666667
LPhT_3,-0.8371666667000001
SMMPr_1,-0.8301666667
SMMPr_2,-0.8021666667
SMMPr_3,-0.5683666667
HiTm_1,-1.2177666667
HiTm_2,-0.44326666670000003
HiTm_3,0.4304333333
LoTm_1,-1.0001666667
LoTm_2,-1.1128666667
LoTm_3,-1.3856666667
HiOs_1,-0.3070666667
HiOs_2,-0.4201666667
HiOs_3,-0.5074666667000001
BMM_1,0.4289333333
BMM_2,0.0657333333
BMM_3,-0.1142666667
Heat_1,0.1219333333
Heat_2,0.0279333333
Heat_3,-0.1430666667
Cold_1,0.2244333333
Cold_2,-0.7569666667
Cold_3,-1.1497666667
Etha_1,-1.0681666667
Etha_2,-1.1051666667
Etha_3,-1.0812666667
SMM_1,-0.1610666667
SMM_2,-0.2137666667
SMM_3,-0.1317666667
Salt_1,-1.4033666667
Salt_2,-1.7223666667000002
Salt_3,-1.5072666667
Mt0_1,-1.4102666667000001
Mt0_3,-1.5806666667
M0t45_1,-0.4581666667
M0t45_2,-0.7356666667
M0t45_3,-1.1871666667
M0t90_1,-1.9325666667
M0t90_2,-1.5944666667
M0t90_3,-1.7506666667
M40t45_1,-1.3565666667
M40t45_2,-1.7635666667
M40t45_3,-0.8381666667000001
M40t90_1,-2.0412666667
M40t90_2,-1.7262666667
M40t90_3,-1.6282666667
dia0_1,-1.7069666667
dia0_2,-1.4438666667
dia0_3,-0.8100666667
dia5_1,-2.6403666667
dia5_2,-1.7705666667000002
dia5_3,-1.2657666667
dia15_1,-1.4738666667
dia15_2,-1.1157666667
dia15_3,-2.4689666667
Diami_1,-0.5494666667
Diami_2,-0.5673666667
Diami_3,-0.5180666667
Paraq_1,-0.38686666670000003
Paraq_2,-0.12116666670000001
Paraq_3,-1.9390666667
H2O2_1,-1.4526666666999999
H2O2_2,-0.9462666667
H2O2_3,-1.6407666667
Oxctl_1,-0.6100666667
Oxctl_2,-0.8239666667000001
Oxctl_3,-0.3929666667
GM-0.1_1,-0.7161666667000001
GM-0.2_1,-0.1053666667
GM+5_1,-0.0048666667
GM+15_1,0.040133333300000004
GM+25_1,0.8632333333000001
GM+45_1,0.7323333333000001
GM+60_1,0.6213333333000001
GM+90_1,0.3084333333
GM+120_1,-0.2699666667
GM+150_1,0.1402333333
GM-0.1_2,0.4949333333
GM-0.2_2,0.4071333333
GM+5_2,0.13113333330000002
GM+10_2,0.3670333333
GM+15_2,0.32123333330000003
GM+25_2,0.8676333333
GM+45_2,0.045233333300000005
GM+60_2,0.0462333333
GM+90_2,0.9298333333000001
GM+150_2,-1.0326666667
GM-0.1_3,0.6549333333
GM-0.2_3,0.7823333333
GM+5_3,0.3564333333
GM+10_3,-0.47556666670000003
GM+15_3,0.4178333333
GM+25_3,0.5503333333
GM+45_3,0.2280333333
GM+60_3,-0.0761666667
GM+90_3,0.2201333333
GM+120_3,0.2879333333
GM+150_3,0.1665333333
MG-0.1_1,-0.17526666670000002
MG+5_1,-0.0288666667
MG+10_1,0.4400333333
MG+15_1,-0.38476666670000004
MG+25_1,0.4007333333
MG+45_1,0.0419333333
MG+120_1,-0.47046666670000004
MG+150_1,-0.0730666667
MG-0.1_2,-0.9691666667000001
MG-0.2_2,-0.5128666667
MG+5_2,-0.3844666667
MG+10_2,-0.2133666667
MG+15_2,0.1912333333
MG+25_2,-0.4102666667
MG+45_2,-0.8077666667000001
MG+60_2,-0.0419666667
MG+90_2,-0.6161666667
MG+120_2,0.1058333333
MG-0.1_3,0.1602333333
MG-0.2_3,-0.1078666667
MG+5_3,-0.5955666667
MG+10_3,-0.7636666667
MG+15_3,-0.1683666667
MG+25_3,-0.2575666667
MG+45_3,0.2158333333
MG+60_3,-0.4010666667
MG+90_3,0.0772333333
MG+120_3,-0.4589666667
MG+150_3,0.1874333333
