,A,AmrZ,AlgR
R2,,0.09725866869497046,0.03873204063396529
xmin,,-8.895067489,-2.020806984
xmid,,-5.246604533618693,-0.7429610793989999
xmax,,2.997734681,1.66935463
ystart,,10.077401809047172,-1.0045235732712605
yend,,-5.158017410778645,2.9929277314326463
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.776218482,-0.10955102500000001,0.081061123
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.776218482,0.10955102500000001,-0.081061124
AB569_EDTA_NaNO2:NaNO2:1,23.25783967,0.418911715,1.063781702
AB569_EDTA_NaNO2:NaNO2:2,23.29014668,0.5262679650000001,1.125777443
AB569_EDTA_NaNO2:EDTA:1,1.8617523130000002,0.374097505,0.767132091
AB569_EDTA_NaNO2:EDTA:2,1.7074022229999999,0.501530955,0.880093859
AB569_EDTA_NaNO2:EDTA:3,2.476660622,0.25140381500000003,0.728883673
AB569_EDTA_NaNO2:NaNO2_EDTA:1,20.4444504,1.257869395,1.42528971
AB569_EDTA_NaNO2:NaNO2_EDTA:2,21.02937039,1.465075425,1.6521024990000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0030586130000000004,-0.049867545000000006,-0.073556808
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0030586130000000004,0.049867545000000006,0.073556809
Anthranilate_metabolism_GntR_AntP:antP:1,0.47093996400000004,0.521435485,0.289019906
Anthranilate_metabolism_GntR_AntP:antP:2,1.089255963,0.621029095,0.480328387
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.13053262000000002,0.100522704,0.0074261050000000006
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.13053262000000002,-0.100522704,-0.0074261050000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.367934873,-0.74764845,0.6529238470000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.599917165,-0.648726243,0.8278816670000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.080702737,-1.245659797,-0.48088859700000003
