,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,3.469446951953614e-18,0.27048032617477813,4.0,0.0,-0.1028728307,1.0,-0.1966280047,2.0,0.4001331785,3.0,-0.10063234310000001
1,2AA__del_ridA,0.23490914165,0.16845993183113178,4.0,4.0,0.4057875158,5.0,0.0024554648,6.0,0.2639140545,7.0,0.26747953150000003
2,GC_MS__WT,-4.625929269271485e-18,0.1208911852763645,3.0,8.0,0.1216756153,9.0,-0.0015844351,10.0,-0.12009118020000001,,
3,GC_MS__del_slyA,-0.48278624375,0.07242476583814483,2.0,11.0,-0.5339982868,12.0,-0.4315742007,,,,
4,Rho__WT,3.33333360913457e-11,0.2647894619000864,3.0,13.0,0.1823157919,14.0,-0.3037235873,15.0,0.1214077955,,
5,Rho__rho_Y80C,0.2008345311666667,0.06611555960739553,3.0,16.0,0.2079049845,17.0,0.1314679006,18.0,0.2631307084,,
6,Rho__rho_K130Q,0.0469668949,0.10177137177633362,3.0,19.0,-0.06349733810000001,20.0,0.1369215118,21.0,0.067476511,,
7,flagella__WT,0.0,0.6251758234565353,2.0,22.0,-0.4420660642,23.0,0.4420660642,,,,
8,flagella__del_rfaL,0.07411961315,0.0060950878490627506,2.0,24.0,0.0784294911,25.0,0.0698097352,,,,
9,flagella__del_rfaG,1.4182423776,0.03604514491747735,2.0,26.0,1.3927546112,27.0,1.443730144,,,,
10,flagella__del_rfaD,1.21966713685,0.5438756749082022,2.0,28.0,1.6042453147,29.0,0.835088959,,,,
11,nusG__WT_OD08,0.0,0.04201834332594469,2.0,30.0,-0.0297114555,31.0,0.0297114555,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,0.6923011987333334,0.09655598147570285,3.0,32.0,0.6029543317,33.0,0.7947319744,45.0,0.6792172901,,
13,omv__spi2_ind_highOD_intracellularRNAs,0.10576383896666668,0.09899582310943505,3.0,34.0,0.1770186148,36.0,0.1475460156,37.0,-0.0072731135,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.7580608985,0.0977435234406839,3.0,35.0,-0.7200184834000001,41.0,-0.8691058930000001,42.0,-0.6850583191,,
15,omv__controlPCN_highOD_intracellularRNAs,1.0113319970666668,0.5839784754979668,3.0,38.0,0.4260955377,39.0,1.0138561475,40.0,1.594044306,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.280755836507356,3.0,43.0,0.1133053812,44.0,-0.3197026054,46.0,0.2063972242,,
17,sv5015__STM1625,-0.6103775995,0.1351593183855203,3.0,47.0,-0.4941446896,48.0,-0.5782971901,49.0,-0.7586909188000001,,
18,sv5015__STM0581,-1.3682891904999999,0.6275675661399935,3.0,50.0,-1.955627035,51.0,-1.4422025616,52.0,-0.7070379749,,
19,sv5015__WT,0.0,0.24505436635468275,3.0,53.0,-0.2823609656,54.0,0.1571759915,55.0,0.1251849741,,
20,tomato__tomato_root,1.3722906756000002,0.24852110197235022,3.0,56.0,1.6180862225000001,57.0,1.3776549385,58.0,1.1211308658,,
21,tomato__LB,0.0,0.12312475062664034,2.0,59.0,-0.08706234610000001,60.0,0.08706234610000001,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.02906253963333333,0.0796419036662978,3.0,61.0,0.0414407391,62.0,-0.056043718900000004,63.0,0.1017905987,,
23,AcrB_efflux_virulence__WT,1.1564823173178713e-18,0.08854614250888979,3.0,64.0,0.09417305990000001,65.0,-0.0815683432,66.0,-0.0126047167,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.6786262608000001,0.23770280021138726,3.0,67.0,0.618053505,74.0,0.940754885,75.0,0.47707039240000004,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-0.8365106120666668,0.2050439890283263,3.0,68.0,-1.0235703676,69.0,-0.6172845795,71.0,-0.8686768891000001,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.8071239468,0.4499777158313669,3.0,70.0,1.3257731117,106.0,0.5748590679000001,107.0,0.5207396608,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-0.6700536483666667,0.12615588513613304,3.0,72.0,-0.6323305778,79.0,-0.8107676962,110.0,-0.5670626711,,
